y,name,x,z,w,primary_type
2691,Auburn Gresham,27.6,40,28.3,03
49,Auburn Gresham,27.6,40,28.3,22
863,Auburn Gresham,27.6,40,28.3,15
5,Beverly,5.1,20,8,12
63,Beverly,5.1,20,8,04B
39,Beverly,5.1,20,8,20
64,Beverly,5.1,20,8,10
4,Beverly,5.1,20,8,01A
54,Beverly,5.1,20,8,04A
7,Beverly,5.1,20,8,09
167,Beverly,5.1,20,8,18
791,Beverly,5.1,20,8,26
2,Beverly,5.1,20,8,13
705,Beverly,5.1,20,8,08B
991,Beverly,5.1,20,8,14
19,Beverly,5.1,20,8,02
21,Beverly,5.1,20,8,17
280,Beverly,5.1,20,8,08A
402,Beverly,5.1,20,8,11
745,Beverly,5.1,20,8,05
1887,Beverly,5.1,20,8,06
31,Beverly,5.1,20,8,24
282,Beverly,5.1,20,8,07
190,Beverly,5.1,20,8,03
16,Beverly,5.1,20,8,22
26,Beverly,5.1,20,8,15
107,Washington Height,16.9,20,20.8,02
2724,Washington Height,16.9,20,20.8,14
2322,Washington Height,16.9,20,20.8,26
58,Washington Height,16.9,20,20.8,19
3479,Washington Height,16.9,20,20.8,08B
3,Washington Height,16.9,20,20.8,13
2040,Washington Height,16.9,20,20.8,18
27,Washington Height,16.9,20,20.8,09
397,Washington Height,16.9,20,20.8,04A
29,Washington Height,16.9,20,20.8,01A
133,Washington Height,16.9,20,20.8,10
516,Washington Height,16.9,20,20.8,04B
112,Washington Height,16.9,20,20.8,20
31,Washington Height,16.9,20,20.8,16
1,Washington Height,16.9,20,20.8,12
342,Washington Height,16.9,20,20.8,15
15,Washington Height,16.9,20,20.8,22
1024,Washington Height,16.9,20,20.8,03
1248,Washington Height,16.9,20,20.8,07
192,Washington Height,16.9,20,20.8,24
3894,Washington Height,16.9,20,20.8,06
1939,Washington Height,16.9,20,20.8,05
603,Washington Height,16.9,20,20.8,11
69,Washington Height,16.9,20,20.8,17
1099,Washington Height,16.9,20,20.8,08A
29,Mount Greenwood,3.4,10,8.7,17
263,Mount Greenwood,3.4,10,8.7,08A
195,Mount Greenwood,3.4,10,8.7,11
207,Mount Greenwood,3.4,10,8.7,05
1041,Mount Greenwood,3.4,10,8.7,06
25,Mount Greenwood,3.4,10,8.7,24
87,Mount Greenwood,3.4,10,8.7,07
23,Mount Greenwood,3.4,10,8.7,22
58,Mount Greenwood,3.4,10,8.7,03
16,Mount Greenwood,3.4,10,8.7,15
56,Mount Greenwood,3.4,10,8.7,04B
24,Mount Greenwood,3.4,10,8.7,20
26,Mount Greenwood,3.4,10,8.7,10
2,Mount Greenwood,3.4,10,8.7,09
40,Mount Greenwood,3.4,10,8.7,04A
158,Mount Greenwood,3.4,10,8.7,18
621,Mount Greenwood,3.4,10,8.7,26
2,Mount Greenwood,3.4,10,8.7,19
598,Mount Greenwood,3.4,10,8.7,08B
15,Mount Greenwood,3.4,10,8.7,02
703,Mount Greenwood,3.4,10,8.7,14
14,Morgan Park,13.2,20,15,22
503,Morgan Park,13.2,20,15,03
176,Morgan Park,13.2,20,15,15
135,Morgan Park,13.2,20,15,24
649,Morgan Park,13.2,20,15,07
1339,Morgan Park,13.2,20,15,05
3191,Morgan Park,13.2,20,15,06
56,Morgan Park,13.2,20,15,17
807,Morgan Park,13.2,20,15,08A
538,Morgan Park,13.2,20,15,11
33,Morgan Park,13.2,20,15,19
1755,Morgan Park,13.2,20,15,26
6,Morgan Park,13.2,20,15,13
2341,Morgan Park,13.2,20,15,08B
1890,Morgan Park,13.2,20,15,14
58,Morgan Park,13.2,20,15,02
28,Morgan Park,13.2,20,15,01A
15,Morgan Park,13.2,20,15,09
256,Morgan Park,13.2,20,15,04A
1298,Morgan Park,13.2,20,15,18
327,Morgan Park,13.2,20,15,04B
6,Morgan Park,13.2,20,15,16
80,Morgan Park,13.2,20,15,20
102,Morgan Park,13.2,20,15,10
2,Morgan Park,13.2,20,15,12
609,O'Hare,15.4,10,7.1,11
36,O'Hare,15.4,10,7.1,17
296,O'Hare,15.4,10,7.1,08A
3033,O'Hare,15.4,10,7.1,06
125,O'Hare,15.4,10,7.1,05
266,O'Hare,15.4,10,7.1,07
31,O'Hare,15.4,10,7.1,24
35,O'Hare,15.4,10,7.1,15
4,O'Hare,15.4,10,7.1,22
40,O'Hare,15.4,10,7.1,03
8,O'Hare,15.4,10,7.1,12
62,O'Hare,15.4,10,7.1,10
32,O'Hare,15.4,10,7.1,04B
6,O'Hare,15.4,10,7.1,16
11,O'Hare,15.4,10,7.1,20
371,O'Hare,15.4,10,7.1,18
1,O'Hare,15.4,10,7.1,01A
2,O'Hare,15.4,10,7.1,09
20,O'Hare,15.4,10,7.1,04A
802,O'Hare,15.4,10,7.1,14
10,O'Hare,15.4,10,7.1,02
3473,O'Hare,15.4,10,7.1,26
3,O'Hare,15.4,10,7.1,13
875,O'Hare,15.4,10,7.1,08B
68,Edgewater,18.2,50,9.2,02
1992,Edgewater,18.2,50,9.2,14
1946,Edgewater,18.2,50,9.2,26
10,Edgewater,18.2,50,9.2,19
2723,Edgewater,18.2,50,9.2,08B
4,Edgewater,18.2,50,9.2,13
914,Edgewater,18.2,50,9.2,18
17,Edgewater,18.2,50,9.2,09
172,Edgewater,18.2,50,9.2,04A
18,Edgewater,18.2,50,9.2,01A
139,Edgewater,18.2,50,9.2,10
293,Edgewater,18.2,50,9.2,04B
41,Edgewater,18.2,50,9.2,20
13,Edgewater,18.2,50,9.2,16
5,Edgewater,18.2,50,9.2,12
78,Edgewater,18.2,50,9.2,15
52,Edgewater,18.2,50,9.2,22
661,Edgewater,18.2,50,9.2,03
687,Edgewater,18.2,50,9.2,07
137,Edgewater,18.2,50,9.2,24
5132,Edgewater,18.2,50,9.2,06
1251,Edgewater,18.2,50,9.2,05
805,Edgewater,18.2,50,9.2,11
100,Edgewater,18.2,50,9.2,17
802,Edgewater,18.2,50,9.2,08A
