count,arrest,year,community_area,primary_type
16,3,2015,14,02
37,4,2015,70,04A
13,4,2008,55,04A
151,15,2013,60,05
12,2,2014,8,20
30,27,2016,19,24
14,4,2013,34,04A
655,37,2011,69,05
162,29,2014,2,08A
17,0,2010,70,17
696,287,2014,49,26
1001,282,2012,43,26
4,2,2008,,04B
67,6,2014,28,10
2,2,2014,5,22
120,10,2010,53,11
584,140,2009,2,26
4,2,2016,9,04A
576,152,2009,49,08A
87,4,2014,65,07
155,28,2010,64,26
54,41,2011,16,24
1,1,2012,51,16
372,49,2012,67,04B
376,45,2013,45,06
827,54,2011,42,06
205,205,2013,2,18
756,56,2009,14,06
7,3,2015,16,01A
2,1,2011,47,09
2,0,2015,76,20
20,3,2010,24,20
1317,105,2011,24,14
52,9,2015,16,04A
11,5,2009,60,17
5,1,2014,34,17
462,21,2010,17,14
423,146,2014,1,26
5,0,2015,8,12
266,91,2014,58,26
10,2,2016,62,10
8,2,2011,17,20
23,3,2007,60,10
47,9,2008,3,24
277,77,2009,1,08A
156,36,2009,58,08A
1,0,2007,61,12
79,8,2007,20,03
44,4,2008,74,11
14,4,2014,2,17
170,33,2010,70,08A
2,1,2015,43,13
457,164,2008,40,26
1,0,2014,7,09
36,5,2009,49,17
10,1,2008,5,02
23,1,2008,26,10
117,23,2009,41,03
1,0,2014,29,12
18,15,2009,50,15
17,1,2015,23,09
67,7,2007,49,10
119,18,2008,47,08B
55,55,2011,5,18
42,38,2008,14,24
6,0,2010,39,02
1215,677,2007,28,26
508,496,2008,38,18
1817,150,2013,22,06
10,3,2009,74,03
30,9,2007,1,10
118,61,2009,34,26
24,3,2007,58,10
68,3,2013,63,11
188,52,2014,60,26
173,159,2013,67,24
3,1,2011,55,02
37,11,2014,34,08A
102,10,2008,41,11
201,201,2012,75,18
142,32,2009,60,08A
1,0,2016,74,12
243,24,2013,30,03
106,9,2010,62,07
1324,117,2009,3,06
21,3,2011,38,02
53,52,2013,34,18
1,1,2014,75,19
1741,432,2015,43,08B
835,40,2016,23,14
119,119,2015,70,18
96,95,2008,55,18
82,4,2015,11,05
10,1,2009,26,09
311,72,2014,20,06
37,21,2009,58,17
34,13,2009,1,17
54,20,2010,32,04B
311,69,2012,60,08B
2,1,2014,76,20
247,17,2013,17,14
1,0,2014,16,01A
53,16,2009,15,04B
3,3,2016,19,22
437,126,2011,21,08B
117,14,2015,65,07
18,6,2013,24,20
88,5,2015,28,10
2,2,2015,5,22
619,242,2015,49,26
137,22,2015,2,08A
592,116,2011,25,04B
12,10,2007,33,15
48,2,2012,11,11
134,35,2013,64,26
371,70,2010,45,06
89,83,2009,69,24
232,76,2015,58,26
321,318,2010,2,18
6,2,2014,8,12
384,143,2015,1,26
202,44,2007,21,08A
53,15,2009,56,04B
39,2,2008,36,07
2,0,2015,34,17
43,38,2012,32,24
17,6,2013,70,17
82,82,2009,64,18
36,12,2014,16,04A
402,21,2009,16,05
5,5,2011,70,22
492,19,2012,19,07
97,6,2013,53,11
514,15,2016,66,05
81,81,2010,34,18
14,1,2014,23,09
30,27,2016,73,24
34,9,2013,32,04B
8,0,2008,21,09
2271,167,2010,22,06
532,121,2012,58,08B
53,50,2016,46,24
4,3,2012,49,13
54,8,2010,63,11
879,233,2012,1,08B
132,16,2007,32,05
100,86,2010,67,24
2,0,2015,7,09
45,5,2008,54,07
24,7,2015,2,17
3,2,2014,43,13
269,30,2010,30,03
89,4,2013,62,07
1,1,2012,58,13
1532,376,2012,49,08B
43,2,2012,44,02
2,2,2012,1,13
103,1,2014,11,05
15,4,2007,21,17
314,65,2015,20,06
152,151,2014,70,18
22,6,2009,11,04A
5,2,2013,39,02
1,1,2015,75,19
1727,359,2014,43,08B
1333,126,2008,69,06
438,73,2008,71,04B
125,31,2013,70,08A
282,27,2012,4,14
591,41,2008,42,05
4,4,2012,70,19
34,11,2015,34,08A
27,8,2009,21,10
423,15,2016,7,14
156,41,2015,60,26
10,2,2009,20,02
14,1,2009,71,09
1,1,2009,64,01A
276,71,2011,56,08B
3,0,2012,48,20
25,2,2014,3,02
3,3,2009,25,13
255,10,2008,51,05
35,7,2016,61,02
232,60,2007,15,08A
10,0,2016,41,20
420,21,2011,44,03
2,2,2013,67,22
738,187,2015,53,08B
84,12,2013,32,10
1,0,2010,2,01A
29,9,2011,67,17
288,11,2010,58,05
2,2,2011,15,13
3,0,2013,72,02
305,22,2010,1,05
40,9,2014,29,20
63,22,2010,2,04A
2,1,2015,53,13
166,46,2007,56,08A
77,21,2009,21,04B
33,29,2007,14,16
825,40,2010,49,05
602,145,2011,15,08B
124,21,2013,16,08A
20,20,2008,14,22
78,3,2014,77,07
22,22,2016,29,16
125,125,2014,16,18
249,26,2015,68,07
4257,885,2009,25,08B
29,13,2009,64,04A
69,6,2014,64,05
297,38,2016,27,08A
46,7,2008,71,10
10,0,2016,74,20
1,0,2008,56,09
17,17,2008,3,22
152,32,2015,28,04B
30,9,2007,15,17
67,67,2007,3,16
86,7,2011,25,10
215,6,2010,60,05
1,0,2015,76,12
21,7,2010,34,04A
395,114,2014,63,08B
3,0,2015,35,09
117,19,2007,5,11
34,7,2009,15,10
21,2,2013,52,20
512,90,2011,67,08A
31,27,2007,69,19
7,4,2014,70,01A
2,0,2007,74,02
9,2,2015,8,20
13,13,2011,16,22
5,2,2013,18,02
2,1,2014,63,13
21,4,2007,56,17
445,30,2009,70,05
46,15,2014,70,04A
73,72,2009,11,18
478,172,2012,53,26
10,4,2013,16,17
13,5,2014,14,02
325,18,2010,43,11
48,10,2007,61,20
6,0,2008,15,09
236,234,2010,25,19
5,0,2010,24,12
61,5,2012,64,11
1,1,2007,10,15
10,2,2007,41,02
1,1,2010,34,01A
201,55,2013,11,26
268,8,2016,35,14
5,5,2014,5,24
2662,506,2007,67,08B
25,7,2009,56,10
20,5,2016,27,17
1624,359,2011,71,08B
5,5,2014,20,22
65,15,2016,37,08A
13,13,2009,3,22
388,71,2007,45,08B
6,1,2009,56,09
501,38,2010,43,03
288,288,2013,25,16
47,11,2008,15,10
11,11,2013,22,22
23,7,2012,64,03
9,3,2010,40,01A
231,15,2013,77,14
28,7,2011,22,17
2,2,2016,8,19
62,62,2008,11,18
99,12,2011,18,26
266,64,2013,42,08A
121,24,2011,45,08A
21,3,2015,55,05
432,19,2008,70,05
19,18,2012,42,19
631,118,2007,71,08A
23,1,2015,35,10
9,0,2009,15,09
81,16,2010,40,04A
2,1,2011,71,13
46,5,2007,5,03
3,0,2011,11,02
1102,56,2010,68,14
49,13,2011,68,20
31,3,2011,25,09
121,7,2015,38,05
837,276,2014,30,08B
41,31,2015,31,15
391,383,2014,42,18
18,5,2008,56,10
43,4,2015,69,02
2,2,2008,25,13
6,1,2010,33,20
43,43,2011,32,16
2,0,2008,64,01A
4,2,2016,37,17
149,7,2011,33,14
18,4,2008,20,02
22,0,2008,71,09
39,9,2014,51,04A
238,15,2009,51,05
5,4,2007,22,13
183,183,2011,20,18
146,33,2011,72,26
256,55,2011,22,08A
250,27,2011,8,07
286,51,2014,23,04B
37,9,2007,71,17
5,1,2011,45,17
13,4,2013,42,17
1,0,2013,32,09
79,17,2008,21,04B
23,23,2009,14,22
1,1,2011,42,22
1,1,2013,45,22
1,1,2015,41,19
1,0,2013,10,12
24,4,2015,7,04B
4477,953,2008,25,08B
5,1,2014,51,01A
233,40,2011,44,11
153,18,2012,50,14
548,66,2014,5,06
1,0,2012,9,20
91,11,2009,71,10
24,6,2008,64,04A
1245,369,2007,22,08B
511,199,2010,38,26
483,43,2010,65,14
10,1,2009,21,09
4,4,2014,42,01A
15,4,2011,65,20
158,111,2010,61,15
7,0,2010,10,20
72,25,2010,55,26
5,5,2011,51,22
30,0,2016,75,20
260,18,2011,10,14
172,26,2015,40,08A
1,1,2008,11,01A
7,1,2013,51,17
34,1,2009,54,07
564,563,2010,40,18
19,0,2015,7,10
180,39,2011,39,26
65,4,2014,17,07
420,88,2009,71,04B
1225,99,2009,69,06
17,15,2010,45,24
13,8,2008,11,04A
287,10,2011,14,05
22,6,2008,21,10
4160,714,2012,32,06
190,15,2010,63,03
1,0,2012,47,17
30,9,2014,23,10
584,38,2009,42,05
76,24,2014,42,04A
76,11,2010,30,11
3,1,2011,0,08B
198,11,2012,59,14
191,191,2014,51,18
51,13,2008,15,04B
27,5,2012,11,03
562,52,2016,73,06
1012,34,2016,28,14
657,58,2016,46,06
34,30,2010,22,24
12,3,2015,40,17
71,0,2016,13,05
1605,135,2010,67,06
39,17,2011,20,04A
2,2,2012,51,19
164,12,2013,53,03
227,9,2011,3,05
120,15,2013,51,08A
5,2,2011,64,02
2,1,2011,20,01A
1279,629,2007,23,26
27,26,2015,20,24
78,11,2008,56,04B
1,0,2015,28,09
82,73,2008,69,24
14,2,2007,75,02
33,5,2012,47,08A
96,94,2008,64,18
165,15,2014,62,14
37,9,2009,36,07
3,3,2013,47,19
366,22,2008,16,05
63,9,2015,35,04B
506,273,2009,40,26
110,16,2013,63,03
34,1,2009,74,11
88,5,2013,30,11
162,34,2014,40,08A
39,34,2007,52,15
18,4,2009,26,10
113,21,2008,41,03
49,13,2008,49,17
12,1,2009,5,02
416,408,2013,40,18
8,3,2015,42,01A
20,18,2008,50,15
18,4,2007,26,17
854,52,2011,16,06
88,72,2011,42,24
9,0,2007,58,09
23,15,2013,45,24
38,4,2011,76,07
42,36,2009,14,24
109,27,2012,22,04B
88,15,2009,47,08B
3,1,2007,1,09
5,1,2013,10,20
90,22,2013,55,26
148,71,2008,34,26
560,554,2009,38,18
22,9,2008,74,03
78,34,2015,42,04A
5,0,2010,51,17
43,6,2015,23,10
127,10,2009,41,11
21,2,2007,49,09
133,18,2008,60,08A
1,1,2012,9,12
7,6,2016,72,15
12,1,2008,26,09
60,60,2009,55,18
1530,132,2008,3,06
362,120,2013,38,26
80,6,2015,17,07
2,2,2012,70,16
299,14,2013,65,14
32,5,2008,1,17
27,2,2014,7,10
32,7,2008,58,17
111,84,2013,61,15
1,1,2011,26,13
4,1,2016,62,09
720,152,2008,49,08A
9,1,2007,60,09
554,53,2008,2,26
1,0,2016,48,01A
6,2,2012,74,04A
13,6,2014,40,17
3,0,2009,,04B
267,44,2007,26,08A
1,1,2016,18,15
51,12,2007,20,11
101,101,2015,51,18
746,55,2008,14,06
2,2,2014,12,15
45,37,2013,22,24
21,4,2012,41,04A
53,13,2014,35,04B
1,0,2011,47,10
1,0,2011,68,12
41,3,2012,45,04B
1532,145,2013,67,06
153,4,2015,62,14
297,24,2010,53,03
451,160,2007,7,26
26,9,2008,60,17
153,17,2010,51,08A
5,0,2014,28,09
60,47,2009,3,24
38,12,2016,48,04A
36,36,2014,20,24
1030,183,2011,26,08B
1311,1300,2007,44,18
164,28,2008,58,08A
322,32,2008,1,08A
492,47,2011,29,07
789,60,2013,68,14
1,0,2007,,17
14,14,2007,3,19
12,5,2009,38,01A
40,38,2007,69,16
341,80,2010,42,08A
4,2,2015,30,13
11,11,2008,69,22
735,246,2016,6,08B
3,0,2009,,10
69,29,2013,40,04A
2,2,2015,20,22
257,257,2010,25,16
1,1,2008,,09
23,20,2014,31,15
36,35,2010,22,22
247,247,2015,42,18
857,215,2015,30,08B
2,1,2013,40,01A
169,8,2014,38,05
400,22,2010,77,14
2,1,2016,6,13
72,21,2009,38,04A
6,1,2011,77,20
12,0,2012,67,09
13,0,2012,45,10
14,2,2011,47,04B
45,6,2014,35,10
452,29,2013,43,03
36,5,2014,55,05
18,9,2009,55,04A
2,0,2010,10,12
14,14,2012,74,18
64,51,2007,24,15
1,0,2016,75,12
9,2,2007,,08A
636,32,2011,70,06
23,1,2012,22,10
124,22,2009,75,03
14,7,2007,44,01A
9,4,2008,59,15
27,12,2010,42,17
2,0,2010,32,09
55,26,2015,51,04A
490,148,2012,30,26
7,5,2016,39,15
308,50,2009,26,04B
32,5,2014,69,02
9,8,2009,4,15
98,13,2012,38,11
26,8,2011,,08B
28,25,2011,51,24
2,2,2012,16,16
521,45,2015,5,06
938,678,2007,35,26
5,5,2007,14,19
1,0,2015,51,01A
114,12,2008,75,11
38,36,2012,41,18
37,8,2014,7,04B
5,3,2013,33,20
64,5,2007,13,07
164,41,2007,44,04A
24,1,2012,55,11
31,31,2016,48,18
948,142,2016,19,06
279,33,2015,23,04B
19,19,2016,29,19
4,1,2012,64,20
7,1,2015,13,04A
21,2,2012,31,10
3,1,2008,9,04A
2,0,2009,48,01A
171,11,2015,44,07
18,14,2012,35,15
1087,90,2015,8,11
20,20,2014,45,15
245,19,2010,26,07
1156,55,2011,43,14
48,8,2010,43,20
135,27,2007,61,11
2,0,2009,18,15
498,32,2011,68,03
528,25,2012,29,05
111,15,2007,51,07
6,0,2007,5,20
39,2,2013,52,11
69,57,2007,30,15
2,1,2012,12,04B
1,0,2010,53,12
2,2,2011,13,24
104,96,2014,61,24
663,235,2012,24,26
19,3,2008,62,10
18,12,2016,3,24
76,4,2014,48,05
27,4,2009,48,04A
2,0,2010,76,13
9,1,2016,26,10
80,73,2007,29,24
7,1,2016,5,02
109,109,2007,17,18
254,78,2016,40,26
67,1,2016,74,11
836,197,2015,24,08B
2,2,2013,12,24
5,0,2013,36,10
76,14,2016,47,08B
10,9,2016,14,24
43,7,2010,33,03
5,0,2010,59,02
1447,176,2011,66,06
30,4,2015,19,02
151,1,2016,41,11
1,0,2013,0,07
4,3,2009,72,15
4,0,2012,9,03
27,17,2014,22,15
87,87,2016,38,18
27,27,2010,31,22
12,2,2012,65,02
47,1,2010,37,05
235,27,2014,29,11
190,51,2010,76,08B
68,1,2012,48,11
8,8,2016,55,18
86,32,2011,6,04B
1311,128,2008,23,14
27,21,2013,20,15
332,21,2014,21,14
2,0,2015,24,13
11,2,2013,36,04B
228,69,2015,52,08B
50,5,2016,75,03
8,3,2010,10,03
4,0,2010,,07
2,2,2010,6,19
5,4,2013,8,13
36,36,2015,13,18
3,3,2008,9,18
18,5,2016,4,15
243,35,2016,26,04B
5,4,2012,54,24
22,16,2009,39,15
1,1,2010,12,22
110,10,2011,65,03
63,4,2007,36,05
4,4,2012,7,15
56,6,2008,57,08A
1,0,2011,9,02
6,0,2010,50,02
529,42,2011,63,14
165,39,2013,48,26
60,59,2007,46,16
148,31,2012,37,08B
30,3,2010,63,20
57,57,2012,66,16
19,19,2008,46,22
82,77,2013,31,24
35,4,2011,6,10
3,3,2008,73,22
169,169,2009,48,18
55,55,2009,29,19
1616,315,2009,19,06
4,4,2007,73,16
29,1,2012,76,05
33,7,2010,13,08A
1076,368,2013,8,08B
21,10,2007,17,04A
25,3,2013,53,20
827,295,2009,6,08B
9,4,2012,11,20
55,4,2012,68,02
65,64,2007,8,22
88,12,2012,31,04B
9,9,2015,61,22
324,30,2007,42,07
8,4,2016,38,01A
15,3,2008,57,17
272,265,2008,8,16
295,19,2013,71,07
445,24,2014,15,14
1,0,2010,29,13
83,34,2015,37,26
10,7,2007,76,24
86,10,2016,38,04A
292,29,2013,24,11
44,13,2013,54,04B
31,4,2014,46,02
31,5,2008,62,04B
1970,401,2010,29,08B
288,10,2014,56,14
115,12,2014,76,11
70,65,2008,19,24
72,2,2007,54,05
18,6,2016,55,04A
18,1,2014,73,02
5,1,2012,12,10
1,0,2013,43,12
7,0,2010,13,17
159,49,2012,52,26
8,4,2012,36,24
4,0,2007,57,09
161,13,2008,32,07
73,3,2016,51,05
54,13,2008,61,02
38,7,2013,13,08A
1,1,2012,13,19
1287,350,2010,8,08B
1,0,2009,37,17
1238,1238,2011,61,18
8,4,2007,37,10
172,43,2010,48,26
144,120,2012,23,15
34,34,2014,13,18
19,6,2013,63,20
221,6,2012,14,07
135,129,2010,31,24
216,73,2014,52,08B
7,1,2008,41,20
1,1,2013,12,22
2,0,2011,12,17
6,1,2013,50,02
30,9,2010,36,04B
6,2,2008,74,20
22,22,2007,29,22
55,12,2016,71,10
369,71,2008,27,08A
4,2,2013,10,03
1,1,2013,6,19
1,0,2013,,07
212,70,2012,6,08A
8,5,2010,8,13
75,64,2011,40,15
122,121,2008,29,16
120,65,2014,37,26
475,25,2015,15,14
2,2,2011,13,22
87,3,2011,17,11
7,6,2014,61,22
55,15,2009,37,08A
16,5,2012,77,02
5,0,2016,56,09
11,0,2013,13,17
1,0,2010,43,12
1,0,2016,22,01B
74,16,2007,12,08B
2,2,2016,3,22
1,1,2012,64,12
361,22,2010,24,11
12,3,2007,27,09
8,8,2009,8,19
59,9,2010,54,04B
1645,351,2013,29,08B
5,1,2016,15,09
20,3,2011,12,08A
23,2,2015,73,02
477,11,2010,71,07
1,0,2013,29,13
308,4,2015,56,14
152,14,2015,76,11
15,1,2008,27,17
22,0,2015,46,02
2,1,2007,5,12
667,37,2011,53,14
39,13,2012,6,17
293,18,2008,35,14
270,13,2012,3,07
22,4,2010,53,20
766,69,2009,73,06
34,34,2008,19,22
7,7,2007,31,13
1035,75,2009,28,14
1,1,2012,36,22
30,23,2015,45,15
1023,140,2014,8,11
1,0,2010,54,10
56,56,2007,19,16
147,39,2011,31,08A
216,14,2014,44,07
30,2,2010,52,11
884,73,2009,46,06
146,62,2011,61,04A
148,6,2009,13,05
8,2,2014,13,04A
80,70,2007,8,24
97,2,2015,48,05
13,2,2011,61,01A
186,21,2013,26,07
2,2,2007,76,22
38,6,2013,43,20
71,65,2015,61,24
853,61,2008,66,05
621,202,2007,31,08B
171,8,2007,34,14
128,14,2011,77,03
39,7,2016,36,07
138,43,2013,76,08B
27,8,2014,19,02
8,0,2016,21,09
1,1,2011,36,19
35,7,2007,37,04B
30,22,2008,73,24
258,25,2012,8,05
39,31,2010,20,15
883,260,2014,24,08B
17,7,2011,31,17
977,60,2007,2,14
40,2,2016,54,07
18,5,2009,75,20
52,42,2008,46,24
15,15,2013,31,22
36,8,2013,37,05
238,65,2011,4,26
3,2,2014,24,13
1,1,2012,54,22
1020,113,2016,69,06
298,60,2016,71,04B
258,15,2015,21,14
1,0,2010,12,24
1,0,2010,36,10
39,7,2013,33,03
7,1,2013,59,02
1,1,2013,76,13
217,11,2015,29,11
24,19,2015,22,15
900,39,2008,7,14
299,8,2016,42,05
32,27,2009,73,24
134,26,2013,33,11
376,33,2014,26,14
175,30,2012,10,26
2,0,2012,55,20
15,3,2012,38,20
391,35,2015,29,03
2,1,2010,36,09
65,54,2009,46,24
1,0,2016,11,01A
129,112,2007,53,15
25,4,2008,75,20
12,4,2016,11,04A
5248,679,2007,8,06
7,0,2013,4,02
107,27,2011,59,26
859,111,2015,61,06
776,41,2009,7,14
643,41,2013,44,14
196,5,2012,39,14
21,2,2016,21,10
1255,99,2008,28,14
23,23,2009,19,22
260,70,2007,68,04A
877,56,2008,73,06
41,8,2016,15,04B
20,10,2014,66,01A
1,1,2015,10,13
1,0,2015,0,14
6,1,2012,17,02
15,2,2015,9,05
490,42,2007,40,14
96,6,2008,13,05
147,12,2011,77,11
1189,122,2008,46,06
198,16,2010,12,06
61,54,2016,69,24
28,8,2016,56,04B
189,16,2013,27,05
367,12,2010,21,07
1,1,2009,76,16
176,35,2014,8,03
1,0,2010,54,09
212,6,2016,16,05
163,163,2007,65,18
192,155,2015,67,15
929,64,2009,66,05
103,34,2014,66,04A
316,68,2007,27,04B
33,4,2010,52,03
131,5,2010,57,05
161,40,2015,10,08B
20,20,2016,64,18
23,11,2007,68,01A
1,1,2012,57,13
17,2,2015,76,03
74,21,2008,37,08A
10,10,2008,8,19
696,98,2010,31,06
723,18,2011,19,05
15,1,2016,15,10
1,0,2015,33,13
33,3,2011,17,03
27,5,2013,66,17
20,7,2007,20,20
14,1,2007,27,10
13,13,2011,66,22
21,21,2016,11,18
202,6,2016,70,05
253,72,2015,33,08B
14,2,2016,56,10
33,26,2011,2,15
105,8,2012,18,14
155,36,2012,57,08B
24,6,2009,27,17
409,57,2010,24,03
245,16,2009,35,14
1,0,2007,65,01A
40,8,2009,61,02
313,9,2010,15,07
18,18,2010,6,16
4,4,2008,37,17
1556,1556,2007,68,18
166,10,2012,72,14
14,3,2016,71,09
10,1,2016,20,02
74,14,2015,57,26
4,4,2016,25,13
52,4,2013,10,11
209,110,2012,33,26
2,0,2011,44,12
4,1,2009,41,20
7,7,2011,34,15
359,90,2013,66,08A
22,22,2012,66,19
888,66,2015,71,14
32,7,2016,21,04B
55,11,2010,9,26
143,48,2011,50,26
141,15,2010,56,07
3,3,2007,37,09
16,16,2007,46,19
360,97,2009,27,08A
13,3,2016,64,04A
12,12,2007,73,19
6,4,2013,5,15
7,1,2009,74,20
40,8,2013,30,20
576,301,2014,27,26
22,22,2009,29,16
628,619,2014,66,18
2983,577,2016,25,08B
45,20,2007,65,04A
9,2,2007,57,10
2,0,2012,12,09
313,41,2013,24,03
38,11,2010,66,17
926,116,2008,6,08B
175,5,2012,54,06
8,0,2014,76,03
2,2,2016,69,22
255,253,2009,8,16
1034,180,2012,27,08B
9,2,2009,57,17
394,17,2012,69,07
2,0,2008,6,13
722,96,2013,31,06
53,37,2012,28,15
19,3,2009,62,04B
5,0,2012,27,13
246,65,2014,33,08B
89,80,2009,19,24
102,13,2009,32,07
2,2,2012,13,16
13,9,2010,5,15
39,7,2010,30,20
1,1,2009,9,18
676,79,2011,30,14
271,261,2007,77,18
18,11,2008,39,15
3,2,2011,6,09
85,13,2014,57,26
457,101,2010,66,08A
328,13,2007,16,07
47,9,2013,9,26
9,6,2016,59,15
52,9,2009,57,08A
85,9,2013,56,07
726,41,2007,76,06
97,2,2010,10,11
145,3,2016,75,11
605,605,2015,66,18
521,252,2015,27,26
6,0,2011,48,02
8,8,2009,46,22
1644,284,2008,19,06
94,85,2008,29,19
7,7,2009,73,22
169,167,2008,48,18
248,6,2013,15,07
772,66,2014,71,14
3,3,2013,6,16
73,9,2011,65,11
162,3,2012,36,06
126,105,2007,43,15
172,47,2011,62,08B
21,6,2016,49,17
687,47,2010,44,14
28,3,2011,44,20
94,9,2016,41,03
395,37,2014,29,03
196,34,2007,70,07
25,1,2012,9,11
122,11,2012,48,03
13,3,2010,4,02
14,10,2016,50,15
402,32,2015,26,14
8,5,2008,72,15
93,16,2016,60,08A
75,16,2007,62,08A
72,24,2016,34,26
10,4,2016,74,03
407,14,2011,73,05
20,6,2016,58,17
296,39,2011,13,06
86,6,2010,33,11
1046,187,2014,61,06
658,36,2011,46,05
29,6,2016,1,17
1012,123,2016,3,06
7,1,2016,26,09
1205,90,2009,23,14
3,0,2013,54,09
1531,207,2007,29,06
3,1,2008,48,01A
1,0,2007,19,19
133,29,2011,68,11
407,91,2016,49,08A
4,0,2008,62,09
5,2,2009,9,04A
16,0,2014,9,05
311,47,2016,2,26
44,39,2007,63,15
27,5,2013,52,03
92,7,2013,57,05
1,0,2014,0,14
1,1,2014,10,13
123,11,2013,12,06
11,1,2015,66,01A
34,7,2007,57,04B
302,28,2010,27,05
227,7,2013,21,07
563,18,2016,14,06
177,167,2011,66,24
2,2,2008,18,15
40,18,2007,77,04A
183,40,2014,10,08B
8,3,2007,62,17
6,2,2016,60,17
1,1,2007,77,01A
112,38,2015,66,04A
207,167,2014,67,15
172,29,2016,1,08A
204,23,2015,8,03
124,20,2016,58,08A
44,9,2008,48,04A
1,1,2007,20,12
275,48,2007,61,03
4,0,2012,31,09
17,2,2009,62,10
95,14,2008,41,08A
50,7,2009,60,11
163,19,2014,40,03
9,5,2008,36,15
71,12,2014,34,11
103,25,2013,63,08A
56,46,2012,19,15
1,1,2012,63,19
253,252,2014,63,18
48,7,2009,71,02
10,3,2009,20,09
604,58,2014,26,06
16,5,2012,49,01A
1,1,2009,11,13
6,6,2014,56,22
78,10,2007,33,07
8,1,2013,13,20
83,69,2009,28,24
5,1,2014,3,09
69,21,2012,58,04A
79,31,2012,1,04A
17,0,2016,61,09
15,6,2014,43,01A
2886,263,2009,7,06
7,0,2012,6,20
53,6,2008,60,03
348,14,2012,2,05
252,67,2009,11,08B
1636,368,2013,44,06
7,0,2012,58,01A
181,60,2014,43,04A
6,3,2012,1,01A
20,5,2010,53,17
1085,35,2009,43,05
10,9,2007,34,24
511,50,2012,39,06
172,71,2012,49,04A
12,3,2008,27,20
19,7,2008,20,10
32,6,2015,69,10
62,9,2008,74,08A
92,4,2010,70,11
764,441,2011,32,26
1032,98,2007,8,14
4,4,2014,15,22
7,6,2015,65,15
519,41,2015,61,14
1727,1727,2007,67,18
3,3,2014,16,13
215,215,2011,56,18
557,45,2008,49,03
49,16,2011,21,04A
13,2,2015,35,02
13,13,2011,63,22
26,20,2007,2,24
10,3,2008,41,17
58,7,2007,75,04B
28,13,2012,60,04A
637,46,2007,40,06
38,2,2012,34,05
1028,36,2008,46,14
30,11,2013,63,17
2,0,2007,74,09
85,19,2009,58,11
8,0,2008,56,02
3963,429,2008,28,06
121,9,2013,75,05
1,1,2011,18,16
4,0,2009,37,20
299,299,2015,53,18
182,35,2009,1,11
671,28,2008,73,14
26,8,2011,64,04B
312,20,2007,26,03
11,1,2011,11,10
335,61,2010,53,08A
1886,775,2013,25,26
207,34,2009,49,11
1,0,2007,41,09
20,1,2008,7,24
96,3,2010,51,03
7,4,2013,62,15
193,9,2014,2,11
11,2,2008,74,17
25,19,2008,54,15
249,248,2011,15,18
448,108,2014,16,08B
137,23,2008,58,03
4,1,2012,60,01A
15,12,2015,21,24
5294,5279,2009,25,18
118,3,2010,12,14
4,1,2011,12,20
296,28,2008,1,03
3,2,2011,21,01A
2,0,2014,14,09
14,2,2008,15,02
173,145,2015,68,15
10,2,2009,75,17
12,10,2014,77,15
177,40,2010,34,08B
461,51,2010,31,14
7,1,2011,11,04B
15,11,2007,67,01A
8,4,2011,64,10
16,4,2011,31,20
454,453,2012,1,18
157,153,2012,58,18
357,353,2007,23,16
242,19,2010,42,03
8,8,2014,21,22
27,4,2007,75,10
27,27,2008,23,22
41,14,2014,63,04A
294,15,2009,63,05
155,13,2012,18,06
4,2,2014,63,01A
1070,1069,2012,49,18
812,806,2014,43,18
1,1,2010,64,19
674,55,2009,35,06
308,82,2014,70,08B
516,90,2013,43,08A
277,78,2007,67,04A
5,5,2009,2,19
413,16,2008,30,05
395,69,2012,25,11
29,29,2012,43,19
1,1,2010,34,13
18,18,2014,49,19
70,64,2012,60,18
187,37,2009,75,08A
41,21,2009,25,01A
57,7,2007,10,07
23,3,2015,7,02
3,1,2007,,03
233,70,2014,75,26
220,220,2011,21,18
22,7,2011,56,04A
1,1,2008,57,12
19,17,2015,15,24
4,1,2010,2,13
51,5,2014,23,02
2,2,2011,15,01A
361,30,2012,72,06
2,2,2011,39,16
88,29,2015,53,04A
19,2,2008,21,02
1,1,2009,34,19
15,6,2015,53,01A
62,18,2011,15,04A
27,27,2007,28,19
646,135,2010,2,08B
54,44,2011,53,24
18,12,2008,35,24
122,9,2010,16,11
233,66,2009,64,08B
8,0,2012,44,09
79,79,2010,38,16
30,7,2013,43,17
1074,105,2015,71,06
266,43,2015,69,04B
15,14,2008,40,19
1,0,2013,39,09
595,46,2014,25,05
55,1,2016,57,11
62,18,2008,20,04B
382,123,2009,25,04A
2,2,2011,43,22
18,14,2015,56,24
579,96,2010,43,08A
1,1,2008,55,13
55,16,2015,63,04A
208,8,2012,54,14
2,2,2015,21,22
55,1,2016,37,03
1,0,2011,47,02
2,2,2015,1,19
28,26,2008,7,22
2,2,2008,38,13
16,9,2015,77,15
1,0,2012,75,13
27,27,2007,7,16
60,5,2012,64,08A
76,76,2008,47,18
178,49,2011,5,08B
156,132,2014,68,15
904,158,2008,38,08B
80,5,2009,59,07
11,11,2015,49,19
130,109,2012,46,15
225,20,2013,42,03
136,5,2011,45,03
387,78,2012,75,08B
118,102,2007,66,15
183,7,2008,4,07
595,38,2007,71,03
2,0,2011,5,13
176,49,2011,67,11
321,63,2015,70,08B
47,0,2016,33,05
149,36,2008,55,08B
103,94,2011,63,24
