count,day,year,community_area,primary_type
1,1,2007,1,03
3,1,2007,1,06
1,1,2007,1,07
10,1,2007,1,08B
1,1,2007,1,10
3,1,2007,1,14
1,1,2007,1,18
2,1,2007,1,26
4,1,2007,2,05
4,1,2007,2,06
1,1,2007,2,08A
5,1,2007,2,08B
1,1,2007,2,11
1,1,2007,2,14
2,1,2007,2,18
1,1,2007,2,24
1,1,2007,3,04B
1,1,2007,3,05
4,1,2007,3,06
1,1,2007,3,07
5,1,2007,3,08B
6,1,2007,3,11
2,1,2007,3,14
1,1,2007,3,17
1,1,2007,4,02
1,1,2007,4,05
6,1,2007,4,06
3,1,2007,4,08B
1,1,2007,4,14
1,1,2007,4,18
2,1,2007,5,06
1,1,2007,5,07
1,1,2007,5,08A
2,1,2007,5,14
3,1,2007,6,05
13,1,2007,6,06
1,1,2007,6,07
1,1,2007,6,08A
5,1,2007,6,08B
3,1,2007,6,11
4,1,2007,6,14
1,1,2007,6,18
3,1,2007,6,26
1,1,2007,7,02
2,1,2007,7,03
2,1,2007,7,04B
2,1,2007,7,05
11,1,2007,7,06
1,1,2007,7,07
4,1,2007,7,08B
1,1,2007,7,12
7,1,2007,7,14
1,1,2007,7,18
1,1,2007,8,02
1,1,2007,8,03
2,1,2007,8,04B
21,1,2007,8,06
1,1,2007,8,07
1,1,2007,8,08A
30,1,2007,8,08B
5,1,2007,8,11
5,1,2007,8,14
1,1,2007,8,18
6,1,2007,8,26
1,1,2007,9,06
7,1,2007,10,06
1,1,2007,10,08A
1,1,2007,10,08B
4,1,2007,10,14
1,1,2007,10,26
6,1,2007,11,06
1,1,2007,11,08B
2,1,2007,11,14
1,1,2007,11,26
2,1,2007,12,06
1,1,2007,12,11
1,1,2007,12,26
2,1,2007,13,08B
1,1,2007,13,17
1,1,2007,13,20
1,1,2007,14,02
1,1,2007,14,03
1,1,2007,14,04B
3,1,2007,14,06
1,1,2007,14,07
1,1,2007,14,08A
4,1,2007,14,08B
1,1,2007,14,15
2,1,2007,14,26
1,1,2007,15,04B
3,1,2007,15,05
4,1,2007,15,06
1,1,2007,15,07
2,1,2007,15,08A
5,1,2007,15,08B
1,1,2007,15,10
1,1,2007,15,11
5,1,2007,15,14
1,1,2007,15,18
2,1,2007,15,20
1,1,2007,15,26
1,1,2007,16,03
1,1,2007,16,04B
8,1,2007,16,06
4,1,2007,16,08B
4,1,2007,16,14
1,1,2007,16,18
2,1,2007,16,20
1,1,2007,16,26
4,1,2007,17,06
1,1,2007,17,07
4,1,2007,17,08B
1,1,2007,17,11
2,1,2007,17,12
3,1,2007,17,14
1,1,2007,17,18
1,1,2007,17,20
4,1,2007,17,26
4,1,2007,18,06
1,1,2007,18,08B
1,1,2007,18,11
1,1,2007,18,20
4,1,2007,19,02
2,1,2007,19,04B
3,1,2007,19,05
16,1,2007,19,06
1,1,2007,19,07
2,1,2007,19,08A
10,1,2007,19,08B
1,1,2007,19,11
7,1,2007,19,14
1,1,2007,19,17
2,1,2007,19,18
1,1,2007,19,20
1,1,2007,20,05
3,1,2007,20,06
4,1,2007,20,08B
1,1,2007,20,14
2,1,2007,20,20
2,1,2007,21,03
1,1,2007,21,04B
1,1,2007,21,06
2,1,2007,21,08B
2,1,2007,21,11
3,1,2007,21,14
1,1,2007,21,20
2,1,2007,21,26
1,1,2007,22,02
1,1,2007,22,04B
1,1,2007,22,05
8,1,2007,22,06
1,1,2007,22,08A
7,1,2007,22,08B
2,1,2007,22,11
3,1,2007,22,14
1,1,2007,22,17
1,1,2007,22,18
2,1,2007,22,26
1,1,2007,23,03
1,1,2007,23,04A
3,1,2007,23,04B
10,1,2007,23,06
1,1,2007,23,07
1,1,2007,23,08A
10,1,2007,23,08B
1,1,2007,23,11
7,1,2007,23,14
5,1,2007,23,15
1,1,2007,23,18
2,1,2007,23,20
2,1,2007,23,26
3,1,2007,24,02
3,1,2007,24,03
1,1,2007,24,04A
3,1,2007,24,05
17,1,2007,24,06
2,1,2007,24,07
1,1,2007,24,08A
9,1,2007,24,08B
3,1,2007,24,14
1,1,2007,24,16
1,1,2007,24,18
2,1,2007,24,26
1,1,2007,25,01A
7,1,2007,25,02
1,1,2007,25,03
1,1,2007,25,04A
3,1,2007,25,04B
3,1,2007,25,05
29,1,2007,25,06
5,1,2007,25,07
2,1,2007,25,08A
15,1,2007,25,08B
4,1,2007,25,11
16,1,2007,25,14
5,1,2007,25,15
17,1,2007,25,18
1,1,2007,25,20
2,1,2007,25,24
11,1,2007,25,26
2,1,2007,26,02
2,1,2007,26,03
1,1,2007,26,04B
5,1,2007,26,06
1,1,2007,26,08B
2,1,2007,26,14
1,1,2007,26,15
1,1,2007,26,16
4,1,2007,26,18
2,1,2007,26,20
1,1,2007,26,26
1,1,2007,27,04B
6,1,2007,27,06
1,1,2007,27,08B
1,1,2007,27,11
3,1,2007,27,14
2,1,2007,27,18
2,1,2007,27,26
2,1,2007,28,04A
10,1,2007,28,06
1,1,2007,28,07
1,1,2007,28,08A
9,1,2007,28,08B
2,1,2007,28,14
1,1,2007,28,17
1,1,2007,28,18
1,1,2007,28,20
3,1,2007,28,26
3,1,2007,29,02
2,1,2007,29,03
1,1,2007,29,04A
2,1,2007,29,04B
2,1,2007,29,05
10,1,2007,29,06
1,1,2007,29,07
1,1,2007,29,08A
13,1,2007,29,08B
2,1,2007,29,11
4,1,2007,29,14
1,1,2007,29,15
1,1,2007,29,17
7,1,2007,29,18
1,1,2007,29,19
1,1,2007,29,20
1,1,2007,29,24
4,1,2007,29,26
1,1,2007,30,01A
1,1,2007,30,02
2,1,2007,30,03
2,1,2007,30,04B
6,1,2007,30,06
3,1,2007,30,07
2,1,2007,30,08A
3,1,2007,30,08B
3,1,2007,30,14
1,1,2007,30,15
1,1,2007,30,17
1,1,2007,30,18
3,1,2007,30,20
1,1,2007,30,22
2,1,2007,30,26
2,1,2007,31,03
1,1,2007,31,04B
2,1,2007,31,06
2,1,2007,31,07
1,1,2007,31,08A
2,1,2007,31,08B
3,1,2007,31,14
2,1,2007,31,17
1,1,2007,31,18
4,1,2007,31,20
1,1,2007,31,26
1,1,2007,32,02
13,1,2007,32,06
4,1,2007,32,08B
1,1,2007,32,12
3,1,2007,32,14
1,1,2007,32,26
1,1,2007,33,02
2,1,2007,33,03
1,1,2007,33,06
2,1,2007,33,08B
1,1,2007,33,11
2,1,2007,33,14
1,1,2007,33,26
1,1,2007,34,03
1,1,2007,34,17
2,1,2007,35,05
1,1,2007,35,11
1,1,2007,35,12
3,1,2007,35,14
3,1,2007,35,18
2,1,2007,35,26
1,1,2007,36,06
3,1,2007,36,14
1,1,2007,36,18
1,1,2007,36,26
2,1,2007,37,08B
2,1,2007,37,14
1,1,2007,37,15
1,1,2007,37,18
1,1,2007,37,26
1,1,2007,38,02
1,1,2007,38,04B
2,1,2007,38,05
7,1,2007,38,06
1,1,2007,38,07
1,1,2007,38,08A
2,1,2007,38,11
2,1,2007,38,14
3,1,2007,39,06
1,1,2007,39,07
1,1,2007,39,14
1,1,2007,40,03
1,1,2007,40,04B
1,1,2007,40,05
1,1,2007,40,06
2,1,2007,40,08A
4,1,2007,40,08B
1,1,2007,40,11
2,1,2007,40,14
3,1,2007,40,18
1,1,2007,40,24
2,1,2007,40,26
1,1,2007,41,04B
1,1,2007,41,05
2,1,2007,41,06
1,1,2007,41,08B
2,1,2007,41,14
1,1,2007,41,26
2,1,2007,42,02
3,1,2007,42,03
3,1,2007,42,05
6,1,2007,42,06
2,1,2007,42,07
1,1,2007,42,08A
5,1,2007,42,08B
1,1,2007,42,11
6,1,2007,42,14
1,1,2007,42,17
2,1,2007,42,18
1,1,2007,42,26
1,1,2007,43,01A
1,1,2007,43,02
1,1,2007,43,03
1,1,2007,43,04A
3,1,2007,43,04B
5,1,2007,43,05
18,1,2007,43,06
3,1,2007,43,07
2,1,2007,43,08A
11,1,2007,43,08B
1,1,2007,43,11
6,1,2007,43,14
4,1,2007,43,15
1,1,2007,43,16
1,1,2007,43,17
4,1,2007,43,18
5,1,2007,43,26
2,1,2007,44,03
6,1,2007,44,06
1,1,2007,44,07
1,1,2007,44,08A
5,1,2007,44,08B
1,1,2007,44,11
5,1,2007,44,14
1,1,2007,44,15
5,1,2007,44,18
4,1,2007,44,26
4,1,2007,45,06
1,1,2007,45,07
2,1,2007,45,08B
1,1,2007,45,11
3,1,2007,45,14
1,1,2007,45,15
1,1,2007,46,04B
1,1,2007,46,05
12,1,2007,46,06
1,1,2007,46,07
3,1,2007,46,08A
4,1,2007,46,08B
1,1,2007,46,11
1,1,2007,46,14
1,1,2007,46,17
1,1,2007,46,18
1,1,2007,46,20
2,1,2007,46,26
2,1,2007,47,06
1,1,2007,47,14
1,1,2007,48,02
2,1,2007,48,06
3,1,2007,49,02
3,1,2007,49,05
6,1,2007,49,06
3,1,2007,49,07
10,1,2007,49,08B
2,1,2007,49,11
4,1,2007,49,14
1,1,2007,49,17
5,1,2007,49,18
6,1,2007,49,26
3,1,2007,50,08B
1,1,2007,50,11
1,1,2007,50,14
1,1,2007,51,02
1,1,2007,51,04B
1,1,2007,51,06
1,1,2007,51,08B
1,1,2007,51,14
1,1,2007,51,15
1,1,2007,51,26
6,1,2007,52,06
1,1,2007,52,08A
1,1,2007,52,08B
1,1,2007,52,15
1,1,2007,52,17
1,1,2007,52,18
2,1,2007,52,20
1,1,2007,53,04B
3,1,2007,53,06
2,1,2007,53,07
1,1,2007,53,08A
6,1,2007,53,08B
4,1,2007,53,14
3,1,2007,53,15
4,1,2007,53,18
1,1,2007,53,20
1,1,2007,53,26
1,1,2007,54,05
1,1,2007,54,06
4,1,2007,54,15
1,1,2007,54,18
1,1,2007,55,03
3,1,2007,55,06
1,1,2007,55,08B
1,1,2007,55,14
2,1,2007,56,06
2,1,2007,56,08B
2,1,2007,56,11
1,1,2007,56,16
1,1,2007,56,18
1,1,2007,56,26
4,1,2007,57,06
2,1,2007,57,14
1,1,2007,57,16
1,1,2007,57,17
1,1,2007,57,26
2,1,2007,58,02
1,1,2007,58,03
2,1,2007,58,05
5,1,2007,58,06
1,1,2007,58,08B
1,1,2007,58,14
1,1,2007,58,15
1,1,2007,58,17
1,1,2007,58,18
1,1,2007,58,20
1,1,2007,58,26
1,1,2007,59,02
1,1,2007,59,04B
3,1,2007,59,06
2,1,2007,59,08B
1,1,2007,59,14
1,1,2007,59,22
1,1,2007,60,02
3,1,2007,60,06
2,1,2007,60,08B
3,1,2007,60,14
1,1,2007,60,15
1,1,2007,60,16
1,1,2007,60,26
2,1,2007,61,05
8,1,2007,61,06
2,1,2007,61,07
13,1,2007,61,08B
1,1,2007,61,13
3,1,2007,61,14
1,1,2007,61,15
3,1,2007,61,17
2,1,2007,61,18
1,1,2007,61,20
3,1,2007,61,26
1,1,2007,62,03
4,1,2007,62,06
2,1,2007,63,02
2,1,2007,63,04B
5,1,2007,63,06
1,1,2007,63,07
1,1,2007,63,08A
8,1,2007,63,08B
3,1,2007,63,14
1,1,2007,63,15
2,1,2007,63,17
2,1,2007,64,06
3,1,2007,64,08B
1,1,2007,64,09
1,1,2007,64,11
1,1,2007,64,14
5,1,2007,64,26
1,1,2007,65,04A
5,1,2007,65,06
2,1,2007,65,08B
1,1,2007,65,10
1,1,2007,65,11
1,1,2007,65,14
1,1,2007,65,17
1,1,2007,65,20
1,1,2007,65,26
5,1,2007,66,02
3,1,2007,66,04B
2,1,2007,66,05
14,1,2007,66,06
2,1,2007,66,08A
8,1,2007,66,08B
2,1,2007,66,11
5,1,2007,66,14
3,1,2007,66,15
1,1,2007,66,17
2,1,2007,66,18
1,1,2007,66,20
1,1,2007,66,24
2,1,2007,66,26
1,1,2007,67,01A
1,1,2007,67,03
1,1,2007,67,04A
2,1,2007,67,04B
2,1,2007,67,05
14,1,2007,67,06
1,1,2007,67,07
2,1,2007,67,08A
13,1,2007,67,08B
3,1,2007,67,14
7,1,2007,67,15
2,1,2007,67,17
4,1,2007,67,18
5,1,2007,67,26
3,1,2007,68,02
1,1,2007,68,03
1,1,2007,68,04B
4,1,2007,68,05
5,1,2007,68,06
1,1,2007,68,07
3,1,2007,68,08A
4,1,2007,68,08B
1,1,2007,68,10
6,1,2007,68,14
4,1,2007,68,15
2,1,2007,68,17
1,1,2007,68,18
1,1,2007,68,20
1,1,2007,68,22
4,1,2007,68,26
1,1,2007,69,02
2,1,2007,69,04B
1,1,2007,69,05
14,1,2007,69,06
3,1,2007,69,07
6,1,2007,69,08B
1,1,2007,69,11
7,1,2007,69,14
1,1,2007,69,15
2,1,2007,69,18
1,1,2007,69,26
1,1,2007,70,02
1,1,2007,70,04A
1,1,2007,70,05
9,1,2007,70,06
1,1,2007,70,07
7,1,2007,70,08B
2,1,2007,70,14
1,1,2007,71,02
3,1,2007,71,04B
1,1,2007,71,05
13,1,2007,71,06
1,1,2007,71,08A
7,1,2007,71,08B
1,1,2007,71,11
3,1,2007,71,14
1,1,2007,71,15
1,1,2007,71,17
8,1,2007,71,18
1,1,2007,71,20
3,1,2007,71,26
1,1,2007,72,03
3,1,2007,72,06
4,1,2007,72,08B
1,1,2007,72,11
3,1,2007,72,14
4,1,2007,72,26
1,1,2007,73,02
2,1,2007,73,03
1,1,2007,73,04A
1,1,2007,73,04B
6,1,2007,73,06
3,1,2007,73,08B
2,1,2007,73,14
1,1,2007,73,15
1,1,2007,73,18
1,1,2007,74,26
3,1,2007,75,02
6,1,2007,75,06
1,1,2007,75,07
1,1,2007,75,17
2,1,2007,75,18
1,1,2007,75,20
1,1,2007,75,26
3,1,2007,76,06
1,1,2007,76,07
6,1,2007,76,26
1,1,2007,77,03
1,1,2007,77,05
4,1,2007,77,06
4,1,2007,77,08B
1,1,2007,77,10
1,1,2007,77,11
2,1,2007,77,14
4,1,2007,77,26
1,1,2007,,18
1,1,2007,,26
1,2,2007,1,03
1,2,2007,1,04B
1,2,2007,1,05
6,2,2007,1,06
1,2,2007,1,07
2,2,2007,1,08A
2,2,2007,1,08B
1,2,2007,1,14
2,2,2007,1,18
1,2,2007,1,26
5,2,2007,2,06
1,2,2007,2,11
1,2,2007,2,14
1,2,2007,2,15
4,2,2007,2,18
1,2,2007,3,03
4,2,2007,3,06
1,2,2007,3,07
1,2,2007,3,08A
3,2,2007,3,08B
3,2,2007,3,14
5,2,2007,3,18
1,2,2007,3,22
2,2,2007,3,26
1,2,2007,4,03
1,2,2007,4,06
1,2,2007,4,07
1,2,2007,4,08A
1,2,2007,4,08B
1,2,2007,4,14
1,2,2007,4,26
1,2,2007,5,05
1,2,2007,5,06
1,2,2007,5,07
3,2,2007,5,14
1,2,2007,6,03
1,2,2007,6,05
9,2,2007,6,06
3,2,2007,6,08B
3,2,2007,6,11
3,2,2007,6,14
1,2,2007,7,03
1,2,2007,7,05
9,2,2007,7,06
1,2,2007,7,14
1,2,2007,7,22
2,2,2007,7,26
1,2,2007,8,03
1,2,2007,8,05
9,2,2007,8,06
1,2,2007,8,07
2,2,2007,8,08B
5,2,2007,8,11
1,2,2007,8,14
1,2,2007,8,15
9,2,2007,8,18
1,2,2007,8,24
10,2,2007,8,26
2,2,2007,10,06
1,2,2007,10,08B
1,2,2007,11,06
1,2,2007,11,08B
2,2,2007,12,06
1,2,2007,12,08A
1,2,2007,12,14
1,2,2007,12,26
1,2,2007,13,06
1,2,2007,14,04B
1,2,2007,14,05
1,2,2007,14,06
3,2,2007,14,14
1,2,2007,14,19
1,2,2007,14,26
3,2,2007,15,06
1,2,2007,15,08A
1,2,2007,15,08B
1,2,2007,15,11
1,2,2007,15,14
1,2,2007,15,18
2,2,2007,15,26
1,2,2007,16,04A
3,2,2007,16,06
1,2,2007,16,08A
1,2,2007,16,18
1,2,2007,16,26
1,2,2007,17,03
1,2,2007,17,11
2,2,2007,17,14
1,2,2007,17,17
1,2,2007,17,18
3,2,2007,17,26
1,2,2007,18,06
1,2,2007,18,08B
1,2,2007,19,05
3,2,2007,19,06
2,2,2007,19,07
2,2,2007,19,14
3,2,2007,19,18
1,2,2007,19,24
1,2,2007,20,07
1,2,2007,20,14
1,2,2007,20,26
3,2,2007,21,06
2,2,2007,21,08A
2,2,2007,21,08B
1,2,2007,21,16
2,2,2007,21,26
4,2,2007,22,05
6,2,2007,22,06
1,2,2007,22,08B
1,2,2007,22,10
1,2,2007,22,14
1,2,2007,22,18
1,2,2007,22,24
1,2,2007,23,03
2,2,2007,23,05
1,2,2007,23,06
2,2,2007,23,07
1,2,2007,23,08A
3,2,2007,23,08B
4,2,2007,23,14
1,2,2007,23,15
1,2,2007,23,16
8,2,2007,23,18
4,2,2007,23,26
1,2,2007,24,03
1,2,2007,24,05
13,2,2007,24,06
3,2,2007,24,07
2,2,2007,24,08B
1,2,2007,24,11
3,2,2007,24,14
1,2,2007,24,16
1,2,2007,24,18
3,2,2007,24,26
2,2,2007,25,03
3,2,2007,25,04A
1,2,2007,25,04B
2,2,2007,25,05
12,2,2007,25,06
1,2,2007,25,07
3,2,2007,25,08A
14,2,2007,25,08B
9,2,2007,25,14
1,2,2007,25,15
2,2,2007,25,17
13,2,2007,25,18
8,2,2007,25,26
2,2,2007,26,03
2,2,2007,26,04B
3,2,2007,26,06
1,2,2007,26,07
2,2,2007,26,08B
1,2,2007,26,11
2,2,2007,26,14
2,2,2007,26,16
6,2,2007,26,18
1,2,2007,26,26
1,2,2007,27,04B
1,2,2007,27,05
1,2,2007,27,06
1,2,2007,27,08B
1,2,2007,27,14
5,2,2007,27,18
5,2,2007,27,26
3,2,2007,28,03
1,2,2007,28,04A
1,2,2007,28,04B
9,2,2007,28,06
2,2,2007,28,07
4,2,2007,28,08A
1,2,2007,28,08B
3,2,2007,28,11
3,2,2007,28,14
3,2,2007,28,18
1,2,2007,28,19
2,2,2007,28,26
2,2,2007,29,06
2,2,2007,29,07
4,2,2007,29,08B
1,2,2007,29,14
1,2,2007,29,16
12,2,2007,29,18
1,2,2007,29,19
5,2,2007,29,26
2,2,2007,30,03
1,2,2007,30,04A
2,2,2007,30,06
2,2,2007,30,07
2,2,2007,30,08A
2,2,2007,30,08B
1,2,2007,30,11
1,2,2007,30,14
2,2,2007,30,16
3,2,2007,30,18
1,2,2007,31,05
4,2,2007,31,06
1,2,2007,31,08A
2,2,2007,31,08B
1,2,2007,31,11
3,2,2007,31,14
2,2,2007,31,16
1,2,2007,31,18
17,2,2007,32,06
2,2,2007,32,11
1,2,2007,32,18
7,2,2007,32,26
1,2,2007,33,01A
4,2,2007,33,06
1,2,2007,33,08A
1,2,2007,33,08B
1,2,2007,33,11
2,2,2007,33,18
5,2,2007,33,26
1,2,2007,34,18
1,2,2007,34,26
1,2,2007,35,03
1,2,2007,35,06
2,2,2007,35,08B
1,2,2007,35,15
4,2,2007,35,18
4,2,2007,35,26
1,2,2007,36,06
1,2,2007,36,18
1,2,2007,37,07
1,2,2007,37,08B
1,2,2007,37,14
2,2,2007,38,06
1,2,2007,38,07
1,2,2007,38,08A
2,2,2007,38,08B
1,2,2007,38,11
1,2,2007,38,14
2,2,2007,38,16
1,2,2007,38,17
1,2,2007,38,18
1,2,2007,38,26
1,2,2007,39,06
1,2,2007,39,07
1,2,2007,39,08B
1,2,2007,39,26
2,2,2007,40,07
5,2,2007,40,08B
1,2,2007,40,14
1,2,2007,40,16
1,2,2007,40,18
2,2,2007,40,26
2,2,2007,41,05
3,2,2007,41,06
1,2,2007,41,08A
1,2,2007,41,08B
1,2,2007,41,18
2,2,2007,41,26
1,2,2007,42,03
1,2,2007,42,05
3,2,2007,42,06
2,2,2007,42,08B
1,2,2007,42,14
3,2,2007,42,18
1,2,2007,42,19
2,2,2007,42,26
2,2,2007,43,03
1,2,2007,43,04A
3,2,2007,43,04B
5,2,2007,43,05
5,2,2007,43,06
2,2,2007,43,08A
3,2,2007,43,08B
1,2,2007,43,11
4,2,2007,43,14
5,2,2007,43,18
8,2,2007,43,26
1,2,2007,44,04B
7,2,2007,44,06
2,2,2007,44,07
3,2,2007,44,08B
1,2,2007,44,10
1,2,2007,44,11
1,2,2007,44,14
6,2,2007,44,18
2,2,2007,44,26
1,2,2007,45,03
1,2,2007,45,06
2,2,2007,45,08A
2,2,2007,45,14
2,2,2007,45,18
1,2,2007,45,22
1,2,2007,46,03
1,2,2007,46,05
7,2,2007,46,06
4,2,2007,46,07
3,2,2007,46,08B
4,2,2007,46,14
2,2,2007,46,18
1,2,2007,46,26
1,2,2007,47,18
1,2,2007,48,07
2,2,2007,48,08B
1,2,2007,48,14
1,2,2007,48,18
1,2,2007,48,26
1,2,2007,49,03
1,2,2007,49,04B
1,2,2007,49,05
3,2,2007,49,06
2,2,2007,49,08B
1,2,2007,49,10
1,2,2007,49,11
2,2,2007,49,14
5,2,2007,49,18
2,2,2007,49,26
2,2,2007,50,07
1,2,2007,50,14
1,2,2007,50,26
2,2,2007,51,08B
2,2,2007,51,14
2,2,2007,52,14
1,2,2007,52,18
3,2,2007,52,26
1,2,2007,53,05
1,2,2007,53,06
1,2,2007,53,07
1,2,2007,53,08A
2,2,2007,53,08B
1,2,2007,53,14
3,2,2007,53,18
1,2,2007,54,14
1,2,2007,55,14
4,2,2007,56,06
1,2,2007,56,07
1,2,2007,56,08B
1,2,2007,56,14
1,2,2007,56,15
2,2,2007,56,16
1,2,2007,56,18
1,2,2007,56,22
1,2,2007,57,06
1,2,2007,57,14
1,2,2007,58,05
3,2,2007,58,06
1,2,2007,58,18
1,2,2007,58,26
1,2,2007,59,06
2,2,2007,59,14
2,2,2007,59,18
4,2,2007,60,06
1,2,2007,60,08A
1,2,2007,60,24
2,2,2007,60,26
1,2,2007,61,03
2,2,2007,61,04B
1,2,2007,61,05
5,2,2007,61,06
1,2,2007,61,07
2,2,2007,61,08B
1,2,2007,61,14
2,2,2007,61,16
1,2,2007,61,17
5,2,2007,61,18
1,2,2007,61,26
1,2,2007,62,03
3,2,2007,62,14
1,2,2007,63,05
2,2,2007,63,06
1,2,2007,63,07
1,2,2007,63,08B
1,2,2007,63,14
1,2,2007,64,06
2,2,2007,64,14
1,2,2007,64,17
1,2,2007,64,26
3,2,2007,65,06
1,2,2007,65,07
1,2,2007,65,08A
2,2,2007,65,11
3,2,2007,65,14
1,2,2007,65,26
1,2,2007,66,03
4,2,2007,66,06
2,2,2007,66,08A
3,2,2007,66,08B
1,2,2007,66,10
7,2,2007,66,14
7,2,2007,66,18
9,2,2007,66,26
1,2,2007,67,02
1,2,2007,67,03
1,2,2007,67,05
8,2,2007,67,06
2,2,2007,67,08B
6,2,2007,67,14
4,2,2007,67,16
3,2,2007,67,18
3,2,2007,67,26
1,2,2007,68,05
2,2,2007,68,06
2,2,2007,68,07
1,2,2007,68,08A
3,2,2007,68,08B
2,2,2007,68,11
4,2,2007,68,14
1,2,2007,68,15
4,2,2007,68,18
2,2,2007,68,26
1,2,2007,69,03
1,2,2007,69,04A
2,2,2007,69,04B
3,2,2007,69,05
5,2,2007,69,06
1,2,2007,69,07
4,2,2007,69,08B
1,2,2007,69,10
1,2,2007,69,11
2,2,2007,69,14
4,2,2007,69,18
2,2,2007,69,26
1,2,2007,70,04B
1,2,2007,70,05
3,2,2007,70,06
2,2,2007,70,14
2,2,2007,70,18
3,2,2007,70,26
2,2,2007,71,03
1,2,2007,71,04B
2,2,2007,71,05
6,2,2007,71,06
1,2,2007,71,07
1,2,2007,71,08A
5,2,2007,71,08B
1,2,2007,71,11
4,2,2007,71,14
1,2,2007,71,18
3,2,2007,71,26
2,2,2007,72,07
1,2,2007,72,08B
1,2,2007,72,14
1,2,2007,73,04B
2,2,2007,73,06
3,2,2007,73,08B
5,2,2007,73,14
3,2,2007,73,18
1,2,2007,74,06
1,2,2007,74,07
2,2,2007,74,11
1,2,2007,74,14
2,2,2007,75,06
1,2,2007,75,07
1,2,2007,75,18
2,2,2007,75,26
1,2,2007,76,06
1,2,2007,76,08B
1,2,2007,76,11
1,2,2007,76,14
2,2,2007,76,26
1,2,2007,77,03
1,2,2007,77,05
4,2,2007,77,06
1,2,2007,77,08B
2,2,2007,77,11
1,2,2007,77,14
2,2,2007,77,26
1,3,2007,1,03
2,3,2007,1,05
3,3,2007,1,06
4,3,2007,1,08B
1,3,2007,1,10
1,3,2007,1,11
1,3,2007,1,16
2,3,2007,1,18
2,3,2007,1,26
1,3,2007,2,04A
2,3,2007,2,06
1,3,2007,2,08A
3,3,2007,2,08B
2,3,2007,2,14
1,3,2007,3,03
3,3,2007,3,06
1,3,2007,3,07
4,3,2007,3,08B
3,3,2007,3,14
3,3,2007,3,18
1,3,2007,3,24
1,3,2007,3,26
2,3,2007,4,05
6,3,2007,4,06
1,3,2007,4,11
2,3,2007,4,14
2,3,2007,4,18
2,3,2007,5,06
1,3,2007,5,11
1,3,2007,5,26
6,3,2007,6,05
10,3,2007,6,06
1,3,2007,6,07
1,3,2007,6,08B
1,3,2007,6,11
2,3,2007,6,14
1,3,2007,6,15
1,3,2007,6,18
1,3,2007,6,24
1,3,2007,7,05
9,3,2007,7,06
1,3,2007,7,07
1,3,2007,7,08A
1,3,2007,7,10
2,3,2007,7,11
2,3,2007,7,14
1,3,2007,8,03
1,3,2007,8,04B
8,3,2007,8,06
2,3,2007,8,07
2,3,2007,8,08A
5,3,2007,8,08B
3,3,2007,8,11
1,3,2007,8,14
1,3,2007,8,16
1,3,2007,8,17
5,3,2007,8,18
1,3,2007,8,22
1,3,2007,8,24
6,3,2007,8,26
1,3,2007,10,06
1,3,2007,10,08A
1,3,2007,10,16
2,3,2007,10,26
1,3,2007,11,14
1,3,2007,11,26
1,3,2007,12,14
1,3,2007,12,26
1,3,2007,13,06
1,3,2007,13,08B
3,3,2007,14,06
2,3,2007,14,08B
4,3,2007,14,14
1,3,2007,15,03
3,3,2007,15,06
1,3,2007,15,08B
3,3,2007,15,14
2,3,2007,15,15
1,3,2007,15,18
1,3,2007,15,26
1,3,2007,16,05
3,3,2007,16,06
1,3,2007,16,17
3,3,2007,16,26
2,3,2007,17,03
1,3,2007,17,05
2,3,2007,17,06
1,3,2007,17,08B
2,3,2007,17,11
1,3,2007,17,14
1,3,2007,18,05
2,3,2007,18,07
1,3,2007,18,11
3,3,2007,19,05
2,3,2007,19,06
1,3,2007,19,07
2,3,2007,19,08A
6,3,2007,19,08B
1,3,2007,19,09
2,3,2007,19,14
2,3,2007,19,18
2,3,2007,19,26
4,3,2007,20,06
1,3,2007,20,08A
1,3,2007,20,08B
1,3,2007,20,14
1,3,2007,20,18
1,3,2007,20,26
1,3,2007,21,03
1,3,2007,21,04B
5,3,2007,21,06
1,3,2007,21,08A
2,3,2007,21,08B
2,3,2007,21,14
1,3,2007,21,18
1,3,2007,21,26
1,3,2007,22,04B
1,3,2007,22,05
4,3,2007,22,06
6,3,2007,22,08B
4,3,2007,22,14
2,3,2007,22,18
1,3,2007,23,02
1,3,2007,23,03
1,3,2007,23,04B
4,3,2007,23,06
3,3,2007,23,07
1,3,2007,23,08A
6,3,2007,23,08B
2,3,2007,23,14
1,3,2007,23,16
6,3,2007,23,18
3,3,2007,23,26
2,3,2007,24,05
6,3,2007,24,06
5,3,2007,24,08B
1,3,2007,24,10
2,3,2007,24,11
4,3,2007,24,14
1,3,2007,24,18
1,3,2007,24,24
2,3,2007,24,26
5,3,2007,25,03
1,3,2007,25,04B
3,3,2007,25,05
8,3,2007,25,06
1,3,2007,25,07
4,3,2007,25,08A
8,3,2007,25,08B
1,3,2007,25,09
1,3,2007,25,10
3,3,2007,25,11
2,3,2007,25,14
5,3,2007,25,16
13,3,2007,25,18
1,3,2007,25,19
3,3,2007,25,26
2,3,2007,26,03
1,3,2007,26,06
5,3,2007,26,08B
3,3,2007,26,11
1,3,2007,26,14
23,3,2007,26,18
3,3,2007,26,26
1,3,2007,27,05
2,3,2007,27,06
1,3,2007,27,07
1,3,2007,27,08B
