count,day,year,community_area,primary_type
3,121,2007,77,06
3,121,2007,77,07
1,121,2007,77,08A
1,121,2007,77,08B
1,121,2007,77,10
1,121,2007,77,14
1,121,2007,77,20
2,121,2007,77,26
1,122,2007,1,05
4,122,2007,1,06
1,122,2007,1,07
5,122,2007,1,08B
4,122,2007,1,14
3,122,2007,1,18
2,122,2007,1,26
1,122,2007,2,01A
1,122,2007,2,03
1,122,2007,2,04A
4,122,2007,2,06
2,122,2007,2,08B
2,122,2007,2,14
1,122,2007,2,18
3,122,2007,2,26
1,122,2007,3,03
1,122,2007,3,04A
1,122,2007,3,05
2,122,2007,3,06
1,122,2007,3,07
3,122,2007,3,08B
5,122,2007,3,18
1,122,2007,3,19
1,122,2007,3,22
3,122,2007,3,26
1,122,2007,4,03
1,122,2007,4,05
6,122,2007,4,06
1,122,2007,4,07
1,122,2007,4,08B
1,122,2007,4,14
2,122,2007,4,18
4,122,2007,4,26
4,122,2007,5,06
1,122,2007,5,08B
1,122,2007,5,11
1,122,2007,5,26
1,122,2007,6,03
1,122,2007,6,06
1,122,2007,6,08B
1,122,2007,6,17
1,122,2007,6,18
1,122,2007,6,24
2,122,2007,6,26
1,122,2007,7,03
1,122,2007,7,05
8,122,2007,7,06
2,122,2007,7,08B
3,122,2007,7,14
1,122,2007,7,26
2,122,2007,8,03
1,122,2007,8,04B
1,122,2007,8,05
11,122,2007,8,06
1,122,2007,8,07
1,122,2007,8,08A
1,122,2007,8,08B
1,122,2007,8,11
2,122,2007,8,14
1,122,2007,8,16
4,122,2007,8,18
2,122,2007,8,22
6,122,2007,8,26
2,122,2007,10,08B
1,122,2007,10,18
2,122,2007,11,08A
1,122,2007,12,05
1,122,2007,12,06
3,122,2007,12,14
1,122,2007,12,18
2,122,2007,13,06
1,122,2007,13,14
1,122,2007,13,26
1,122,2007,14,03
1,122,2007,14,05
1,122,2007,14,06
1,122,2007,14,08B
2,122,2007,14,14
1,122,2007,14,18
1,122,2007,14,26
2,122,2007,15,03
4,122,2007,15,05
3,122,2007,15,06
1,122,2007,15,08B
1,122,2007,15,11
1,122,2007,15,14
4,122,2007,15,18
4,122,2007,15,26
8,122,2007,16,06
3,122,2007,16,08B
1,122,2007,16,14
1,122,2007,16,18
2,122,2007,17,05
2,122,2007,17,06
2,122,2007,17,11
2,122,2007,17,14
3,122,2007,17,26
1,122,2007,18,06
1,122,2007,18,14
1,122,2007,18,26
1,122,2007,19,04A
1,122,2007,19,04B
1,122,2007,19,05
5,122,2007,19,06
2,122,2007,19,07
2,122,2007,19,08B
6,122,2007,19,14
1,122,2007,19,18
1,122,2007,19,20
5,122,2007,19,26
1,122,2007,20,03
1,122,2007,20,04A
2,122,2007,20,06
1,122,2007,20,07
3,122,2007,20,08B
2,122,2007,20,14
1,122,2007,20,26
5,122,2007,21,06
1,122,2007,21,08A
4,122,2007,21,08B
1,122,2007,21,26
1,122,2007,22,03
1,122,2007,22,05
4,122,2007,22,06
2,122,2007,22,07
2,122,2007,22,08A
3,122,2007,22,08B
2,122,2007,22,14
1,122,2007,22,18
1,122,2007,22,24
3,122,2007,22,26
3,122,2007,23,03
3,122,2007,23,05
6,122,2007,23,06
2,122,2007,23,07
4,122,2007,23,08A
5,122,2007,23,08B
1,122,2007,23,10
1,122,2007,23,11
2,122,2007,23,14
3,122,2007,23,16
19,122,2007,23,18
1,122,2007,23,19
3,122,2007,23,26
1,122,2007,24,04A
4,122,2007,24,05
10,122,2007,24,06
1,122,2007,24,07
1,122,2007,24,08A
1,122,2007,24,08B
1,122,2007,24,10
3,122,2007,24,11
6,122,2007,24,14
1,122,2007,24,15
1,122,2007,24,16
1,122,2007,24,17
5,122,2007,24,18
1,122,2007,24,19
1,122,2007,24,24
5,122,2007,24,26
3,122,2007,25,03
3,122,2007,25,05
9,122,2007,25,06
3,122,2007,25,07
8,122,2007,25,08A
13,122,2007,25,08B
1,122,2007,25,09
10,122,2007,25,14
1,122,2007,25,15
1,122,2007,25,16
24,122,2007,25,18
11,122,2007,25,26
4,122,2007,26,06
1,122,2007,26,08A
3,122,2007,26,08B
2,122,2007,26,14
1,122,2007,26,16
2,122,2007,26,18
4,122,2007,26,26
1,122,2007,27,05
2,122,2007,27,06
2,122,2007,27,08A
4,122,2007,27,08B
1,122,2007,27,10
2,122,2007,27,11
3,122,2007,27,16
4,122,2007,27,18
5,122,2007,27,26
1,122,2007,28,04A
1,122,2007,28,05
8,122,2007,28,06
1,122,2007,28,07
1,122,2007,28,08A
2,122,2007,28,08B
1,122,2007,28,10
4,122,2007,28,14
1,122,2007,28,16
3,122,2007,28,18
5,122,2007,28,26
2,122,2007,29,03
1,122,2007,29,04A
2,122,2007,29,04B
5,122,2007,29,06
4,122,2007,29,08A
12,122,2007,29,08B
3,122,2007,29,14
1,122,2007,29,15
1,122,2007,29,16
9,122,2007,29,18
1,122,2007,29,19
4,122,2007,29,26
1,122,2007,30,04B
11,122,2007,30,06
1,122,2007,30,07
6,122,2007,30,08B
3,122,2007,30,14
3,122,2007,30,16
4,122,2007,30,18
4,122,2007,30,26
1,122,2007,31,04A
2,122,2007,31,06
1,122,2007,31,07
1,122,2007,31,08A
4,122,2007,31,08B
2,122,2007,31,14
3,122,2007,31,18
4,122,2007,31,26
1,122,2007,32,03
9,122,2007,32,06
2,122,2007,32,08A
3,122,2007,32,08B
2,122,2007,32,11
1,122,2007,32,13
2,122,2007,32,14
1,122,2007,32,18
4,122,2007,32,26
1,122,2007,33,06
1,122,2007,33,08B
3,122,2007,33,26
3,122,2007,34,08B
2,122,2007,35,06
4,122,2007,35,08B
1,122,2007,35,11
1,122,2007,35,14
4,122,2007,35,18
2,122,2007,35,26
1,122,2007,36,08A
1,122,2007,36,10
1,122,2007,37,04A
2,122,2007,37,06
2,122,2007,37,18
2,122,2007,37,26
1,122,2007,38,04A
2,122,2007,38,05
3,122,2007,38,06
1,122,2007,38,07
5,122,2007,38,08B
1,122,2007,38,11
2,122,2007,38,14
3,122,2007,39,06
1,122,2007,39,07
4,122,2007,39,08B
1,122,2007,40,04A
1,122,2007,40,04B
1,122,2007,40,06
2,122,2007,40,08A
5,122,2007,40,08B
4,122,2007,40,14
1,122,2007,40,18
3,122,2007,40,26
3,122,2007,41,06
2,122,2007,41,08B
2,122,2007,41,26
1,122,2007,42,03
1,122,2007,42,04A
1,122,2007,42,04B
3,122,2007,42,05
2,122,2007,42,06
2,122,2007,42,07
5,122,2007,42,08B
3,122,2007,42,14
2,122,2007,42,18
2,122,2007,42,26
1,122,2007,43,03
1,122,2007,43,04A
2,122,2007,43,04B
1,122,2007,43,05
1,122,2007,43,07
3,122,2007,43,08A
10,122,2007,43,08B
5,122,2007,43,14
1,122,2007,43,18
1,122,2007,43,19
5,122,2007,43,26
1,122,2007,44,03
1,122,2007,44,04A
1,122,2007,44,05
10,122,2007,44,06
1,122,2007,44,07
7,122,2007,44,08B
2,122,2007,44,11
3,122,2007,44,18
1,122,2007,45,04A
1,122,2007,45,05
1,122,2007,45,06
2,122,2007,45,07
1,122,2007,45,08A
1,122,2007,45,08B
2,122,2007,45,14
1,122,2007,45,18
1,122,2007,46,03
2,122,2007,46,04A
3,122,2007,46,04B
2,122,2007,46,05
1,122,2007,46,06
1,122,2007,46,07
1,122,2007,46,08A
1,122,2007,46,08B
5,122,2007,46,14
1,122,2007,46,15
1,122,2007,46,16
13,122,2007,46,18
1,122,2007,46,26
2,122,2007,48,03
1,122,2007,48,06
1,122,2007,48,08A
3,122,2007,48,08B
2,122,2007,48,26
1,122,2007,49,03
4,122,2007,49,04B
1,122,2007,49,05
4,122,2007,49,06
2,122,2007,49,07
1,122,2007,49,08A
10,122,2007,49,08B
1,122,2007,49,10
4,122,2007,49,14
1,122,2007,49,15
9,122,2007,49,18
4,122,2007,49,26
1,122,2007,50,08B
3,122,2007,50,14
1,122,2007,51,06
1,122,2007,51,08B
1,122,2007,51,11
3,122,2007,51,18
1,122,2007,51,26
1,122,2007,52,08A
1,122,2007,52,08B
1,122,2007,52,11
1,122,2007,52,18
2,122,2007,52,26
1,122,2007,53,03
1,122,2007,53,04A
1,122,2007,53,05
3,122,2007,53,06
3,122,2007,53,07
2,122,2007,53,08B
1,122,2007,53,09
2,122,2007,53,14
1,122,2007,53,16
4,122,2007,53,18
3,122,2007,53,26
1,122,2007,54,08B
2,122,2007,54,14
1,122,2007,54,15
1,122,2007,55,14
2,122,2007,55,18
1,122,2007,56,04A
1,122,2007,56,05
2,122,2007,56,06
1,122,2007,56,08A
4,122,2007,56,08B
1,122,2007,56,10
2,122,2007,56,11
1,122,2007,56,26
1,122,2007,57,06
1,122,2007,57,08B
1,122,2007,57,14
1,122,2007,57,26
1,122,2007,58,03
1,122,2007,58,08A
1,122,2007,58,08B
1,122,2007,58,17
1,122,2007,58,18
1,122,2007,58,24
2,122,2007,58,26
1,122,2007,59,05
1,122,2007,59,06
1,122,2007,59,26
6,122,2007,60,06
2,122,2007,60,26
1,122,2007,61,02
1,122,2007,61,03
3,122,2007,61,04A
1,122,2007,61,04B
4,122,2007,61,06
2,122,2007,61,08A
10,122,2007,61,08B
3,122,2007,61,14
3,122,2007,61,18
1,122,2007,61,19
2,122,2007,61,24
2,122,2007,61,26
1,122,2007,62,05
2,122,2007,62,08A
1,122,2007,62,10
1,122,2007,62,11
3,122,2007,62,14
2,122,2007,63,03
1,122,2007,63,06
1,122,2007,63,08A
1,122,2007,63,08B
1,122,2007,63,09
2,122,2007,63,14
1,122,2007,63,17
4,122,2007,63,18
1,122,2007,64,07
2,122,2007,64,08B
1,122,2007,65,03
1,122,2007,65,04A
1,122,2007,65,05
4,122,2007,65,06
1,122,2007,65,08A
2,122,2007,65,08B
1,122,2007,65,14
3,122,2007,65,18
1,122,2007,65,26
3,122,2007,66,03
1,122,2007,66,04A
1,122,2007,66,04B
2,122,2007,66,05
5,122,2007,66,06
1,122,2007,66,07
1,122,2007,66,08A
4,122,2007,66,08B
3,122,2007,66,14
1,122,2007,66,15
3,122,2007,66,18
1,122,2007,66,26
1,122,2007,67,04B
3,122,2007,67,05
4,122,2007,67,06
1,122,2007,67,07
1,122,2007,67,08A
7,122,2007,67,08B
1,122,2007,67,10
1,122,2007,67,11
3,122,2007,67,14
1,122,2007,67,15
5,122,2007,67,18
1,122,2007,67,19
1,122,2007,68,04B
4,122,2007,68,05
6,122,2007,68,06
3,122,2007,68,08A
7,122,2007,68,08B
1,122,2007,68,09
1,122,2007,68,10
5,122,2007,68,14
4,122,2007,68,18
1,122,2007,68,24
2,122,2007,68,26
4,122,2007,69,03
3,122,2007,69,06
2,122,2007,69,07
3,122,2007,69,08A
5,122,2007,69,08B
2,122,2007,69,11
3,122,2007,69,14
1,122,2007,69,16
2,122,2007,69,18
1,122,2007,69,24
3,122,2007,69,26
1,122,2007,70,04A
2,122,2007,70,05
3,122,2007,70,06
1,122,2007,70,07
2,122,2007,70,08A
2,122,2007,70,08B
1,122,2007,70,11
7,122,2007,70,14
2,122,2007,71,03
1,122,2007,71,04A
1,122,2007,71,04B
5,122,2007,71,05
10,122,2007,71,06
4,122,2007,71,07
5,122,2007,71,08B
5,122,2007,71,14
1,122,2007,71,15
1,122,2007,71,17
3,122,2007,71,18
1,122,2007,71,26
1,122,2007,72,08A
1,122,2007,72,11
1,122,2007,73,03
1,122,2007,73,05
1,122,2007,73,06
2,122,2007,73,07
2,122,2007,73,08A
2,122,2007,73,08B
1,122,2007,73,14
1,122,2007,73,17
1,122,2007,74,06
1,122,2007,74,14
1,122,2007,74,26
5,122,2007,75,05
3,122,2007,75,06
2,122,2007,75,08A
2,122,2007,75,14
1,122,2007,75,18
1,122,2007,75,26
2,122,2007,76,06
1,122,2007,76,08A
1,122,2007,76,08B
2,122,2007,76,26
2,122,2007,77,04B
6,122,2007,77,06
2,122,2007,77,07
2,122,2007,77,08B
1,122,2007,77,18
1,122,2007,,04B
1,122,2007,,26
1,123,2007,1,04B
6,123,2007,1,06
1,123,2007,1,08A
1,123,2007,1,08B
1,123,2007,1,11
1,123,2007,1,15
1,123,2007,1,18
1,123,2007,1,19
3,123,2007,1,26
1,123,2007,2,02
2,123,2007,2,04A
1,123,2007,2,05
1,123,2007,2,06
21,123,2007,2,14
1,123,2007,2,15
1,123,2007,2,18
2,123,2007,2,26
1,123,2007,3,04B
5,123,2007,3,06
4,123,2007,3,08B
2,123,2007,3,11
6,123,2007,3,14
1,123,2007,3,18
1,123,2007,3,22
2,123,2007,3,26
2,123,2007,4,06
4,123,2007,4,14
1,123,2007,4,26
1,123,2007,5,07
1,123,2007,5,10
2,123,2007,5,14
1,123,2007,5,26
1,123,2007,6,03
2,123,2007,6,05
5,123,2007,6,06
1,123,2007,6,07
1,123,2007,6,08B
2,123,2007,6,11
2,123,2007,6,14
1,123,2007,6,16
1,123,2007,6,17
2,123,2007,6,18
1,123,2007,6,26
1,123,2007,7,03
1,123,2007,7,05
8,123,2007,7,06
1,123,2007,7,08B
1,123,2007,7,14
1,123,2007,7,24
1,123,2007,7,26
1,123,2007,8,04B
15,123,2007,8,06
1,123,2007,8,08A
6,123,2007,8,08B
3,123,2007,8,11
2,123,2007,8,14
1,123,2007,8,15
1,123,2007,8,16
4,123,2007,8,18
1,123,2007,8,20
9,123,2007,8,26
2,123,2007,9,06
1,123,2007,10,05
1,123,2007,10,06
1,123,2007,10,08A
1,123,2007,10,11
2,123,2007,11,07
1,123,2007,11,08B
1,123,2007,11,11
1,123,2007,11,14
1,123,2007,13,04B
2,123,2007,13,06
1,123,2007,13,08B
1,123,2007,13,14
2,123,2007,13,26
1,123,2007,14,03
3,123,2007,14,08A
1,123,2007,14,08B
1,123,2007,14,10
5,123,2007,14,14
1,123,2007,14,18
1,123,2007,15,04A
1,123,2007,15,04B
1,123,2007,15,05
4,123,2007,15,06
1,123,2007,15,08A
2,123,2007,15,08B
2,123,2007,15,14
4,123,2007,15,26
2,123,2007,16,08B
1,123,2007,16,11
2,123,2007,16,14
1,123,2007,16,15
1,123,2007,16,18
2,123,2007,16,26
1,123,2007,17,03
1,123,2007,17,04A
1,123,2007,17,06
2,123,2007,17,07
1,123,2007,17,08B
1,123,2007,17,24
1,123,2007,17,26
1,123,2007,18,26
1,123,2007,19,03
1,123,2007,19,04A
2,123,2007,19,05
2,123,2007,19,06
1,123,2007,19,07
2,123,2007,19,08A
3,123,2007,19,08B
1,123,2007,19,10
1,123,2007,19,14
1,123,2007,19,16
1,123,2007,19,17
2,123,2007,19,18
4,123,2007,19,26
1,123,2007,20,05
1,123,2007,20,06
1,123,2007,20,08A
1,123,2007,20,18
2,123,2007,20,26
1,123,2007,21,06
3,123,2007,21,08B
1,123,2007,21,17
1,123,2007,21,26
3,123,2007,22,05
2,123,2007,22,06
1,123,2007,22,07
2,123,2007,22,08A
5,123,2007,22,08B
1,123,2007,22,11
4,123,2007,22,14
2,123,2007,22,16
3,123,2007,22,18
3,123,2007,22,26
1,123,2007,23,04B
1,123,2007,23,05
3,123,2007,23,06
3,123,2007,23,07
3,123,2007,23,08A
10,123,2007,23,08B
1,123,2007,23,14
3,123,2007,23,16
12,123,2007,23,18
1,123,2007,23,19
5,123,2007,23,26
3,123,2007,24,03
1,123,2007,24,04B
5,123,2007,24,05
6,123,2007,24,06
1,123,2007,24,07
2,123,2007,24,08A
2,123,2007,24,08B
2,123,2007,24,11
5,123,2007,24,14
1,123,2007,24,17
2,123,2007,24,18
5,123,2007,24,26
6,123,2007,25,03
1,123,2007,25,04B
7,123,2007,25,05
7,123,2007,25,06
3,123,2007,25,07
6,123,2007,25,08A
14,123,2007,25,08B
2,123,2007,25,10
8,123,2007,25,14
1,123,2007,25,15
19,123,2007,25,18
1,123,2007,25,19
1,123,2007,25,20
11,123,2007,25,26
1,123,2007,26,03
2,123,2007,26,06
2,123,2007,26,07
1,123,2007,26,08A
1,123,2007,26,08B
1,123,2007,26,11
1,123,2007,26,14
6,123,2007,26,18
6,123,2007,26,26
2,123,2007,27,04A
2,123,2007,27,04B
1,123,2007,27,05
4,123,2007,27,06
1,123,2007,27,07
2,123,2007,27,08A
5,123,2007,27,08B
2,123,2007,27,11
3,123,2007,27,14
4,123,2007,27,16
7,123,2007,27,18
1,123,2007,27,26
1,123,2007,28,01A
2,123,2007,28,05
11,123,2007,28,06
2,123,2007,28,07
3,123,2007,28,08A
3,123,2007,28,08B
1,123,2007,28,10
3,123,2007,28,14
1,123,2007,28,18
1,123,2007,28,20
1,123,2007,28,22
5,123,2007,28,26
2,123,2007,29,03
1,123,2007,29,04A
1,123,2007,29,04B
4,123,2007,29,06
1,123,2007,29,07
1,123,2007,29,08A
5,123,2007,29,08B
5,123,2007,29,14
15,123,2007,29,18
1,123,2007,29,22
1,123,2007,29,26
1,123,2007,30,02
4,123,2007,30,06
2,123,2007,30,07
2,123,2007,30,08A
4,123,2007,30,08B
2,123,2007,30,14
6,123,2007,30,18
1,123,2007,30,24
2,123,2007,30,26
1,123,2007,31,04B
1,123,2007,31,05
4,123,2007,31,06
2,123,2007,31,08B
3,123,2007,31,14
1,123,2007,31,26
10,123,2007,32,06
1,123,2007,32,07
1,123,2007,32,08B
3,123,2007,32,11
1,123,2007,32,14
1,123,2007,32,18
1,123,2007,32,22
1,123,2007,32,26
1,123,2007,33,03
1,123,2007,33,05
2,123,2007,33,06
4,123,2007,33,08B
1,123,2007,33,10
2,123,2007,33,18
1,123,2007,33,26
1,123,2007,34,05
1,123,2007,34,14
1,123,2007,35,04B
3,123,2007,35,06
1,123,2007,35,07
2,123,2007,35,08A
4,123,2007,35,08B
1,123,2007,35,11
1,123,2007,35,24
3,123,2007,35,26
1,123,2007,36,08A
1,123,2007,36,08B
1,123,2007,37,06
1,123,2007,37,07
1,123,2007,37,13
1,123,2007,37,18
1,123,2007,38,03
2,123,2007,38,04A
1,123,2007,38,05
3,123,2007,38,06
1,123,2007,38,07
1,123,2007,38,08A
1,123,2007,38,14
1,123,2007,38,17
1,123,2007,38,18
2,123,2007,38,26
2,123,2007,39,08B
2,123,2007,39,18
1,123,2007,39,20
1,123,2007,39,26
1,123,2007,40,04B
3,123,2007,40,06
1,123,2007,40,08A
4,123,2007,40,08B
1,123,2007,40,14
1,123,2007,40,18
1,123,2007,40,26
1,123,2007,41,05
1,123,2007,41,08B
1,123,2007,41,26
2,123,2007,42,03
4,123,2007,42,05
3,123,2007,42,07
2,123,2007,42,08A
6,123,2007,42,08B
4,123,2007,42,14
2,123,2007,42,18
3,123,2007,42,26
1,123,2007,43,02
2,123,2007,43,03
2,123,2007,43,04B
4,123,2007,43,05
6,123,2007,43,06
1,123,2007,43,08A
6,123,2007,43,08B
2,123,2007,43,11
11,123,2007,43,14
2,123,2007,43,18
1,123,2007,43,20
1,123,2007,43,24
2,123,2007,43,26
3,123,2007,44,03
1,123,2007,44,04A
2,123,2007,44,04B
2,123,2007,44,05
7,123,2007,44,06
2,123,2007,44,07
1,123,2007,44,08A
6,123,2007,44,08B
1,123,2007,44,10
5,123,2007,44,14
5,123,2007,44,18
1,123,2007,44,26
1,123,2007,45,02
1,123,2007,45,03
2,123,2007,45,06
1,123,2007,45,08A
1,123,2007,45,08B
2,123,2007,45,14
1,123,2007,45,26
2,123,2007,46,03
1,123,2007,46,04B
3,123,2007,46,05
5,123,2007,46,06
3,123,2007,46,08B
2,123,2007,46,14
1,123,2007,46,15
7,123,2007,46,18
1,123,2007,46,24
3,123,2007,46,26
1,123,2007,48,03
1,123,2007,48,06
2,123,2007,48,08B
1,123,2007,48,22
1,123,2007,49,03
1,123,2007,49,04A
2,123,2007,49,05
4,123,2007,49,06
1,123,2007,49,07
4,123,2007,49,08A
4,123,2007,49,08B
1,123,2007,49,10
4,123,2007,49,14
5,123,2007,49,18
1,123,2007,49,24
5,123,2007,49,26
5,123,2007,50,06
1,123,2007,50,07
3,123,2007,50,08A
1,123,2007,50,08B
1,123,2007,50,26
1,123,2007,51,08A
2,123,2007,51,08B
1,123,2007,51,10
1,123,2007,51,24
1,123,2007,52,06
3,123,2007,52,08A
2,123,2007,52,08B
1,123,2007,52,14
1,123,2007,53,02
1,123,2007,53,04A
1,123,2007,53,04B
4,123,2007,53,05
1,123,2007,53,06
2,123,2007,53,07
4,123,2007,53,08B
1,123,2007,53,11
3,123,2007,53,14
1,123,2007,53,18
6,123,2007,53,26
1,123,2007,54,04A
1,123,2007,54,04B
1,123,2007,54,08A
1,123,2007,54,08B
2,123,2007,55,18
3,123,2007,56,06
1,123,2007,56,07
1,123,2007,56,08A
2,123,2007,56,11
1,123,2007,56,14
1,123,2007,56,16
1,123,2007,56,17
2,123,2007,56,26
1,123,2007,57,06
1,123,2007,57,08B
2,123,2007,57,14
1,123,2007,58,04A
2,123,2007,58,06
2,123,2007,58,07
1,123,2007,58,08A
4,123,2007,58,08B
2,123,2007,58,14
1,123,2007,58,24
2,123,2007,59,06
1,123,2007,59,07
3,123,2007,59,08A
1,123,2007,59,08B
1,123,2007,59,14
1,123,2007,59,18
1,123,2007,59,24
1,123,2007,60,03
2,123,2007,60,06
1,123,2007,60,08A
1,123,2007,60,11
1,123,2007,60,17
2,123,2007,60,22
2,123,2007,61,03
1,123,2007,61,04A
4,123,2007,61,04B
2,123,2007,61,06
1,123,2007,61,07
3,123,2007,61,08B
1,123,2007,61,11
5,123,2007,61,14
6,123,2007,61,18
2,123,2007,61,24
1,123,2007,61,26
1,123,2007,62,06
1,123,2007,62,08A
3,123,2007,62,14
1,123,2007,63,03
5,123,2007,63,06
1,123,2007,63,14
2,123,2007,63,18
2,123,2007,63,24
1,123,2007,63,26
1,123,2007,64,05
1,123,2007,64,08A
1,123,2007,64,24
1,123,2007,65,03
3,123,2007,65,06
1,123,2007,65,08B
1,123,2007,65,14
2,123,2007,65,18
1,123,2007,65,26
1,123,2007,66,04A
1,123,2007,66,04B
1,123,2007,66,05
2,123,2007,66,06
2,123,2007,66,07
5,123,2007,66,08A
5,123,2007,66,08B
1,123,2007,66,11
8,123,2007,66,14
4,123,2007,66,18
4,123,2007,66,26
4,123,2007,67,04B
1,123,2007,67,05
6,123,2007,67,06
3,123,2007,67,07
2,123,2007,67,08A
9,123,2007,67,08B
2,123,2007,67,14
5,123,2007,67,16
1,123,2007,67,17
13,123,2007,67,18
2,123,2007,67,19
2,123,2007,67,20
1,123,2007,67,26
1,123,2007,68,03
1,123,2007,68,05
6,123,2007,68,06
9,123,2007,68,08B
6,123,2007,68,14
8,123,2007,68,18
1,123,2007,69,04A
1,123,2007,69,04B
1,123,2007,69,05
1,123,2007,69,06
1,123,2007,69,08A
8,123,2007,69,08B
1,123,2007,69,09
1,123,2007,69,11
6,123,2007,69,14
6,123,2007,69,18
1,123,2007,69,19
4,123,2007,69,26
1,123,2007,70,03
1,123,2007,70,06
2,123,2007,70,07
2,123,2007,70,08B
1,123,2007,70,10
2,123,2007,70,14
1,123,2007,70,26
1,123,2007,71,03
2,123,2007,71,04A
1,123,2007,71,04B
2,123,2007,71,05
3,123,2007,71,06
1,123,2007,71,07
2,123,2007,71,08A
9,123,2007,71,08B
1,123,2007,71,10
4,123,2007,71,14
1,123,2007,71,15
5,123,2007,71,18
1,123,2007,71,20
1,123,2007,71,22
3,123,2007,71,26
1,123,2007,72,05
1,123,2007,72,06
1,123,2007,72,08B
3,123,2007,72,14
1,123,2007,73,05
1,123,2007,73,06
1,123,2007,73,14
4,123,2007,73,18
1,123,2007,74,05
1,123,2007,74,14
1,123,2007,75,05
4,123,2007,75,06
1,123,2007,75,07
1,123,2007,75,08B
2,123,2007,75,26
2,123,2007,76,06
1,123,2007,76,07
1,123,2007,76,08A
2,123,2007,76,08B
3,123,2007,76,26
1,123,2007,77,04B
3,123,2007,77,06
1,123,2007,77,08A
2,123,2007,77,08B
2,123,2007,77,15
1,123,2007,77,18
3,123,2007,77,26
1,123,2007,,05
1,123,2007,,26
2,124,2007,1,03
1,124,2007,1,04B
5,124,2007,1,06
2,124,2007,1,08A
4,124,2007,1,08B
1,124,2007,1,10
1,124,2007,1,11
5,124,2007,1,14
1,124,2007,1,19
4,124,2007,1,26
2,124,2007,2,05
3,124,2007,2,06
1,124,2007,2,08A
3,124,2007,2,08B
5,124,2007,2,14
1,124,2007,2,18
2,124,2007,3,03
1,124,2007,3,05
6,124,2007,3,06
1,124,2007,3,08A
3,124,2007,3,08B
4,124,2007,3,18
1,124,2007,3,26
1,124,2007,4,06
2,124,2007,4,08B
1,124,2007,4,11
3,124,2007,4,14
2,124,2007,4,26
1,124,2007,5,02
1,124,2007,5,04A
2,124,2007,5,06
5,124,2007,6,05
8,124,2007,6,06
2,124,2007,6,08A
4,124,2007,6,08B
2,124,2007,6,11
4,124,2007,6,14
4,124,2007,6,26
2,124,2007,7,04B
12,124,2007,7,06
1,124,2007,7,07
1,124,2007,7,14
3,124,2007,7,26
2,124,2007,8,03
15,124,2007,8,06
5,124,2007,8,08B
3,124,2007,8,11
6,124,2007,8,14
1,124,2007,8,15
2,124,2007,8,16
1,124,2007,8,17
6,124,2007,8,18
2,124,2007,8,22
1,124,2007,8,24
9,124,2007,8,26
1,124,2007,10,05
1,124,2007,10,08B
1,124,2007,10,26
1,124,2007,11,08B
1,124,2007,11,11
1,124,2007,12,10
1,124,2007,13,05
1,124,2007,13,06
1,124,2007,13,08B
1,124,2007,13,10
1,124,2007,13,18
1,124,2007,14,06
4,124,2007,14,08B
1,124,2007,14,14
1,124,2007,15,03
4,124,2007,15,06
2,124,2007,15,08A
1,124,2007,15,08B
1,124,2007,15,10
1,124,2007,15,14
3,124,2007,15,26
1,124,2007,16,05
1,124,2007,16,06
2,124,2007,16,07
1,124,2007,16,08A
1,124,2007,16,08B
2,124,2007,16,14
1,124,2007,16,18
1,124,2007,16,26
1,124,2007,17,03
1,124,2007,17,06
1,124,2007,17,08A
2,124,2007,17,08B
1,124,2007,17,11
3,124,2007,17,14
1,124,2007,17,26
1,124,2007,18,05
1,124,2007,18,06
1,124,2007,18,26
1,124,2007,19,02
2,124,2007,19,04B
4,124,2007,19,05
1,124,2007,19,07
2,124,2007,19,08A
2,124,2007,19,08B
1,124,2007,19,13
4,124,2007,19,14
1,124,2007,19,18
1,124,2007,19,24
5,124,2007,19,26
1,124,2007,20,05
1,124,2007,20,08B
1,124,2007,20,18
1,124,2007,20,24
3,124,2007,20,26
1,124,2007,21,05
1,124,2007,21,06
1,124,2007,21,08A
2,124,2007,21,08B
4,124,2007,22,05
8,124,2007,22,06
1,124,2007,22,07
1,124,2007,22,08A
1,124,2007,22,08B
2,124,2007,22,10
2,124,2007,22,11
4,124,2007,22,14
2,124,2007,22,16
2,124,2007,22,18
1,124,2007,22,22
4,124,2007,22,26
2,124,2007,23,03
1,124,2007,23,04A
1,124,2007,23,04B
1,124,2007,23,05
1,124,2007,23,06
2,124,2007,23,07
3,124,2007,23,08A
6,124,2007,23,08B
2,124,2007,23,11
4,124,2007,23,14
1,124,2007,23,15
3,124,2007,23,16
10,124,2007,23,18
1,124,2007,23,19
1,124,2007,23,24
4,124,2007,23,26
2,124,2007,24,03
5,124,2007,24,05
7,124,2007,24,06
1,124,2007,24,07
2,124,2007,24,08A
9,124,2007,24,08B
1,124,2007,24,11
6,124,2007,24,14
1,124,2007,24,15
3,124,2007,24,18
4,124,2007,24,26
5,124,2007,25,03
1,124,2007,25,04A
2,124,2007,25,04B
3,124,2007,25,05
15,124,2007,25,06
4,124,2007,25,07
8,124,2007,25,08A
14,124,2007,25,08B
1,124,2007,25,11
11,124,2007,25,14
7,124,2007,25,16
17,124,2007,25,18
1,124,2007,25,19
2,124,2007,25,24
5,124,2007,25,26
2,124,2007,26,03
1,124,2007,26,04B
1,124,2007,26,06
1,124,2007,26,07
2,124,2007,26,08A
3,124,2007,26,08B
1,124,2007,26,14
4,124,2007,26,16
