count,year,community_area,primary_type
1751,2007,43,14
126,2007,43,15
92,2007,43,16
43,2007,43,17
1369,2007,43,18
48,2007,43,19
79,2007,43,20
27,2007,43,22
112,2007,43,24
1527,2007,43,26
25,2008,43,01A
73,2008,43,02
728,2008,43,03
225,2008,43,04A
464,2008,43,04B
1142,2008,43,05
2271,2008,43,06
605,2008,43,07
675,2008,43,08A
2504,2008,43,08B
10,2008,43,09
95,2008,43,10
305,2008,43,11
1,2008,43,12
3,2008,43,13
1708,2008,43,14
151,2008,43,15
98,2008,43,16
37,2008,43,17
1371,2008,43,18
53,2008,43,19
76,2008,43,20
17,2008,43,22
80,2008,43,24
1531,2008,43,26
15,2009,43,01A
79,2009,43,02
620,2009,43,03
228,2009,43,04A
442,2009,43,04B
1085,2009,43,05
1909,2009,43,06
478,2009,43,07
615,2009,43,08A
2186,2009,43,08B
7,2009,43,09
77,2009,43,10
323,2009,43,11
1,2009,43,12
2,2009,43,13
1421,2009,43,14
151,2009,43,15
134,2009,43,16
33,2009,43,17
1590,2009,43,18
31,2009,43,19
61,2009,43,20
10,2009,43,22
95,2009,43,24
1471,2009,43,26
16,2010,43,01A
64,2010,43,02
501,2010,43,03
222,2010,43,04A
439,2010,43,04B
1220,2010,43,05
1910,2010,43,06
535,2010,43,07
579,2010,43,08A
2081,2010,43,08B
11,2010,43,09
41,2010,43,10
325,2010,43,11
1,2010,43,12
1,2010,43,13
1359,2010,43,14
145,2010,43,15
56,2010,43,16
28,2010,43,17
1237,2010,43,18
29,2010,43,19
48,2010,43,20
5,2010,43,22
99,2010,43,24
1369,2010,43,26
16,2011,43,01A
64,2011,43,02
584,2011,43,03
205,2011,43,04A
361,2011,43,04B
1468,2011,43,05
1908,2011,43,06
627,2011,43,07
553,2011,43,08A
2181,2011,43,08B
13,2011,43,09
45,2011,43,10
267,2011,43,11
2,2011,43,12
1156,2011,43,14
135,2011,43,15
52,2011,43,16
32,2011,43,17
1161,2011,43,18
20,2011,43,19
43,2011,43,20
2,2011,43,22
71,2011,43,24
1119,2011,43,26
19,2012,43,01A
53,2012,43,02
605,2012,43,03
194,2012,43,04A
381,2012,43,04B
1238,2012,43,05
1906,2012,43,06
397,2012,43,07
603,2012,43,08A
2021,2012,43,08B
13,2012,43,09
54,2012,43,10
261,2012,43,11
1,2012,43,12
3,2012,43,13
1304,2012,43,14
144,2012,43,15
88,2012,43,16
29,2012,43,17
1122,2012,43,18
29,2012,43,19
38,2012,43,20
6,2012,43,22
97,2012,43,24
1001,2012,43,26
26,2013,43,01A
45,2013,43,02
452,2013,43,03
202,2013,43,04A
314,2013,43,04B
1045,2013,43,05
1836,2013,43,06
340,2013,43,07
516,2013,43,08A
1878,2013,43,08B
11,2013,43,09
43,2013,43,10
270,2013,43,11
1,2013,43,12
2,2013,43,13
1267,2013,43,14
136,2013,43,15
46,2013,43,16
30,2013,43,17
921,2013,43,18
15,2013,43,19
38,2013,43,20
4,2013,43,22
99,2013,43,24
1032,2013,43,26
15,2014,43,01A
55,2014,43,02
380,2014,43,03
181,2014,43,04A
297,2014,43,04B
689,2014,43,05
1504,2014,43,06
277,2014,43,07
474,2014,43,08A
1727,2014,43,08B
12,2014,43,09
32,2014,43,10
368,2014,43,11
3,2014,43,13
993,2014,43,14
126,2014,43,15
26,2014,43,16
30,2014,43,17
811,2014,43,18
13,2014,43,19
40,2014,43,20
6,2014,43,22
113,2014,43,24
1088,2014,43,26
18,2015,43,01A
50,2015,43,02
342,2015,43,03
194,2015,43,04A
318,2015,43,04B
745,2015,43,05
1475,2015,43,06
267,2015,43,07
464,2015,43,08A
1741,2015,43,08B
9,2015,43,09
42,2015,43,10
380,2015,43,11
1,2015,43,12
2,2015,43,13
1026,2015,43,14
108,2015,43,15
25,2015,43,16
33,2015,43,17
646,2015,43,18
4,2015,43,19
50,2015,43,20
1,2015,43,22
130,2015,43,24
978,2015,43,26
22,2016,43,01A
47,2016,43,02
460,2016,43,03
208,2016,43,04A
332,2016,43,04B
584,2016,43,05
1261,2016,43,06
309,2016,43,07
540,2016,43,08A
1657,2016,43,08B
7,2016,43,09
52,2016,43,10
311,2016,43,11
1,2016,43,12
1,2016,43,13
970,2016,43,14
111,2016,43,15
5,2016,43,16
29,2016,43,17
248,2016,43,18
6,2016,43,19
63,2016,43,20
1,2016,43,22
68,2016,43,24
822,2016,43,26
14,2007,44,01A
31,2007,44,02
506,2007,44,03
164,2007,44,04A
292,2007,44,04B
607,2007,44,05
1749,2007,44,06
478,2007,44,07
430,2007,44,08A
1477,2007,44,08B
7,2007,44,09
89,2007,44,10
261,2007,44,11
1,2007,44,12
4,2007,44,13
1011,2007,44,14
77,2007,44,15
17,2007,44,16
34,2007,44,17
1311,2007,44,18
23,2007,44,19
38,2007,44,20
11,2007,44,22
38,2007,44,24
967,2007,44,26
10,2008,44,01A
32,2008,44,02
605,2008,44,03
146,2008,44,04A
280,2008,44,04B
651,2008,44,05
1738,2008,44,06
553,2008,44,07
444,2008,44,08A
1451,2008,44,08B
10,2008,44,09
75,2008,44,10
242,2008,44,11
3,2008,44,12
3,2008,44,13
1027,2008,44,14
80,2008,44,15
9,2008,44,16
35,2008,44,17
924,2008,44,18
16,2008,44,19
41,2008,44,20
9,2008,44,22
32,2008,44,24
828,2008,44,26
13,2009,44,01A
44,2009,44,02
564,2009,44,03
170,2009,44,04A
247,2009,44,04B
662,2009,44,05
1605,2009,44,06
382,2009,44,07
389,2009,44,08A
1218,2009,44,08B
17,2009,44,09
45,2009,44,10
259,2009,44,11
2,2009,44,12
3,2009,44,13
913,2009,44,14
82,2009,44,15
38,2009,44,16
17,2009,44,17
858,2009,44,18
16,2009,44,19
26,2009,44,20
3,2009,44,22
32,2009,44,24
743,2009,44,26
13,2010,44,01A
28,2010,44,02
443,2010,44,03
135,2010,44,04A
206,2010,44,04B
560,2010,44,05
1422,2010,44,06
505,2010,44,07
388,2010,44,08A
1203,2010,44,08B
8,2010,44,09
47,2010,44,10
225,2010,44,11
3,2010,44,12
687,2010,44,14
73,2010,44,15
33,2010,44,16
20,2010,44,17
766,2010,44,18
15,2010,44,19
30,2010,44,20
5,2010,44,22
53,2010,44,24
644,2010,44,26
17,2011,44,01A
43,2011,44,02
420,2011,44,03
121,2011,44,04A
183,2011,44,04B
599,2011,44,05
1544,2011,44,06
498,2011,44,07
331,2011,44,08A
1071,2011,44,08B
7,2011,44,09
58,2011,44,10
232,2011,44,11
2,2011,44,12
2,2011,44,13
639,2011,44,14
87,2011,44,15
35,2011,44,16
18,2011,44,17
692,2011,44,18
8,2011,44,19
28,2011,44,20
8,2011,44,22
45,2011,44,24
611,2011,44,26
15,2012,44,01A
43,2012,44,02
473,2012,44,03
112,2012,44,04A
167,2012,44,04B
420,2012,44,05
1616,2012,44,06
332,2012,44,07
347,2012,44,08A
1130,2012,44,08B
8,2012,44,09
36,2012,44,10
346,2012,44,11
717,2012,44,14
117,2012,44,15
14,2012,44,16
13,2012,44,17
668,2012,44,18
7,2012,44,19
21,2012,44,20
2,2012,44,22
78,2012,44,24
551,2012,44,26
13,2013,44,01A
32,2013,44,02
410,2013,44,03
128,2013,44,04A
167,2013,44,04B
461,2013,44,05
1636,2013,44,06
284,2013,44,07
342,2013,44,08A
1163,2013,44,08B
7,2013,44,09
50,2013,44,10
386,2013,44,11
1,2013,44,12
1,2013,44,13
643,2013,44,14
91,2013,44,15
29,2013,44,16
15,2013,44,17
654,2013,44,18
3,2013,44,19
25,2013,44,20
4,2013,44,22
65,2013,44,24
541,2013,44,26
14,2014,44,01A
32,2014,44,02
288,2014,44,03
105,2014,44,04A
150,2014,44,04B
383,2014,44,05
1513,2014,44,06
216,2014,44,07
303,2014,44,08A
1027,2014,44,08B
4,2014,44,09
33,2014,44,10
352,2014,44,11
1,2014,44,12
613,2014,44,14
102,2014,44,15
6,2014,44,16
9,2014,44,17
481,2014,44,18
8,2014,44,19
28,2014,44,20
5,2014,44,22
70,2014,44,24
515,2014,44,26
22,2015,44,01A
1,2015,44,01B
18,2015,44,02
276,2015,44,03
100,2015,44,04A
169,2015,44,04B
357,2015,44,05
1335,2015,44,06
171,2015,44,07
348,2015,44,08A
1111,2015,44,08B
6,2015,44,09
36,2015,44,10
328,2015,44,11
568,2015,44,14
105,2015,44,15
22,2015,44,16
17,2015,44,17
390,2015,44,18
2,2015,44,19
26,2015,44,20
1,2015,44,22
65,2015,44,24
552,2015,44,26
18,2016,44,01A
27,2016,44,02
319,2016,44,03
140,2016,44,04A
212,2016,44,04B
382,2016,44,05
1352,2016,44,06
237,2016,44,07
337,2016,44,08A
1126,2016,44,08B
11,2016,44,09
34,2016,44,10
312,2016,44,11
1,2016,44,12
2,2016,44,13
711,2016,44,14
68,2016,44,15
12,2016,44,17
231,2016,44,18
2,2016,44,19
50,2016,44,20
48,2016,44,24
576,2016,44,26
2,2007,45,01A
17,2007,45,02
123,2007,45,03
42,2007,45,04A
54,2007,45,04B
151,2007,45,05
425,2007,45,06
167,2007,45,07
132,2007,45,08A
388,2007,45,08B
2,2007,45,09
16,2007,45,10
64,2007,45,11
266,2007,45,14
25,2007,45,15
7,2007,45,17
171,2007,45,18
1,2007,45,19
15,2007,45,20
3,2007,45,22
21,2007,45,24
164,2007,45,26
3,2008,45,01A
11,2008,45,02
162,2008,45,03
39,2008,45,04A
69,2008,45,04B
204,2008,45,05
452,2008,45,06
123,2008,45,07
132,2008,45,08A
391,2008,45,08B
6,2008,45,09
25,2008,45,10
64,2008,45,11
282,2008,45,14
25,2008,45,15
9,2008,45,17
119,2008,45,18
3,2008,45,19
9,2008,45,20
2,2008,45,22
10,2008,45,24
192,2008,45,26
1,2009,45,01A
11,2009,45,02
148,2009,45,03
35,2009,45,04A
52,2009,45,04B
208,2009,45,05
356,2009,45,06
115,2009,45,07
100,2009,45,08A
317,2009,45,08B
3,2009,45,09
15,2009,45,10
63,2009,45,11
1,2009,45,13
204,2009,45,14
27,2009,45,15
1,2009,45,16
11,2009,45,17
130,2009,45,18
1,2009,45,19
8,2009,45,20
2,2009,45,22
15,2009,45,24
193,2009,45,26
7,2010,45,01A
7,2010,45,02
97,2010,45,03
28,2010,45,04A
63,2010,45,04B
200,2010,45,05
371,2010,45,06
96,2010,45,07
99,2010,45,08A
296,2010,45,08B
4,2010,45,09
7,2010,45,10
64,2010,45,11
211,2010,45,14
25,2010,45,15
1,2010,45,16
6,2010,45,17
91,2010,45,18
1,2010,45,19
6,2010,45,20
17,2010,45,24
134,2010,45,26
3,2011,45,01A
9,2011,45,02
136,2011,45,03
33,2011,45,04A
42,2011,45,04B
159,2011,45,05
478,2011,45,06
118,2011,45,07
121,2011,45,08A
305,2011,45,08B
8,2011,45,10
60,2011,45,11
2,2011,45,12
189,2011,45,14
20,2011,45,15
5,2011,45,17
74,2011,45,18
1,2011,45,19
7,2011,45,20
20,2011,45,24
167,2011,45,26
9,2012,45,02
115,2012,45,03
36,2012,45,04A
41,2012,45,04B
131,2012,45,05
453,2012,45,06
89,2012,45,07
94,2012,45,08A
299,2012,45,08B
1,2012,45,09
13,2012,45,10
64,2012,45,11
1,2012,45,13
192,2012,45,14
24,2012,45,15
5,2012,45,17
80,2012,45,18
3,2012,45,19
4,2012,45,20
2,2012,45,22
19,2012,45,24
130,2012,45,26
5,2013,45,01A
8,2013,45,02
81,2013,45,03
26,2013,45,04A
32,2013,45,04B
126,2013,45,05
376,2013,45,06
76,2013,45,07
102,2013,45,08A
262,2013,45,08B
8,2013,45,10
61,2013,45,11
1,2013,45,13
176,2013,45,14
31,2013,45,15
2,2013,45,16
3,2013,45,17
88,2013,45,18
4,2013,45,19
7,2013,45,20
1,2013,45,22
23,2013,45,24
141,2013,45,26
1,2014,45,01A
14,2014,45,02
90,2014,45,03
35,2014,45,04A
45,2014,45,04B
75,2014,45,05
328,2014,45,06
61,2014,45,07
78,2014,45,08A
241,2014,45,08B
5,2014,45,09
8,2014,45,10
65,2014,45,11
146,2014,45,14
20,2014,45,15
4,2014,45,17
114,2014,45,18
5,2014,45,20
24,2014,45,24
140,2014,45,26
2,2015,45,01A
10,2015,45,02
65,2015,45,03
29,2015,45,04A
35,2015,45,04B
88,2015,45,05
231,2015,45,06
59,2015,45,07
95,2015,45,08A
239,2015,45,08B
4,2015,45,09
10,2015,45,10
58,2015,45,11
159,2015,45,14
30,2015,45,15
2,2015,45,17
87,2015,45,18
1,2015,45,19
7,2015,45,20
1,2015,45,22
18,2015,45,24
153,2015,45,26
6,2016,45,01A
10,2016,45,02
65,2016,45,03
35,2016,45,04A
39,2016,45,04B
88,2016,45,05
197,2016,45,06
53,2016,45,07
87,2016,45,08A
238,2016,45,08B
4,2016,45,09
5,2016,45,10
73,2016,45,11
157,2016,45,14
33,2016,45,15
3,2016,45,17
53,2016,45,18
10,2016,45,20
1,2016,45,22
20,2016,45,24
126,2016,45,26
10,2007,46,01A
47,2007,46,02
385,2007,46,03
183,2007,46,04A
335,2007,46,04B
569,2007,46,05
1338,2007,46,06
395,2007,46,07
448,2007,46,08A
1590,2007,46,08B
12,2007,46,09
68,2007,46,10
155,2007,46,11
5,2007,46,13
1225,2007,46,14
68,2007,46,15
60,2007,46,16
30,2007,46,17
929,2007,46,18
16,2007,46,19
63,2007,46,20
30,2007,46,22
45,2007,46,24
830,2007,46,26
17,2008,46,01A
43,2008,46,02
357,2008,46,03
189,2008,46,04A
278,2008,46,04B
625,2008,46,05
1189,2008,46,06
292,2008,46,07
441,2008,46,08A
1403,2008,46,08B
16,2008,46,09
48,2008,46,10
131,2008,46,11
3,2008,46,13
1028,2008,46,14
120,2008,46,15
28,2008,46,16
32,2008,46,17
880,2008,46,18
10,2008,46,19
47,2008,46,20
19,2008,46,22
52,2008,46,24
768,2008,46,26
19,2009,46,01A
31,2009,46,02
325,2009,46,03
176,2009,46,04A
266,2009,46,04B
687,2009,46,05
884,2009,46,06
231,2009,46,07
429,2009,46,08A
1250,2009,46,08B
12,2009,46,09
33,2009,46,10
139,2009,46,11
901,2009,46,14
123,2009,46,15
77,2009,46,16
25,2009,46,17
1115,2009,46,18
13,2009,46,19
33,2009,46,20
8,2009,46,22
65,2009,46,24
753,2009,46,26
15,2010,46,01A
39,2010,46,02
273,2010,46,03
165,2010,46,04A
268,2010,46,04B
670,2010,46,05
914,2010,46,06
251,2010,46,07
390,2010,46,08A
1188,2010,46,08B
15,2010,46,09
24,2010,46,10
116,2010,46,11
1,2010,46,12
810,2010,46,14
91,2010,46,15
53,2010,46,16
27,2010,46,17
710,2010,46,18
9,2010,46,19
30,2010,46,20
7,2010,46,22
75,2010,46,24
638,2010,46,26
4,2011,46,01A
33,2011,46,02
287,2011,46,03
146,2011,46,04A
236,2011,46,04B
658,2011,46,05
1051,2011,46,06
302,2011,46,07
413,2011,46,08A
1258,2011,46,08B
11,2011,46,09
25,2011,46,10
119,2011,46,11
1,2011,46,12
1,2011,46,13
711,2011,46,14
136,2011,46,15
12,2011,46,16
22,2011,46,17
652,2011,46,18
9,2011,46,19
28,2011,46,20
16,2011,46,22
63,2011,46,24
571,2011,46,26
14,2012,46,01A
21,2012,46,02
277,2012,46,03
166,2012,46,04A
235,2012,46,04B
592,2012,46,05
952,2012,46,06
225,2012,46,07
411,2012,46,08A
1189,2012,46,08B
10,2012,46,09
42,2012,46,10
122,2012,46,11
1,2012,46,12
1,2012,46,13
839,2012,46,14
130,2012,46,15
18,2012,46,16
24,2012,46,17
608,2012,46,18
5,2012,46,19
27,2012,46,20
3,2012,46,22
93,2012,46,24
530,2012,46,26
14,2013,46,01A
38,2013,46,02
244,2013,46,03
111,2013,46,04A
157,2013,46,04B
550,2013,46,05
857,2013,46,06
199,2013,46,07
336,2013,46,08A
1099,2013,46,08B
11,2013,46,09
23,2013,46,10
155,2013,46,11
3,2013,46,13
682,2013,46,14
84,2013,46,15
19,2013,46,16
26,2013,46,17
543,2013,46,18
6,2013,46,19
35,2013,46,20
3,2013,46,22
103,2013,46,24
528,2013,46,26
14,2014,46,01A
31,2014,46,02
176,2014,46,03
131,2014,46,04A
171,2014,46,04B
317,2014,46,05
740,2014,46,06
136,2014,46,07
295,2014,46,08A
946,2014,46,08B
8,2014,46,09
13,2014,46,10
169,2014,46,11
550,2014,46,14
112,2014,46,15
17,2014,46,16
18,2014,46,17
645,2014,46,18
11,2014,46,19
33,2014,46,20
8,2014,46,22
114,2014,46,24
578,2014,46,26
12,2015,46,01A
22,2015,46,02
171,2015,46,03
127,2015,46,04A
182,2015,46,04B
316,2015,46,05
720,2015,46,06
140,2015,46,07
281,2015,46,08A
994,2015,46,08B
12,2015,46,09
20,2015,46,10
157,2015,46,11
1,2015,46,12
564,2015,46,14
99,2015,46,15
4,2015,46,16
15,2015,46,17
439,2015,46,18
7,2015,46,19
40,2015,46,20
3,2015,46,22
114,2015,46,24
630,2015,46,26
18,2016,46,01A
30,2016,46,02
215,2016,46,03
148,2016,46,04A
196,2016,46,04B
310,2016,46,05
656,2016,46,06
162,2016,46,07
356,2016,46,08A
945,2016,46,08B
7,2016,46,09
22,2016,46,10
165,2016,46,11
1,2016,46,12
2,2016,46,13
576,2016,46,14
80,2016,46,15
1,2016,46,16
14,2016,46,17
203,2016,46,18
1,2016,46,19
57,2016,46,20
1,2016,46,22
53,2016,46,24
533,2016,46,26
2,2007,47,01A
2,2007,47,02
25,2007,47,03
17,2007,47,04A
29,2007,47,04B
76,2007,47,05
63,2007,47,06
42,2007,47,07
34,2007,47,08A
133,2007,47,08B
3,2007,47,09
2,2007,47,10
7,2007,47,11
122,2007,47,14
8,2007,47,15
3,2007,47,17
84,2007,47,18
3,2007,47,19
6,2007,47,20
2,2007,47,22
5,2007,47,24
66,2007,47,26
2,2008,47,01A
6,2008,47,02
24,2008,47,03
12,2008,47,04A
14,2008,47,04B
121,2008,47,05
101,2008,47,06
21,2008,47,07
34,2008,47,08A
119,2008,47,08B
3,2008,47,09
3,2008,47,10
11,2008,47,11
103,2008,47,14
11,2008,47,15
4,2008,47,17
76,2008,47,18
2,2008,47,19
5,2008,47,20
1,2008,47,22
5,2008,47,24
66,2008,47,26
5,2009,47,01A
2,2009,47,02
21,2009,47,03
15,2009,47,04A
14,2009,47,04B
47,2009,47,05
76,2009,47,06
16,2009,47,07
32,2009,47,08A
88,2009,47,08B
4,2009,47,09
2,2009,47,10
9,2009,47,11
84,2009,47,14
5,2009,47,15
2,2009,47,17
91,2009,47,18
3,2009,47,19
4,2009,47,20
1,2009,47,22
6,2009,47,24
82,2009,47,26
1,2010,47,01A
6,2010,47,02
24,2010,47,03
13,2010,47,04A
13,2010,47,04B
43,2010,47,05
49,2010,47,06
24,2010,47,07
22,2010,47,08A
83,2010,47,08B
1,2010,47,10
9,2010,47,11
58,2010,47,14
4,2010,47,15
56,2010,47,18
1,2010,47,20
1,2010,47,22
5,2010,47,24
46,2010,47,26
1,2011,47,01A
1,2011,47,02
16,2011,47,03
8,2011,47,04A
14,2011,47,04B
53,2011,47,05
63,2011,47,06
33,2011,47,07
27,2011,47,08A
77,2011,47,08B
2,2011,47,09
1,2011,47,10
5,2011,47,11
1,2011,47,12
55,2011,47,14
4,2011,47,15
1,2011,47,16
1,2011,47,17
44,2011,47,18
3,2011,47,19
2,2011,47,20
1,2011,47,22
5,2011,47,24
38,2011,47,26
1,2012,47,01A
2,2012,47,02
14,2012,47,03
7,2012,47,04A
10,2012,47,04B
84,2012,47,05
93,2012,47,06
26,2012,47,07
33,2012,47,08A
75,2012,47,08B
5,2012,47,09
1,2012,47,10
15,2012,47,11
71,2012,47,14
10,2012,47,15
1,2012,47,17
41,2012,47,18
4,2012,47,19
2,2012,47,20
5,2012,47,24
36,2012,47,26
1,2013,47,01A
2,2013,47,02
18,2013,47,03
7,2013,47,04A
5,2013,47,04B
59,2013,47,05
102,2013,47,06
22,2013,47,07
17,2013,47,08A
74,2013,47,08B
1,2013,47,10
12,2013,47,11
53,2013,47,14
6,2013,47,15
2,2013,47,17
39,2013,47,18
3,2013,47,19
1,2013,47,20
4,2013,47,24
43,2013,47,26
3,2014,47,01A
1,2014,47,02
17,2014,47,03
8,2014,47,04A
9,2014,47,04B
24,2014,47,05
80,2014,47,06
13,2014,47,07
23,2014,47,08A
65,2014,47,08B
1,2014,47,09
1,2014,47,10
13,2014,47,11
42,2014,47,14
5,2014,47,15
58,2014,47,18
6,2014,47,19
9,2014,47,24
24,2014,47,26
3,2015,47,01A
2,2015,47,02
17,2015,47,03
9,2015,47,04A
15,2015,47,04B
19,2015,47,05
57,2015,47,06
24,2015,47,07
27,2015,47,08A
54,2015,47,08B
1,2015,47,09
3,2015,47,10
18,2015,47,11
54,2015,47,14
11,2015,47,15
1,2015,47,17
19,2015,47,18
3,2015,47,19
4,2015,47,20
1,2015,47,24
44,2015,47,26
4,2016,47,02
13,2016,47,03
14,2016,47,04A
10,2016,47,04B
23,2016,47,05
52,2016,47,06
19,2016,47,07
24,2016,47,08A
76,2016,47,08B
1,2016,47,09
19,2016,47,11
72,2016,47,14
6,2016,47,15
15,2016,47,18
3,2016,47,20
4,2016,47,24
40,2016,47,26
3,2007,48,01A
15,2007,48,02
131,2007,48,03
28,2007,48,04A
46,2007,48,04B
153,2007,48,05
431,2007,48,06
176,2007,48,07
126,2007,48,08A
337,2007,48,08B
4,2007,48,09
12,2007,48,10
78,2007,48,11
1,2007,48,12
283,2007,48,14
19,2007,48,15
7,2007,48,17
224,2007,48,18
5,2007,48,19
12,2007,48,20
8,2007,48,22
6,2007,48,24
242,2007,48,26
3,2008,48,01A
8,2008,48,02
147,2008,48,03
44,2008,48,04A
66,2008,48,04B
194,2008,48,05
430,2008,48,06
142,2008,48,07
87,2008,48,08A
316,2008,48,08B
1,2008,48,09
15,2008,48,10
78,2008,48,11
1,2008,48,12
307,2008,48,14
27,2008,48,15
7,2008,48,17
169,2008,48,18
2,2008,48,19
9,2008,48,20
5,2008,48,22
9,2008,48,24
227,2008,48,26
2,2009,48,01A
10,2009,48,02
104,2009,48,03
27,2009,48,04A
45,2009,48,04B
183,2009,48,05
398,2009,48,06
125,2009,48,07
104,2009,48,08A
272,2009,48,08B
3,2009,48,09
9,2009,48,10
75,2009,48,11
302,2009,48,14
23,2009,48,15
6,2009,48,17
169,2009,48,18
2,2009,48,19
7,2009,48,20
3,2009,48,22
9,2009,48,24
232,2009,48,26
1,2010,48,01A
7,2010,48,02
109,2010,48,03
30,2010,48,04A
57,2010,48,04B
242,2010,48,05
422,2010,48,06
138,2010,48,07
93,2010,48,08A
276,2010,48,08B
2,2010,48,09
9,2010,48,10
66,2010,48,11
290,2010,48,14
23,2010,48,15
1,2010,48,16
2,2010,48,17
133,2010,48,18
4,2010,48,19
10,2010,48,20
11,2010,48,24
172,2010,48,26
2,2011,48,01A
6,2011,48,02
107,2011,48,03
37,2011,48,04A
47,2011,48,04B
261,2011,48,05
543,2011,48,06
164,2011,48,07
73,2011,48,08A
256,2011,48,08B
13,2011,48,10
87,2011,48,11
287,2011,48,14
30,2011,48,15
3,2011,48,17
108,2011,48,18
1,2011,48,19
6,2011,48,20
1,2011,48,22
12,2011,48,24
174,2011,48,26
6,2012,48,01A
8,2012,48,02
122,2012,48,03
24,2012,48,04A
39,2012,48,04B
152,2012,48,05
559,2012,48,06
109,2012,48,07
70,2012,48,08A
240,2012,48,08B
2,2012,48,09
15,2012,48,10
68,2012,48,11
248,2012,48,14
35,2012,48,15
3,2012,48,17
67,2012,48,18
1,2012,48,19
3,2012,48,20
1,2012,48,22
10,2012,48,24
139,2012,48,26
12,2013,48,02
77,2013,48,03
33,2013,48,04A
44,2013,48,04B
110,2013,48,05
400,2013,48,06
91,2013,48,07
69,2013,48,08A
243,2013,48,08B
1,2013,48,09
9,2013,48,10
68,2013,48,11
2,2013,48,12
183,2013,48,14
26,2013,48,15
5,2013,48,17
60,2013,48,18
5,2013,48,20
1,2013,48,22
10,2013,48,24
165,2013,48,26
1,2014,48,01A
7,2014,48,02
63,2014,48,03
26,2014,48,04A
40,2014,48,04B
76,2014,48,05
401,2014,48,06
96,2014,48,07
75,2014,48,08A
222,2014,48,08B
1,2014,48,09
7,2014,48,10
81,2014,48,11
182,2014,48,14
22,2014,48,15
2,2014,48,17
89,2014,48,18
1,2014,48,19
13,2014,48,20
7,2014,48,22
19,2014,48,24
153,2014,48,26
2,2015,48,01A
10,2015,48,02
65,2015,48,03
27,2015,48,04A
31,2015,48,04B
97,2015,48,05
284,2015,48,06
68,2015,48,07
95,2015,48,08A
228,2015,48,08B
2,2015,48,09
7,2015,48,10
86,2015,48,11
195,2015,48,14
20,2015,48,15
9,2015,48,17
70,2015,48,18
8,2015,48,20
1,2015,48,22
16,2015,48,24
157,2015,48,26
1,2016,48,01A
6,2016,48,02
63,2016,48,03
38,2016,48,04A
40,2016,48,04B
93,2016,48,05
271,2016,48,06
89,2016,48,07
77,2016,48,08A
213,2016,48,08B
2,2016,48,09
13,2016,48,10
105,2016,48,11
171,2016,48,14
11,2016,48,15
1,2016,48,17
30,2016,48,18
1,2016,48,19
15,2016,48,20
1,2016,48,22
10,2016,48,24
149,2016,48,26
17,2007,49,01A
70,2007,49,02
492,2007,49,03
260,2007,49,04A
400,2007,49,04B
854,2007,49,05
1613,2007,49,06
538,2007,49,07
667,2007,49,08A
2070,2007,49,08B
21,2007,49,09
67,2007,49,10
233,2007,49,11
2,2007,49,12
3,2007,49,13
1507,2007,49,14
161,2007,49,15
95,2007,49,16
36,2007,49,17
2028,2007,49,18
48,2007,49,19
45,2007,49,20
13,2007,49,22
59,2007,49,24
1312,2007,49,26
18,2008,49,01A
58,2008,49,02
557,2008,49,03
273,2008,49,04A
378,2008,49,04B
898,2008,49,05
1825,2008,49,06
611,2008,49,07
720,2008,49,08A
2026,2008,49,08B
28,2008,49,09
39,2008,49,10
250,2008,49,11
2,2008,49,13
1545,2008,49,14
160,2008,49,15
36,2008,49,16
49,2008,49,17
1535,2008,49,18
35,2008,49,19
55,2008,49,20
8,2008,49,22
64,2008,49,24
1112,2008,49,26
13,2009,49,01A
51,2009,49,02
502,2009,49,03
232,2009,49,04A
371,2009,49,04B
963,2009,49,05
1670,2009,49,06
415,2009,49,07
576,2009,49,08A
1892,2009,49,08B
16,2009,49,09
29,2009,49,10
207,2009,49,11
1,2009,49,13
1435,2009,49,14
199,2009,49,15
87,2009,49,16
36,2009,49,17
1292,2009,49,18
27,2009,49,19
35,2009,49,20
6,2009,49,22
92,2009,49,24
1175,2009,49,26
18,2010,49,01A
45,2010,49,02
457,2010,49,03
203,2010,49,04A
349,2010,49,04B
825,2010,49,05
1550,2010,49,06
521,2010,49,07
503,2010,49,08A
1877,2010,49,08B
20,2010,49,09
42,2010,49,10
217,2010,49,11
5,2010,49,13
1103,2010,49,14
162,2010,49,15
77,2010,49,16
34,2010,49,17
1241,2010,49,18
21,2010,49,19
28,2010,49,20
5,2010,49,22
111,2010,49,24
959,2010,49,26
15,2011,49,01A
53,2011,49,02
425,2011,49,03
180,2011,49,04A
346,2011,49,04B
854,2011,49,05
1551,2011,49,06
649,2011,49,07
461,2011,49,08A
1611,2011,49,08B
9,2011,49,09
33,2011,49,10
218,2011,49,11
2,2011,49,13
984,2011,49,14
172,2011,49,15
78,2011,49,16
20,2011,49,17
1228,2011,49,18
12,2011,49,19
34,2011,49,20
6,2011,49,22
97,2011,49,24
878,2011,49,26
16,2012,49,01A
41,2012,49,02
470,2012,49,03
172,2012,49,04A
260,2012,49,04B
627,2012,49,05
1434,2012,49,06
369,2012,49,07
466,2012,49,08A
1532,2012,49,08B
22,2012,49,09
44,2012,49,10
292,2012,49,11
1,2012,49,12
4,2012,49,13
1029,2012,49,14
183,2012,49,15
135,2012,49,16
22,2012,49,17
1070,2012,49,18
14,2012,49,19
20,2012,49,20
2,2012,49,22
