count,month,year,community_area,primary_type
3,1,2009,42,20
8,1,2009,42,24
94,1,2009,42,26
1,1,2009,43,01A
7,1,2009,43,02
65,1,2009,43,03
17,1,2009,43,04A
30,1,2009,43,04B
75,1,2009,43,05
155,1,2009,43,06
34,1,2009,43,07
44,1,2009,43,08A
165,1,2009,43,08B
1,1,2009,43,09
5,1,2009,43,10
21,1,2009,43,11
110,1,2009,43,14
11,1,2009,43,15
23,1,2009,43,16
7,1,2009,43,17
154,1,2009,43,18
7,1,2009,43,20
1,1,2009,43,22
5,1,2009,43,24
142,1,2009,43,26
1,1,2009,44,01A
4,1,2009,44,02
41,1,2009,44,03
11,1,2009,44,04A
20,1,2009,44,04B
41,1,2009,44,05
97,1,2009,44,06
27,1,2009,44,07
29,1,2009,44,08A
94,1,2009,44,08B
2,1,2009,44,09
6,1,2009,44,10
23,1,2009,44,11
1,1,2009,44,13
52,1,2009,44,14
8,1,2009,44,15
3,1,2009,44,16
1,1,2009,44,17
98,1,2009,44,18
2,1,2009,44,19
2,1,2009,44,20
2,1,2009,44,24
75,1,2009,44,26
1,1,2009,45,02
6,1,2009,45,03
3,1,2009,45,04A
8,1,2009,45,04B
18,1,2009,45,05
24,1,2009,45,06
9,1,2009,45,07
9,1,2009,45,08A
19,1,2009,45,08B
19,1,2009,45,14
2,1,2009,45,15
1,1,2009,45,17
13,1,2009,45,18
1,1,2009,45,20
1,1,2009,45,24
14,1,2009,45,26
1,1,2009,46,01A
1,1,2009,46,02
23,1,2009,46,03
14,1,2009,46,04A
18,1,2009,46,04B
46,1,2009,46,05
59,1,2009,46,06
22,1,2009,46,07
30,1,2009,46,08A
112,1,2009,46,08B
4,1,2009,46,10
8,1,2009,46,11
63,1,2009,46,14
4,1,2009,46,15
8,1,2009,46,16
2,1,2009,46,17
55,1,2009,46,18
4,1,2009,46,20
2,1,2009,46,24
79,1,2009,46,26
1,1,2009,47,01A
1,1,2009,47,03
2,1,2009,47,04A
1,1,2009,47,04B
3,1,2009,47,05
5,1,2009,47,06
3,1,2009,47,07
1,1,2009,47,08A
7,1,2009,47,08B
1,1,2009,47,09
6,1,2009,47,14
1,1,2009,47,15
23,1,2009,47,18
1,1,2009,47,20
8,1,2009,47,26
9,1,2009,48,03
3,1,2009,48,04A
6,1,2009,48,04B
8,1,2009,48,05
23,1,2009,48,06
8,1,2009,48,07
7,1,2009,48,08A
24,1,2009,48,08B
1,1,2009,48,10
8,1,2009,48,11
13,1,2009,48,14
1,1,2009,48,17
22,1,2009,48,18
1,1,2009,48,20
24,1,2009,48,26
7,1,2009,49,02
40,1,2009,49,03
21,1,2009,49,04A
14,1,2009,49,04B
63,1,2009,49,05
116,1,2009,49,06
35,1,2009,49,07
38,1,2009,49,08A
140,1,2009,49,08B
1,1,2009,49,09
2,1,2009,49,10
14,1,2009,49,11
85,1,2009,49,14
8,1,2009,49,15
6,1,2009,49,16
3,1,2009,49,17
120,1,2009,49,18
5,1,2009,49,20
8,1,2009,49,24
105,1,2009,49,26
3,1,2009,50,03
3,1,2009,50,04A
5,1,2009,50,04B
4,1,2009,50,05
14,1,2009,50,06
2,1,2009,50,07
11,1,2009,50,08A
19,1,2009,50,08B
1,1,2009,50,11
11,1,2009,50,14
1,1,2009,50,15
3,1,2009,50,18
1,1,2009,50,20
1,1,2009,50,24
14,1,2009,50,26
4,1,2009,51,03
4,1,2009,51,04A
10,1,2009,51,05
34,1,2009,51,06
7,1,2009,51,07
7,1,2009,51,08A
26,1,2009,51,08B
5,1,2009,51,11
20,1,2009,51,14
15,1,2009,51,18
3,1,2009,51,20
2,1,2009,51,24
22,1,2009,51,26
1,1,2009,52,03
2,1,2009,52,04A
6,1,2009,52,04B
30,1,2009,52,05
27,1,2009,52,06
7,1,2009,52,07
3,1,2009,52,08A
29,1,2009,52,08B
2,1,2009,52,10
4,1,2009,52,11
27,1,2009,52,14
1,1,2009,52,15
4,1,2009,52,17
12,1,2009,52,18
8,1,2009,52,26
2,1,2009,53,01A
7,1,2009,53,02
21,1,2009,53,03
9,1,2009,53,04A
17,1,2009,53,04B
49,1,2009,53,05
71,1,2009,53,06
39,1,2009,53,07
30,1,2009,53,08A
88,1,2009,53,08B
2,1,2009,53,10
12,1,2009,53,11
59,1,2009,53,14
8,1,2009,53,15
3,1,2009,53,16
2,1,2009,53,17
70,1,2009,53,18
3,1,2009,53,20
1,1,2009,53,22
3,1,2009,53,24
60,1,2009,53,26
5,1,2009,54,03
2,1,2009,54,04A
7,1,2009,54,04B
4,1,2009,54,05
12,1,2009,54,06
6,1,2009,54,07
4,1,2009,54,08A
16,1,2009,54,08B
1,1,2009,54,09
4,1,2009,54,11
10,1,2009,54,14
1,1,2009,54,15
11,1,2009,54,18
13,1,2009,54,26
1,1,2009,55,02
1,1,2009,55,03
1,1,2009,55,04A
5,1,2009,55,05
10,1,2009,55,06
2,1,2009,55,07
4,1,2009,55,08A
10,1,2009,55,08B
7,1,2009,55,14
1,1,2009,55,17
10,1,2009,55,18
8,1,2009,55,26
1,1,2009,56,02
2,1,2009,56,03
5,1,2009,56,04B
27,1,2009,56,05
36,1,2009,56,06
4,1,2009,56,07
9,1,2009,56,08A
34,1,2009,56,08B
1,1,2009,56,09
5,1,2009,56,10
9,1,2009,56,11
60,1,2009,56,14
1,1,2009,56,15
19,1,2009,56,16
2,1,2009,56,17
16,1,2009,56,18
29,1,2009,56,26
8,1,2009,57,03
5,1,2009,57,04A
2,1,2009,57,04B
8,1,2009,57,05
25,1,2009,57,06
6,1,2009,57,07
4,1,2009,57,08A
13,1,2009,57,08B
2,1,2009,57,09
1,1,2009,57,10
3,1,2009,57,11
15,1,2009,57,14
1,1,2009,57,15
5,1,2009,57,16
1,1,2009,57,17
7,1,2009,57,18
9,1,2009,57,26
1,1,2009,58,01A
1,1,2009,58,02
7,1,2009,58,03
1,1,2009,58,04A
3,1,2009,58,04B
37,1,2009,58,05
51,1,2009,58,06
17,1,2009,58,07
22,1,2009,58,08A
50,1,2009,58,08B
2,1,2009,58,10
8,1,2009,58,11
45,1,2009,58,14
3,1,2009,58,15
12,1,2009,58,16
1,1,2009,58,17
22,1,2009,58,18
1,1,2009,58,19
2,1,2009,58,20
5,1,2009,58,24
29,1,2009,58,26
8,1,2009,59,03
2,1,2009,59,04A
1,1,2009,59,04B
8,1,2009,59,05
40,1,2009,59,06
5,1,2009,59,07
8,1,2009,59,08A
5,1,2009,59,08B
1,1,2009,59,10
2,1,2009,59,11
18,1,2009,59,14
1,1,2009,59,16
1,1,2009,59,17
11,1,2009,59,18
1,1,2009,59,20
10,1,2009,59,26
2,1,2009,60,02
3,1,2009,60,03
2,1,2009,60,04A
15,1,2009,60,05
29,1,2009,60,06
7,1,2009,60,07
7,1,2009,60,08A
29,1,2009,60,08B
3,1,2009,60,10
3,1,2009,60,11
1,1,2009,60,13
33,1,2009,60,14
2,1,2009,60,15
11,1,2009,60,18
3,1,2009,60,20
1,1,2009,60,24
28,1,2009,60,26
5,1,2009,61,02
21,1,2009,61,03
13,1,2009,61,04A
23,1,2009,61,04B
47,1,2009,61,05
77,1,2009,61,06
25,1,2009,61,07
32,1,2009,61,08A
101,1,2009,61,08B
1,1,2009,61,09
3,1,2009,61,10
7,1,2009,61,11
69,1,2009,61,14
12,1,2009,61,15
13,1,2009,61,16
81,1,2009,61,18
9,1,2009,61,20
3,1,2009,61,22
7,1,2009,61,24
69,1,2009,61,26
1,1,2009,62,02
10,1,2009,62,03
1,1,2009,62,04A
1,1,2009,62,04B
20,1,2009,62,05
30,1,2009,62,06
6,1,2009,62,07
2,1,2009,62,08A
18,1,2009,62,08B
6,1,2009,62,10
4,1,2009,62,11
1,1,2009,62,12
35,1,2009,62,14
3,1,2009,62,15
8,1,2009,62,18
3,1,2009,62,24
14,1,2009,62,26
1,1,2009,63,02
20,1,2009,63,03
3,1,2009,63,04A
4,1,2009,63,04B
36,1,2009,63,05
52,1,2009,63,06
10,1,2009,63,07
12,1,2009,63,08A
36,1,2009,63,08B
1,1,2009,63,09
2,1,2009,63,10
4,1,2009,63,11
73,1,2009,63,14
7,1,2009,63,15
3,1,2009,63,17
41,1,2009,63,18
5,1,2009,63,20
10,1,2009,63,24
25,1,2009,63,26
2,1,2009,64,04A
2,1,2009,64,04B
8,1,2009,64,05
22,1,2009,64,06
2,1,2009,64,07
8,1,2009,64,08A
18,1,2009,64,08B
4,1,2009,64,11
22,1,2009,64,14
1,1,2009,64,17
4,1,2009,64,18
21,1,2009,64,26
1,1,2009,65,01A
2,1,2009,65,02
9,1,2009,65,03
2,1,2009,65,04A
1,1,2009,65,04B
15,1,2009,65,05
72,1,2009,65,06
10,1,2009,65,07
5,1,2009,65,08A
33,1,2009,65,08B
1,1,2009,65,10
8,1,2009,65,11
45,1,2009,65,14
3,1,2009,65,15
2,1,2009,65,17
13,1,2009,65,18
2,1,2009,65,20
3,1,2009,65,24
17,1,2009,65,26
2,1,2009,66,01A
12,1,2009,66,02
59,1,2009,66,03
9,1,2009,66,04A
24,1,2009,66,04B
39,1,2009,66,05
116,1,2009,66,06
41,1,2009,66,07
24,1,2009,66,08A
111,1,2009,66,08B
2,1,2009,66,09
5,1,2009,66,10
18,1,2009,66,11
84,1,2009,66,14
17,1,2009,66,15
2,1,2009,66,16
103,1,2009,66,18
8,1,2009,66,20
4,1,2009,66,22
9,1,2009,66,24
97,1,2009,66,26
1,1,2009,67,01A
5,1,2009,67,02
33,1,2009,67,03
10,1,2009,67,04A
14,1,2009,67,04B
53,1,2009,67,05
120,1,2009,67,06
38,1,2009,67,07
49,1,2009,67,08A
143,1,2009,67,08B
1,1,2009,67,09
4,1,2009,67,10
10,1,2009,67,11
68,1,2009,67,14
11,1,2009,67,15
18,1,2009,67,16
1,1,2009,67,17
122,1,2009,67,18
4,1,2009,67,20
6,1,2009,67,24
95,1,2009,67,26
7,1,2009,68,02
35,1,2009,68,03
16,1,2009,68,04A
25,1,2009,68,04B
53,1,2009,68,05
115,1,2009,68,06
44,1,2009,68,07
50,1,2009,68,08A
168,1,2009,68,08B
1,1,2009,68,09
2,1,2009,68,10
13,1,2009,68,11
84,1,2009,68,14
18,1,2009,68,15
30,1,2009,68,16
1,1,2009,68,17
124,1,2009,68,18
7,1,2009,68,20
2,1,2009,68,24
102,1,2009,68,26
2,1,2009,69,01A
1,1,2009,69,02
45,1,2009,69,03
12,1,2009,69,04A
24,1,2009,69,04B
41,1,2009,69,05
90,1,2009,69,06
18,1,2009,69,07
37,1,2009,69,08A
135,1,2009,69,08B
2,1,2009,69,10
19,1,2009,69,11
65,1,2009,69,14
11,1,2009,69,15
6,1,2009,69,16
4,1,2009,69,17
98,1,2009,69,18
3,1,2009,69,19
4,1,2009,69,20
1,1,2009,69,22
3,1,2009,69,24
107,1,2009,69,26
2,1,2009,70,02
13,1,2009,70,03
9,1,2009,70,04A
7,1,2009,70,04B
24,1,2009,70,05
63,1,2009,70,06
13,1,2009,70,07
21,1,2009,70,08A
40,1,2009,70,08B
1,1,2009,70,09
3,1,2009,70,10
6,1,2009,70,11
41,1,2009,70,14
3,1,2009,70,15
1,1,2009,70,17
7,1,2009,70,18
3,1,2009,70,20
3,1,2009,70,24
32,1,2009,70,26
7,1,2009,71,02
40,1,2009,71,03
14,1,2009,71,04A
25,1,2009,71,04B
48,1,2009,71,05
110,1,2009,71,06
18,1,2009,71,07
39,1,2009,71,08A
139,1,2009,71,08B
12,1,2009,71,10
16,1,2009,71,11
81,1,2009,71,14
16,1,2009,71,15
51,1,2009,71,16
5,1,2009,71,17
146,1,2009,71,18
1,1,2009,71,19
7,1,2009,71,20
1,1,2009,71,22
4,1,2009,71,24
119,1,2009,71,26
1,1,2009,72,02
6,1,2009,72,03
9,1,2009,72,05
24,1,2009,72,06
2,1,2009,72,07
4,1,2009,72,08A
15,1,2009,72,08B
1,1,2009,72,10
6,1,2009,72,11
14,1,2009,72,14
4,1,2009,72,18
2,1,2009,72,20
1,1,2009,72,22
1,1,2009,72,24
8,1,2009,72,26
1,1,2009,73,01A
2,1,2009,73,02
17,1,2009,73,03
6,1,2009,73,04A
9,1,2009,73,04B
16,1,2009,73,05
47,1,2009,73,06
19,1,2009,73,07
15,1,2009,73,08A
58,1,2009,73,08B
1,1,2009,73,10
8,1,2009,73,11
32,1,2009,73,14
4,1,2009,73,15
1,1,2009,73,17
41,1,2009,73,18
1,1,2009,73,20
2,1,2009,73,24
34,1,2009,73,26
1,1,2009,74,02
1,1,2009,74,04B
1,1,2009,74,05
13,1,2009,74,06
2,1,2009,74,08A
10,1,2009,74,08B
11,1,2009,74,14
1,1,2009,74,18
1,1,2009,74,20
1,1,2009,74,22
13,1,2009,74,26
1,1,2009,75,01A
13,1,2009,75,03
2,1,2009,75,04A
5,1,2009,75,04B
14,1,2009,75,05
36,1,2009,75,06
6,1,2009,75,07
7,1,2009,75,08A
37,1,2009,75,08B
4,1,2009,75,10
5,1,2009,75,11
28,1,2009,75,14
1,1,2009,75,15
2,1,2009,75,16
3,1,2009,75,17
29,1,2009,75,18
1,1,2009,75,20
2,1,2009,75,24
38,1,2009,75,26
1,1,2009,76,04A
3,1,2009,76,05
52,1,2009,76,06
4,1,2009,76,07
6,1,2009,76,08A
22,1,2009,76,08B
1,1,2009,76,10
14,1,2009,76,11
24,1,2009,76,14
5,1,2009,76,18
54,1,2009,76,26
1,1,2009,77,02
6,1,2009,77,03
2,1,2009,77,04A
2,1,2009,77,04B
19,1,2009,77,05
47,1,2009,77,06
2,1,2009,77,07
15,1,2009,77,08A
53,1,2009,77,08B
20,1,2009,77,11
15,1,2009,77,14
2,1,2009,77,17
21,1,2009,77,18
1,1,2009,77,20
1,1,2009,77,22
1,1,2009,77,24
43,1,2009,77,26
1,1,2009,,03
1,1,2009,,05
5,1,2009,,06
1,1,2009,,08A
2,1,2009,,08B
1,1,2009,,14
4,1,2009,,18
3,1,2009,,26
1,1,2010,1,01A
5,1,2010,1,02
20,1,2010,1,03
7,1,2010,1,04A
4,1,2010,1,04B
20,1,2010,1,05
88,1,2010,1,06
11,1,2010,1,07
19,1,2010,1,08A
63,1,2010,1,08B
1,1,2010,1,09
3,1,2010,1,10
9,1,2010,1,11
46,1,2010,1,14
4,1,2010,1,15
8,1,2010,1,16
62,1,2010,1,18
3,1,2010,1,20
3,1,2010,1,24
56,1,2010,1,26
3,1,2010,2,02
15,1,2010,2,03
6,1,2010,2,04A
7,1,2010,2,04B
24,1,2010,2,05
75,1,2010,2,06
18,1,2010,2,07
13,1,2010,2,08A
65,1,2010,2,08B
1,1,2010,2,09
6,1,2010,2,10
11,1,2010,2,11
1,1,2010,2,13
45,1,2010,2,14
3,1,2010,2,15
2,1,2010,2,16
3,1,2010,2,17
29,1,2010,2,18
5,1,2010,2,20
2,1,2010,2,22
3,1,2010,2,24
47,1,2010,2,26
5,1,2010,3,02
18,1,2010,3,03
3,1,2010,3,04A
5,1,2010,3,04B
10,1,2010,3,05
97,1,2010,3,06
13,1,2010,3,07
20,1,2010,3,08A
52,1,2010,3,08B
2,1,2010,3,10
22,1,2010,3,11
33,1,2010,3,14
5,1,2010,3,15
1,1,2010,3,17
56,1,2010,3,18
2,1,2010,3,20
3,1,2010,3,22
6,1,2010,3,24
36,1,2010,3,26
1,1,2010,4,02
3,1,2010,4,03
2,1,2010,4,04A
3,1,2010,4,04B
11,1,2010,4,05
45,1,2010,4,06
8,1,2010,4,07
6,1,2010,4,08A
25,1,2010,4,08B
6,1,2010,4,11
26,1,2010,4,14
3,1,2010,4,15
2,1,2010,4,17
15,1,2010,4,18
2,1,2010,4,20
2,1,2010,4,24
17,1,2010,4,26
3,1,2010,5,03
1,1,2010,5,04B
11,1,2010,5,05
59,1,2010,5,06
11,1,2010,5,07
6,1,2010,5,08A
9,1,2010,5,08B
3,1,2010,5,11
24,1,2010,5,14
1,1,2010,5,15
7,1,2010,5,18
1,1,2010,5,20
1,1,2010,5,24
18,1,2010,5,26
4,1,2010,6,02
17,1,2010,6,03
3,1,2010,6,04A
7,1,2010,6,04B
32,1,2010,6,05
196,1,2010,6,06
24,1,2010,6,07
15,1,2010,6,08A
53,1,2010,6,08B
4,1,2010,6,10
33,1,2010,6,11
1,1,2010,6,12
49,1,2010,6,14
1,1,2010,6,16
2,1,2010,6,17
20,1,2010,6,18
1,1,2010,6,20
1,1,2010,6,22
52,1,2010,6,26
1,1,2010,7,02
15,1,2010,7,03
2,1,2010,7,04A
3,1,2010,7,04B
28,1,2010,7,05
171,1,2010,7,06
16,1,2010,7,07
7,1,2010,7,08A
41,1,2010,7,08B
4,1,2010,7,10
29,1,2010,7,11
1,1,2010,7,13
38,1,2010,7,14
1,1,2010,7,15
2,1,2010,7,17
13,1,2010,7,18
2,1,2010,7,20
3,1,2010,7,24
31,1,2010,7,26
1,1,2010,8,01A
3,1,2010,8,02
26,1,2010,8,03
4,1,2010,8,04A
16,1,2010,8,04B
20,1,2010,8,05
381,1,2010,8,06
19,1,2010,8,07
25,1,2010,8,08A
103,1,2010,8,08B
8,1,2010,8,10
78,1,2010,8,11
1,1,2010,8,12
42,1,2010,8,14
2,1,2010,8,15
13,1,2010,8,16
1,1,2010,8,17
65,1,2010,8,18
4,1,2010,8,22
4,1,2010,8,24
112,1,2010,8,26
1,1,2010,9,05
6,1,2010,9,06
1,1,2010,9,07
4,1,2010,9,08B
1,1,2010,9,11
3,1,2010,9,14
9,1,2010,9,26
1,1,2010,10,02
1,1,2010,10,04B
10,1,2010,10,05
30,1,2010,10,06
3,1,2010,10,07
2,1,2010,10,08A
14,1,2010,10,08B
4,1,2010,10,11
11,1,2010,10,14
1,1,2010,10,18
1,1,2010,10,20
13,1,2010,10,26
2,1,2010,11,02
1,1,2010,11,04B
13,1,2010,11,05
14,1,2010,11,06
2,1,2010,11,07
5,1,2010,11,08A
13,1,2010,11,08B
1,1,2010,11,10
6,1,2010,11,11
14,1,2010,11,14
7,1,2010,11,18
2,1,2010,11,22
18,1,2010,11,26
1,1,2010,12,02
10,1,2010,12,05
18,1,2010,12,06
3,1,2010,12,07
4,1,2010,12,08A
4,1,2010,12,08B
1,1,2010,12,09
4,1,2010,12,11
3,1,2010,12,14
2,1,2010,12,18
4,1,2010,12,26
6,1,2010,13,03
14,1,2010,13,05
14,1,2010,13,06
5,1,2010,13,07
2,1,2010,13,08A
12,1,2010,13,08B
1,1,2010,13,10
2,1,2010,13,11
7,1,2010,13,14
5,1,2010,13,18
1,1,2010,13,20
1,1,2010,13,22
9,1,2010,13,26
1,1,2010,14,02
13,1,2010,14,03
2,1,2010,14,04A
7,1,2010,14,04B
18,1,2010,14,05
51,1,2010,14,06
17,1,2010,14,07
13,1,2010,14,08A
38,1,2010,14,08B
5,1,2010,14,11
1,1,2010,14,13
24,1,2010,14,14
2,1,2010,14,15
1,1,2010,14,16
21,1,2010,14,18
1,1,2010,14,20
1,1,2010,14,22
1,1,2010,14,24
20,1,2010,14,26
2,1,2010,15,02
10,1,2010,15,03
4,1,2010,15,04A
6,1,2010,15,04B
29,1,2010,15,05
90,1,2010,15,06
34,1,2010,15,07
14,1,2010,15,08A
52,1,2010,15,08B
1,1,2010,15,09
5,1,2010,15,10
10,1,2010,15,11
1,1,2010,15,12
38,1,2010,15,14
1,1,2010,15,16
27,1,2010,15,18
2,1,2010,15,20
1,1,2010,15,22
3,1,2010,15,24
52,1,2010,15,26
3,1,2010,16,02
15,1,2010,16,03
2,1,2010,16,04A
9,1,2010,16,04B
28,1,2010,16,05
79,1,2010,16,06
23,1,2010,16,07
9,1,2010,16,08A
50,1,2010,16,08B
1,1,2010,16,10
16,1,2010,16,11
43,1,2010,16,14
2,1,2010,16,15
1,1,2010,16,17
25,1,2010,16,18
1,1,2010,16,22
29,1,2010,16,26
3,1,2010,17,03
2,1,2010,17,04A
18,1,2010,17,05
32,1,2010,17,06
5,1,2010,17,07
5,1,2010,17,08A
21,1,2010,17,08B
10,1,2010,17,11
29,1,2010,17,14
1,1,2010,17,17
10,1,2010,17,18
1,1,2010,17,20
19,1,2010,17,26
1,1,2010,18,03
1,1,2010,18,04B
9,1,2010,18,05
17,1,2010,18,06
6,1,2010,18,07
13,1,2010,18,08B
1,1,2010,18,09
1,1,2010,18,11
10,1,2010,18,14
4,1,2010,18,18
7,1,2010,18,26
2,1,2010,19,02
23,1,2010,19,03
7,1,2010,19,04A
8,1,2010,19,04B
70,1,2010,19,05
142,1,2010,19,06
44,1,2010,19,07
23,1,2010,19,08A
87,1,2010,19,08B
5,1,2010,19,09
1,1,2010,19,10
15,1,2010,19,11
68,1,2010,19,14
3,1,2010,19,15
16,1,2010,19,16
3,1,2010,19,17
51,1,2010,19,18
10,1,2010,19,20
2,1,2010,19,22
6,1,2010,19,24
54,1,2010,19,26
11,1,2010,20,03
4,1,2010,20,04A
6,1,2010,20,04B
18,1,2010,20,05
28,1,2010,20,06
20,1,2010,20,07
5,1,2010,20,08A
34,1,2010,20,08B
2,1,2010,20,09
2,1,2010,20,11
1,1,2010,20,13
21,1,2010,20,14
7,1,2010,20,15
21,1,2010,20,18
4,1,2010,20,20
1,1,2010,20,22
2,1,2010,20,24
15,1,2010,20,26
1,1,2010,21,02
11,1,2010,21,03
2,1,2010,21,04A
5,1,2010,21,04B
24,1,2010,21,05
73,1,2010,21,06
27,1,2010,21,07
12,1,2010,21,08A
31,1,2010,21,08B
10,1,2010,21,11
1,1,2010,21,13
28,1,2010,21,14
2,1,2010,21,15
3,1,2010,21,16
1,1,2010,21,17
16,1,2010,21,18
4,1,2010,21,20
1,1,2010,21,22
3,1,2010,21,24
38,1,2010,21,26
8,1,2010,22,02
27,1,2010,22,03
7,1,2010,22,04A
12,1,2010,22,04B
39,1,2010,22,05
196,1,2010,22,06
65,1,2010,22,07
21,1,2010,22,08A
69,1,2010,22,08B
2,1,2010,22,09
2,1,2010,22,10
20,1,2010,22,11
58,1,2010,22,14
1,1,2010,22,15
1,1,2010,22,16
3,1,2010,22,17
35,1,2010,22,18
7,1,2010,22,20
1,1,2010,22,22
6,1,2010,22,24
64,1,2010,22,26
3,1,2010,23,01A
3,1,2010,23,02
38,1,2010,23,03
13,1,2010,23,04A
26,1,2010,23,04B
52,1,2010,23,05
127,1,2010,23,06
53,1,2010,23,07
32,1,2010,23,08A
157,1,2010,23,08B
1,1,2010,23,09
5,1,2010,23,10
11,1,2010,23,11
1,1,2010,23,12
79,1,2010,23,14
10,1,2010,23,15
22,1,2010,23,16
1,1,2010,23,17
239,1,2010,23,18
12,1,2010,23,20
3,1,2010,23,22
2,1,2010,23,24
113,1,2010,23,26
48,1,2010,24,03
9,1,2010,24,04A
11,1,2010,24,04B
60,1,2010,24,05
266,1,2010,24,06
52,1,2010,24,07
33,1,2010,24,08A
76,1,2010,24,08B
2,1,2010,24,09
7,1,2010,24,10
21,1,2010,24,11
2,1,2010,24,12
1,1,2010,24,13
112,1,2010,24,14
7,1,2010,24,15
6,1,2010,24,16
5,1,2010,24,17
46,1,2010,24,18
4,1,2010,24,20
1,1,2010,24,22
5,1,2010,24,24
65,1,2010,24,26
1,1,2010,25,01A
10,1,2010,25,02
134,1,2010,25,03
12,1,2010,25,04A
42,1,2010,25,04B
114,1,2010,25,05
255,1,2010,25,06
68,1,2010,25,07
67,1,2010,25,08A
289,1,2010,25,08B
3,1,2010,25,09
13,1,2010,25,10
33,1,2010,25,11
2,1,2010,25,13
134,1,2010,25,14
24,1,2010,25,15
34,1,2010,25,16
5,1,2010,25,17
505,1,2010,25,18
6,1,2010,25,20
1,1,2010,25,22
14,1,2010,25,24
186,1,2010,25,26
5,1,2010,26,02
28,1,2010,26,03
6,1,2010,26,04A
12,1,2010,26,04B
24,1,2010,26,05
62,1,2010,26,06
20,1,2010,26,07
19,1,2010,26,08A
90,1,2010,26,08B
2,1,2010,26,10
19,1,2010,26,11
28,1,2010,26,14
9,1,2010,26,15
13,1,2010,26,16
141,1,2010,26,18
1,1,2010,26,19
2,1,2010,26,20
1,1,2010,26,22
4,1,2010,26,24
47,1,2010,26,26
5,1,2010,27,02
28,1,2010,27,03
11,1,2010,27,04A
10,1,2010,27,04B
42,1,2010,27,05
87,1,2010,27,06
17,1,2010,27,07
35,1,2010,27,08A
104,1,2010,27,08B
1,1,2010,27,10
15,1,2010,27,11
40,1,2010,27,14
7,1,2010,27,15
15,1,2010,27,16
2,1,2010,27,17
128,1,2010,27,18
1,1,2010,27,20
2,1,2010,27,22
7,1,2010,27,24
70,1,2010,27,26
1,1,2010,28,01A
3,1,2010,28,02
29,1,2010,28,03
7,1,2010,28,04A
12,1,2010,28,04B
39,1,2010,28,05
306,1,2010,28,06
34,1,2010,28,07
33,1,2010,28,08A
87,1,2010,28,08B
11,1,2010,28,10
27,1,2010,28,11
1,1,2010,28,12
2,1,2010,28,13
53,1,2010,28,14
6,1,2010,28,15
4,1,2010,28,16
3,1,2010,28,17
36,1,2010,28,18
3,1,2010,28,22
5,1,2010,28,24
114,1,2010,28,26
1,1,2010,29,01A
2,1,2010,29,02
33,1,2010,29,03
18,1,2010,29,04A
17,1,2010,29,04B
66,1,2010,29,05
96,1,2010,29,06
31,1,2010,29,07
23,1,2010,29,08A
117,1,2010,29,08B
1,1,2010,29,09
9,1,2010,29,11
78,1,2010,29,14
12,1,2010,29,15
13,1,2010,29,16
2,1,2010,29,17
188,1,2010,29,18
1,1,2010,29,19
5,1,2010,29,20
2,1,2010,29,22
4,1,2010,29,24
104,1,2010,29,26
2,1,2010,30,01A
3,1,2010,30,02
17,1,2010,30,03
6,1,2010,30,04A
12,1,2010,30,04B
22,1,2010,30,05
73,1,2010,30,06
56,1,2010,30,07
27,1,2010,30,08A
72,1,2010,30,08B
1,1,2010,30,09
1,1,2010,30,10
11,1,2010,30,11
1,1,2010,30,13
70,1,2010,30,14
6,1,2010,30,15
2,1,2010,30,16
5,1,2010,30,17
54,1,2010,30,18
2,1,2010,30,20
2,1,2010,30,22
14,1,2010,30,24
65,1,2010,30,26
2,1,2010,31,02
3,1,2010,31,03
6,1,2010,31,04A
5,1,2010,31,04B
7,1,2010,31,05
63,1,2010,31,06
14,1,2010,31,07
14,1,2010,31,08A
41,1,2010,31,08B
2,1,2010,31,10
1,1,2010,31,11
27,1,2010,31,14
5,1,2010,31,15
1,1,2010,31,16
6,1,2010,31,17
18,1,2010,31,18
2,1,2010,31,22
10,1,2010,31,24
38,1,2010,31,26
1,1,2010,32,02
27,1,2010,32,03
2,1,2010,32,04A
2,1,2010,32,04B
8,1,2010,32,05
316,1,2010,32,06
10,1,2010,32,07
28,1,2010,32,08A
33,1,2010,32,08B
1,1,2010,32,09
9,1,2010,32,10
73,1,2010,32,11
23,1,2010,32,14
9,1,2010,32,16
3,1,2010,32,17
21,1,2010,32,18
1,1,2010,32,22
4,1,2010,32,24
73,1,2010,32,26
1,1,2010,33,02
7,1,2010,33,03
1,1,2010,33,04A
2,1,2010,33,04B
47,1,2010,33,06
7,1,2010,33,07
7,1,2010,33,08A
22,1,2010,33,08B
1,1,2010,33,10
6,1,2010,33,11
9,1,2010,33,14
12,1,2010,33,18
1,1,2010,33,24
27,1,2010,33,26
6,1,2010,34,03
2,1,2010,34,04A
3,1,2010,34,04B
3,1,2010,34,05
32,1,2010,34,06
7,1,2010,34,07
1,1,2010,34,08A
5,1,2010,34,08B
6,1,2010,34,11
20,1,2010,34,14
1,1,2010,34,16
1,1,2010,34,17
9,1,2010,34,18
2,1,2010,34,20
8,1,2010,34,26
5,1,2010,35,03
3,1,2010,35,04A
2,1,2010,35,04B
3,1,2010,35,05
65,1,2010,35,06
11,1,2010,35,07
16,1,2010,35,08A
47,1,2010,35,08B
1,1,2010,35,10
3,1,2010,35,11
13,1,2010,35,14
1,1,2010,35,15
1,1,2010,35,17
32,1,2010,35,18
