count,weekday,year,community_area,primary_type
30,5,2008,64,26
1,5,2008,65,02
10,5,2008,65,03
7,5,2008,65,04A
5,5,2008,65,04B
43,5,2008,65,05
157,5,2008,65,06
19,5,2008,65,07
16,5,2008,65,08A
64,5,2008,65,08B
5,5,2008,65,10
16,5,2008,65,11
90,5,2008,65,14
3,5,2008,65,15
4,5,2008,65,17
23,5,2008,65,18
1,5,2008,65,22
3,5,2008,65,24
33,5,2008,65,26
1,5,2008,66,01A
8,5,2008,66,02
105,5,2008,66,03
27,5,2008,66,04A
55,5,2008,66,04B
111,5,2008,66,05
243,5,2008,66,06
97,5,2008,66,07
82,5,2008,66,08A
277,5,2008,66,08B
2,5,2008,66,09
7,5,2008,66,10
30,5,2008,66,11
196,5,2008,66,14
22,5,2008,66,15
5,5,2008,66,16
8,5,2008,66,17
223,5,2008,66,18
4,5,2008,66,19
11,5,2008,66,20
10,5,2008,66,22
12,5,2008,66,24
155,5,2008,66,26
8,5,2008,67,01A
5,5,2008,67,02
75,5,2008,67,03
31,5,2008,67,04A
78,5,2008,67,04B
153,5,2008,67,05
319,5,2008,67,06
89,5,2008,67,07
96,5,2008,67,08A
339,5,2008,67,08B
4,5,2008,67,09
6,5,2008,67,10
27,5,2008,67,11
242,5,2008,67,14
38,5,2008,67,15
35,5,2008,67,16
6,5,2008,67,17
319,5,2008,67,18
3,5,2008,67,19
7,5,2008,67,20
10,5,2008,67,22
13,5,2008,67,24
160,5,2008,67,26
2,5,2008,68,01A
4,5,2008,68,02
107,5,2008,68,03
42,5,2008,68,04A
71,5,2008,68,04B
140,5,2008,68,05
233,5,2008,68,06
79,5,2008,68,07
114,5,2008,68,08A
350,5,2008,68,08B
1,5,2008,68,09
6,5,2008,68,10
22,5,2008,68,11
202,5,2008,68,14
25,5,2008,68,15
63,5,2008,68,16
7,5,2008,68,17
236,5,2008,68,18
9,5,2008,68,19
9,5,2008,68,20
1,5,2008,68,22
8,5,2008,68,24
126,5,2008,68,26
8,5,2008,69,01A
11,5,2008,69,02
98,5,2008,69,03
31,5,2008,69,04A
53,5,2008,69,04B
87,5,2008,69,05
202,5,2008,69,06
90,5,2008,69,07
70,5,2008,69,08A
268,5,2008,69,08B
3,5,2008,69,09
3,5,2008,69,10
28,5,2008,69,11
177,5,2008,69,14
14,5,2008,69,15
3,5,2008,69,16
3,5,2008,69,17
166,5,2008,69,18
4,5,2008,69,19
7,5,2008,69,20
2,5,2008,69,22
16,5,2008,69,24
189,5,2008,69,26
1,5,2008,70,02
33,5,2008,70,03
13,5,2008,70,04A
12,5,2008,70,04B
56,5,2008,70,05
129,5,2008,70,06
39,5,2008,70,07
24,5,2008,70,08A
93,5,2008,70,08B
7,5,2008,70,10
23,5,2008,70,11
1,5,2008,70,13
149,5,2008,70,14
4,5,2008,70,15
1,5,2008,70,16
3,5,2008,70,17
28,5,2008,70,18
2,5,2008,70,20
4,5,2008,70,24
74,5,2008,70,26
1,5,2008,71,01A
4,5,2008,71,02
102,5,2008,71,03
35,5,2008,71,04A
69,5,2008,71,04B
137,5,2008,71,05
262,5,2008,71,06
89,5,2008,71,07
85,5,2008,71,08A
275,5,2008,71,08B
4,5,2008,71,09
8,5,2008,71,10
33,5,2008,71,11
230,5,2008,71,14
22,5,2008,71,15
19,5,2008,71,16
12,5,2008,71,17
243,5,2008,71,18
9,5,2008,71,19
15,5,2008,71,20
5,5,2008,71,22
8,5,2008,71,24
191,5,2008,71,26
4,5,2008,72,03
2,5,2008,72,04B
19,5,2008,72,05
85,5,2008,72,06
10,5,2008,72,07
10,5,2008,72,08A
25,5,2008,72,08B
2,5,2008,72,10
15,5,2008,72,11
56,5,2008,72,14
1,5,2008,72,15
8,5,2008,72,18
1,5,2008,72,20
30,5,2008,72,26
3,5,2008,73,01A
4,5,2008,73,02
31,5,2008,73,03
17,5,2008,73,04A
17,5,2008,73,04B
60,5,2008,73,05
123,5,2008,73,06
43,5,2008,73,07
32,5,2008,73,08A
124,5,2008,73,08B
1,5,2008,73,09
5,5,2008,73,10
15,5,2008,73,11
112,5,2008,73,14
7,5,2008,73,15
1,5,2008,73,16
4,5,2008,73,17
67,5,2008,73,18
2,5,2008,73,19
6,5,2008,73,20
6,5,2008,73,24
83,5,2008,73,26
5,5,2008,74,03
3,5,2008,74,04A
1,5,2008,74,04B
10,5,2008,74,05
31,5,2008,74,06
7,5,2008,74,07
15,5,2008,74,08A
23,5,2008,74,08B
2,5,2008,74,10
10,5,2008,74,11
34,5,2008,74,14
2,5,2008,74,17
3,5,2008,74,18
1,5,2008,74,20
1,5,2008,74,22
2,5,2008,74,24
20,5,2008,74,26
2,5,2008,75,02
9,5,2008,75,03
11,5,2008,75,04A
13,5,2008,75,04B
39,5,2008,75,05
86,5,2008,75,06
29,5,2008,75,07
25,5,2008,75,08A
73,5,2008,75,08B
5,5,2008,75,10
20,5,2008,75,11
76,5,2008,75,14
6,5,2008,75,15
3,5,2008,75,17
38,5,2008,75,18
3,5,2008,75,19
4,5,2008,75,20
1,5,2008,75,24
66,5,2008,75,26
1,5,2008,76,03
2,5,2008,76,04A
4,5,2008,76,04B
2,5,2008,76,05
108,5,2008,76,06
10,5,2008,76,07
15,5,2008,76,08A
26,5,2008,76,08B
1,5,2008,76,10
26,5,2008,76,11
1,5,2008,76,12
40,5,2008,76,14
2,5,2008,76,15
1,5,2008,76,17
5,5,2008,76,18
117,5,2008,76,26
1,5,2008,77,01A
3,5,2008,77,02
19,5,2008,77,03
8,5,2008,77,04A
11,5,2008,77,04B
49,5,2008,77,05
164,5,2008,77,06
17,5,2008,77,07
35,5,2008,77,08A
84,5,2008,77,08B
7,5,2008,77,10
39,5,2008,77,11
1,5,2008,77,12
74,5,2008,77,14
2,5,2008,77,15
3,5,2008,77,16
1,5,2008,77,17
31,5,2008,77,18
2,5,2008,77,20
3,5,2008,77,22
3,5,2008,77,24
61,5,2008,77,26
1,5,2008,,05
10,5,2008,,06
1,5,2008,,07
6,5,2008,,08B
1,5,2008,,09
2,5,2008,,10
3,5,2008,,11
8,5,2008,,14
4,5,2008,,18
1,5,2008,,24
2,5,2008,,26
2,5,2009,0,06
5,5,2009,1,02
40,5,2009,1,03
9,5,2009,1,04A
18,5,2009,1,04B
57,5,2009,1,05
157,5,2009,1,06
23,5,2009,1,07
39,5,2009,1,08A
131,5,2009,1,08B
6,5,2009,1,10
27,5,2009,1,11
95,5,2009,1,14
11,5,2009,1,15
5,5,2009,1,17
94,5,2009,1,18
4,5,2009,1,19
1,5,2009,1,20
1,5,2009,1,22
8,5,2009,1,24
105,5,2009,1,26
2,5,2009,2,02
28,5,2009,2,03
9,5,2009,2,04A
8,5,2009,2,04B
64,5,2009,2,05
194,5,2009,2,06
39,5,2009,2,07
22,5,2009,2,08A
108,5,2009,2,08B
7,5,2009,2,10
21,5,2009,2,11
111,5,2009,2,14
4,5,2009,2,15
2,5,2009,2,17
76,5,2009,2,18
2,5,2009,2,20
1,5,2009,2,22
3,5,2009,2,24
87,5,2009,2,26
4,5,2009,3,02
29,5,2009,3,03
12,5,2009,3,04A
7,5,2009,3,04B
33,5,2009,3,05
216,5,2009,3,06
15,5,2009,3,07
32,5,2009,3,08A
98,5,2009,3,08B
10,5,2009,3,10
24,5,2009,3,11
73,5,2009,3,14
5,5,2009,3,15
3,5,2009,3,16
8,5,2009,3,17
71,5,2009,3,18
2,5,2009,3,20
3,5,2009,3,22
10,5,2009,3,24
75,5,2009,3,26
1,5,2009,4,02
10,5,2009,4,03
2,5,2009,4,04A
3,5,2009,4,04B
28,5,2009,4,05
107,5,2009,4,06
19,5,2009,4,07
15,5,2009,4,08A
48,5,2009,4,08B
3,5,2009,4,10
18,5,2009,4,11
51,5,2009,4,14
1,5,2009,4,16
2,5,2009,4,17
18,5,2009,4,18
1,5,2009,4,20
1,5,2009,4,22
3,5,2009,4,24
44,5,2009,4,26
3,5,2009,5,03
4,5,2009,5,04A
2,5,2009,5,04B
35,5,2009,5,05
154,5,2009,5,06
13,5,2009,5,07
5,5,2009,5,08A
24,5,2009,5,08B
5,5,2009,5,10
15,5,2009,5,11
56,5,2009,5,14
1,5,2009,5,17
15,5,2009,5,18
1,5,2009,5,22
4,5,2009,5,24
33,5,2009,5,26
4,5,2009,6,02
40,5,2009,6,03
3,5,2009,6,04A
9,5,2009,6,04B
105,5,2009,6,05
490,5,2009,6,06
28,5,2009,6,07
32,5,2009,6,08A
114,5,2009,6,08B
1,5,2009,6,09
8,5,2009,6,10
77,5,2009,6,11
160,5,2009,6,14
6,5,2009,6,16
2,5,2009,6,17
38,5,2009,6,18
1,5,2009,6,20
4,5,2009,6,22
11,5,2009,6,24
78,5,2009,6,26
3,5,2009,7,02
28,5,2009,7,03
4,5,2009,7,04A
2,5,2009,7,04B
61,5,2009,7,05
479,5,2009,7,06
26,5,2009,7,07
15,5,2009,7,08A
81,5,2009,7,08B
6,5,2009,7,10
46,5,2009,7,11
1,5,2009,7,13
110,5,2009,7,14
1,5,2009,7,15
6,5,2009,7,17
16,5,2009,7,18
1,5,2009,7,20
11,5,2009,7,22
2,5,2009,7,24
69,5,2009,7,26
4,5,2009,8,02
31,5,2009,8,03
6,5,2009,8,04A
20,5,2009,8,04B
33,5,2009,8,05
840,5,2009,8,06
36,5,2009,8,07
52,5,2009,8,08A
224,5,2009,8,08B
1,5,2009,8,09
13,5,2009,8,10
154,5,2009,8,11
2,5,2009,8,12
146,5,2009,8,14
8,5,2009,8,15
33,5,2009,8,16
8,5,2009,8,17
110,5,2009,8,18
3,5,2009,8,22
11,5,2009,8,24
192,5,2009,8,26
2,5,2009,9,04A
1,5,2009,9,05
13,5,2009,9,06
4,5,2009,9,07
3,5,2009,9,08A
6,5,2009,9,08B
1,5,2009,9,10
5,5,2009,9,11
18,5,2009,9,14
2,5,2009,9,17
1,5,2009,9,18
2,5,2009,9,20
7,5,2009,9,26
2,5,2009,10,03
2,5,2009,10,04A
13,5,2009,10,05
65,5,2009,10,06
2,5,2009,10,07
7,5,2009,10,08A
30,5,2009,10,08B
2,5,2009,10,10
15,5,2009,10,11
66,5,2009,10,14
1,5,2009,10,15
3,5,2009,10,17
8,5,2009,10,18
38,5,2009,10,26
5,5,2009,11,03
1,5,2009,11,04A
2,5,2009,11,04B
19,5,2009,11,05
35,5,2009,11,06
4,5,2009,11,07
12,5,2009,11,08A
35,5,2009,11,08B
1,5,2009,11,10
13,5,2009,11,11
49,5,2009,11,14
1,5,2009,11,17
9,5,2009,11,18
2,5,2009,11,22
1,5,2009,11,24
32,5,2009,11,26
1,5,2009,12,03
1,5,2009,12,04B
9,5,2009,12,05
27,5,2009,12,06
7,5,2009,12,07
2,5,2009,12,08A
12,5,2009,12,08B
7,5,2009,12,11
22,5,2009,12,14
1,5,2009,12,15
1,5,2009,12,17
1,5,2009,12,18
12,5,2009,12,26
1,5,2009,13,02
4,5,2009,13,03
1,5,2009,13,04A
4,5,2009,13,04B
24,5,2009,13,05
72,5,2009,13,06
7,5,2009,13,07
7,5,2009,13,08A
24,5,2009,13,08B
1,5,2009,13,10
9,5,2009,13,11
1,5,2009,13,13
35,5,2009,13,14
8,5,2009,13,18
3,5,2009,13,22
12,5,2009,13,26
1,5,2009,14,01A
1,5,2009,14,02
13,5,2009,14,03
8,5,2009,14,04A
7,5,2009,14,04B
44,5,2009,14,05
107,5,2009,14,06
27,5,2009,14,07
20,5,2009,14,08A
65,5,2009,14,08B
3,5,2009,14,10
32,5,2009,14,11
1,5,2009,14,13
99,5,2009,14,14
1,5,2009,14,15
38,5,2009,14,18
2,5,2009,14,20
5,5,2009,14,22
10,5,2009,14,24
64,5,2009,14,26
3,5,2009,15,02
21,5,2009,15,03
6,5,2009,15,04A
13,5,2009,15,04B
71,5,2009,15,05
160,5,2009,15,06
40,5,2009,15,07
21,5,2009,15,08A
118,5,2009,15,08B
6,5,2009,15,10
30,5,2009,15,11
165,5,2009,15,14
3,5,2009,15,15
1,5,2009,15,16
3,5,2009,15,17
58,5,2009,15,18
2,5,2009,15,20
3,5,2009,15,22
6,5,2009,15,24
102,5,2009,15,26
5,5,2009,16,02
17,5,2009,16,03
11,5,2009,16,04A
19,5,2009,16,04B
50,5,2009,16,05
155,5,2009,16,06
62,5,2009,16,07
25,5,2009,16,08A
100,5,2009,16,08B
2,5,2009,16,09
4,5,2009,16,10
17,5,2009,16,11
126,5,2009,16,14
7,5,2009,16,15
1,5,2009,16,16
6,5,2009,16,17
38,5,2009,16,18
3,5,2009,16,20
3,5,2009,16,22
3,5,2009,16,24
71,5,2009,16,26
2,5,2009,17,02
11,5,2009,17,03
4,5,2009,17,04A
1,5,2009,17,04B
35,5,2009,17,05
98,5,2009,17,06
11,5,2009,17,07
18,5,2009,17,08A
39,5,2009,17,08B
3,5,2009,17,10
9,5,2009,17,11
87,5,2009,17,14
2,5,2009,17,15
2,5,2009,17,17
14,5,2009,17,18
1,5,2009,17,20
1,5,2009,17,22
1,5,2009,17,24
50,5,2009,17,26
1,5,2009,18,01A
5,5,2009,18,03
2,5,2009,18,04A
1,5,2009,18,04B
11,5,2009,18,05
38,5,2009,18,06
18,5,2009,18,07
2,5,2009,18,08A
19,5,2009,18,08B
1,5,2009,18,09
1,5,2009,18,10
8,5,2009,18,11
16,5,2009,18,14
1,5,2009,18,15
1,5,2009,18,17
6,5,2009,18,18
1,5,2009,18,24
18,5,2009,18,26
4,5,2009,19,02
46,5,2009,19,03
21,5,2009,19,04A
27,5,2009,19,04B
94,5,2009,19,05
248,5,2009,19,06
104,5,2009,19,07
52,5,2009,19,08A
178,5,2009,19,08B
7,5,2009,19,09
13,5,2009,19,10
39,5,2009,19,11
163,5,2009,19,14
19,5,2009,19,15
19,5,2009,19,16
1,5,2009,19,17
87,5,2009,19,18
1,5,2009,19,19
3,5,2009,19,20
5,5,2009,19,22
15,5,2009,19,24
133,5,2009,19,26
1,5,2009,20,02
17,5,2009,20,03
2,5,2009,20,04A
8,5,2009,20,04B
24,5,2009,20,05
44,5,2009,20,06
28,5,2009,20,07
11,5,2009,20,08A
61,5,2009,20,08B
1,5,2009,20,09
2,5,2009,20,10
6,5,2009,20,11
34,5,2009,20,14
9,5,2009,20,15
6,5,2009,20,16
1,5,2009,20,17
32,5,2009,20,18
2,5,2009,20,20
3,5,2009,20,22
6,5,2009,20,24
43,5,2009,20,26
1,5,2009,21,01A
5,5,2009,21,02
26,5,2009,21,03
9,5,2009,21,04A
6,5,2009,21,04B
50,5,2009,21,05
125,5,2009,21,06
37,5,2009,21,07
17,5,2009,21,08A
68,5,2009,21,08B
2,5,2009,21,09
5,5,2009,21,10
24,5,2009,21,11
71,5,2009,21,14
4,5,2009,21,15
18,5,2009,21,16
2,5,2009,21,17
42,5,2009,21,18
3,5,2009,21,20
1,5,2009,21,22
8,5,2009,21,24
48,5,2009,21,26
3,5,2009,22,02
52,5,2009,22,03
14,5,2009,22,04A
23,5,2009,22,04B
114,5,2009,22,05
374,5,2009,22,06
82,5,2009,22,07
45,5,2009,22,08A
148,5,2009,22,08B
5,5,2009,22,09
7,5,2009,22,10
44,5,2009,22,11
1,5,2009,22,13
175,5,2009,22,14
7,5,2009,22,15
14,5,2009,22,16
3,5,2009,22,17
76,5,2009,22,18
9,5,2009,22,20
6,5,2009,22,22
8,5,2009,22,24
134,5,2009,22,26
2,5,2009,23,01A
9,5,2009,23,02
82,5,2009,23,03
43,5,2009,23,04A
62,5,2009,23,04B
102,5,2009,23,05
242,5,2009,23,06
70,5,2009,23,07
80,5,2009,23,08A
280,5,2009,23,08B
4,5,2009,23,09
6,5,2009,23,10
22,5,2009,23,11
167,5,2009,23,14
32,5,2009,23,15
62,5,2009,23,16
6,5,2009,23,17
396,5,2009,23,18
16,5,2009,23,19
4,5,2009,23,20
5,5,2009,23,22
8,5,2009,23,24
158,5,2009,23,26
5,5,2009,24,02
74,5,2009,24,03
18,5,2009,24,04A
28,5,2009,24,04B
171,5,2009,24,05
583,5,2009,24,06
80,5,2009,24,07
61,5,2009,24,08A
159,5,2009,24,08B
2,5,2009,24,09
8,5,2009,24,10
55,5,2009,24,11
2,5,2009,24,12
1,5,2009,24,13
286,5,2009,24,14
16,5,2009,24,15
17,5,2009,24,16
3,5,2009,24,17
104,5,2009,24,18
1,5,2009,24,19
5,5,2009,24,20
8,5,2009,24,22
9,5,2009,24,24
130,5,2009,24,26
10,5,2009,25,01A
12,5,2009,25,02
180,5,2009,25,03
54,5,2009,25,04A
109,5,2009,25,04B
223,5,2009,25,05
489,5,2009,25,06
113,5,2009,25,07
162,5,2009,25,08A
607,5,2009,25,08B
8,5,2009,25,09
22,5,2009,25,10
82,5,2009,25,11
331,5,2009,25,14
41,5,2009,25,15
74,5,2009,25,16
11,5,2009,25,17
874,5,2009,25,18
44,5,2009,25,19
20,5,2009,25,20
10,5,2009,25,22
24,5,2009,25,24
416,5,2009,25,26
2,5,2009,26,01A
1,5,2009,26,02
51,5,2009,26,03
14,5,2009,26,04A
50,5,2009,26,04B
44,5,2009,26,05
106,5,2009,26,06
25,5,2009,26,07
39,5,2009,26,08A
129,5,2009,26,08B
1,5,2009,26,09
3,5,2009,26,10
64,5,2009,26,11
93,5,2009,26,14
16,5,2009,26,15
49,5,2009,26,16
5,5,2009,26,17
222,5,2009,26,18
7,5,2009,26,19
3,5,2009,26,20
3,5,2009,26,24
80,5,2009,26,26
6,5,2009,27,01A
2,5,2009,27,02
33,5,2009,27,03
17,5,2009,27,04A
36,5,2009,27,04B
36,5,2009,27,05
142,5,2009,27,06
39,5,2009,27,07
50,5,2009,27,08A
183,5,2009,27,08B
1,5,2009,27,09
3,5,2009,27,10
57,5,2009,27,11
82,5,2009,27,14
17,5,2009,27,15
51,5,2009,27,16
4,5,2009,27,17
196,5,2009,27,18
16,5,2009,27,19
4,5,2009,27,20
1,5,2009,27,22
4,5,2009,27,24
104,5,2009,27,26
1,5,2009,28,01A
3,5,2009,28,02
51,5,2009,28,03
13,5,2009,28,04A
28,5,2009,28,04B
61,5,2009,28,05
565,5,2009,28,06
64,5,2009,28,07
61,5,2009,28,08A
177,5,2009,28,08B
2,5,2009,28,09
14,5,2009,28,10
57,5,2009,28,11
1,5,2009,28,13
188,5,2009,28,14
7,5,2009,28,15
9,5,2009,28,16
3,5,2009,28,17
61,5,2009,28,18
2,5,2009,28,19
5,5,2009,28,20
3,5,2009,28,22
17,5,2009,28,24
197,5,2009,28,26
2,5,2009,29,01A
4,5,2009,29,02
91,5,2009,29,03
37,5,2009,29,04A
47,5,2009,29,04B
94,5,2009,29,05
187,5,2009,29,06
45,5,2009,29,07
58,5,2009,29,08A
309,5,2009,29,08B
1,5,2009,29,09
4,5,2009,29,10
18,5,2009,29,11
150,5,2009,29,14
7,5,2009,29,15
6,5,2009,29,16
3,5,2009,29,17
317,5,2009,29,18
8,5,2009,29,19
6,5,2009,29,20
11,5,2009,29,24
196,5,2009,29,26
1,5,2009,30,01A
6,5,2009,30,02
33,5,2009,30,03
16,5,2009,30,04A
18,5,2009,30,04B
46,5,2009,30,05
135,5,2009,30,06
48,5,2009,30,07
50,5,2009,30,08A
137,5,2009,30,08B
3,5,2009,30,10
22,5,2009,30,11
103,5,2009,30,14
22,5,2009,30,15
17,5,2009,30,16
4,5,2009,30,17
96,5,2009,30,18
6,5,2009,30,20
11,5,2009,30,22
26,5,2009,30,24
111,5,2009,30,26
3,5,2009,31,01A
3,5,2009,31,02
18,5,2009,31,03
18,5,2009,31,04A
13,5,2009,31,04B
22,5,2009,31,05
116,5,2009,31,06
23,5,2009,31,07
34,5,2009,31,08A
75,5,2009,31,08B
2,5,2009,31,09
4,5,2009,31,10
12,5,2009,31,11
1,5,2009,31,13
86,5,2009,31,14
9,5,2009,31,15
4,5,2009,31,17
40,5,2009,31,18
1,5,2009,31,19
3,5,2009,31,20
4,5,2009,31,22
16,5,2009,31,24
66,5,2009,31,26
4,5,2009,32,02
50,5,2009,32,03
4,5,2009,32,04A
5,5,2009,32,04B
32,5,2009,32,05
686,5,2009,32,06
24,5,2009,32,07
36,5,2009,32,08A
98,5,2009,32,08B
14,5,2009,32,10
115,5,2009,32,11
1,5,2009,32,12
52,5,2009,32,14
5,5,2009,32,15
14,5,2009,32,16
6,5,2009,32,17
45,5,2009,32,18
4,5,2009,32,22
26,5,2009,32,24
131,5,2009,32,26
1,5,2009,33,02
5,5,2009,33,03
3,5,2009,33,04A
4,5,2009,33,04B
6,5,2009,33,05
97,5,2009,33,06
6,5,2009,33,07
15,5,2009,33,08A
30,5,2009,33,08B
5,5,2009,33,10
23,5,2009,33,11
1,5,2009,33,13
25,5,2009,33,14
1,5,2009,33,16
30,5,2009,33,18
2,5,2009,33,22
4,5,2009,33,24
72,5,2009,33,26
12,5,2009,34,03
3,5,2009,34,04A
5,5,2009,34,04B
9,5,2009,34,05
50,5,2009,34,06
10,5,2009,34,07
4,5,2009,34,08A
21,5,2009,34,08B
1,5,2009,34,10
8,5,2009,34,11
21,5,2009,34,14
1,5,2009,34,15
1,5,2009,34,16
1,5,2009,34,17
17,5,2009,34,18
1,5,2009,34,20
22,5,2009,34,26
4,5,2009,35,02
24,5,2009,35,03
4,5,2009,35,04A
10,5,2009,35,04B
15,5,2009,35,05
94,5,2009,35,06
24,5,2009,35,07
23,5,2009,35,08A
81,5,2009,35,08B
1,5,2009,35,09
4,5,2009,35,10
16,5,2009,35,11
39,5,2009,35,14
4,5,2009,35,15
1,5,2009,35,16
77,5,2009,35,18
2,5,2009,35,19
2,5,2009,35,20
1,5,2009,35,24
80,5,2009,35,26
4,5,2009,36,03
3,5,2009,36,04A
4,5,2009,36,04B
9,5,2009,36,05
23,5,2009,36,06
6,5,2009,36,07
6,5,2009,36,08A
12,5,2009,36,08B
5,5,2009,36,11
13,5,2009,36,14
1,5,2009,36,17
6,5,2009,36,18
1,5,2009,36,20
11,5,2009,36,26
8,5,2009,37,03
1,5,2009,37,04A
6,5,2009,37,04B
6,5,2009,37,05
37,5,2009,37,06
6,5,2009,37,07
12,5,2009,37,08A
31,5,2009,37,08B
1,5,2009,37,09
3,5,2009,37,11
1,5,2009,37,13
6,5,2009,37,14
4,5,2009,37,15
27,5,2009,37,18
1,5,2009,37,20
1,5,2009,37,24
23,5,2009,37,26
2,5,2009,38,01A
7,5,2009,38,02
40,5,2009,38,03
10,5,2009,38,04A
28,5,2009,38,04B
88,5,2009,38,05
151,5,2009,38,06
30,5,2009,38,07
37,5,2009,38,08A
119,5,2009,38,08B
1,5,2009,38,09
3,5,2009,38,10
11,5,2009,38,11
77,5,2009,38,14
11,5,2009,38,15
23,5,2009,38,16
5,5,2009,38,17
89,5,2009,38,18
4,5,2009,38,19
3,5,2009,38,20
1,5,2009,38,22
2,5,2009,38,24
97,5,2009,38,26
6,5,2009,39,03
3,5,2009,39,04A
7,5,2009,39,04B
19,5,2009,39,05
85,5,2009,39,06
11,5,2009,39,07
23,5,2009,39,08A
37,5,2009,39,08B
1,5,2009,39,10
12,5,2009,39,11
29,5,2009,39,14
2,5,2009,39,15
3,5,2009,39,17
25,5,2009,39,18
2,5,2009,39,19
1,5,2009,39,20
2,5,2009,39,24
42,5,2009,39,26
3,5,2009,40,02
30,5,2009,40,03
14,5,2009,40,04A
23,5,2009,40,04B
33,5,2009,40,05
86,5,2009,40,06
26,5,2009,40,07
39,5,2009,40,08A
88,5,2009,40,08B
15,5,2009,40,11
57,5,2009,40,14
10,5,2009,40,15
31,5,2009,40,16
61,5,2009,40,18
3,5,2009,40,19
2,5,2009,40,20
1,5,2009,40,22
1,5,2009,40,24
67,5,2009,40,26
1,5,2009,41,02
25,5,2009,41,03
3,5,2009,41,04B
25,5,2009,41,05
110,5,2009,41,06
13,5,2009,41,07
13,5,2009,41,08A
35,5,2009,41,08B
2,5,2009,41,10
23,5,2009,41,11
23,5,2009,41,14
1,5,2009,41,17
13,5,2009,41,18
1,5,2009,41,20
26,5,2009,41,26
5,5,2009,42,02
46,5,2009,42,03
25,5,2009,42,04A
43,5,2009,42,04B
94,5,2009,42,05
126,5,2009,42,06
36,5,2009,42,07
53,5,2009,42,08A
159,5,2009,42,08B
4,5,2009,42,09
5,5,2009,42,10
27,5,2009,42,11
1,5,2009,42,12
109,5,2009,42,14
21,5,2009,42,15
1,5,2009,42,17
122,5,2009,42,18
4,5,2009,42,19
4,5,2009,42,20
1,5,2009,42,22
18,5,2009,42,24
142,5,2009,42,26
2,5,2009,43,01A
8,5,2009,43,02
104,5,2009,43,03
32,5,2009,43,04A
60,5,2009,43,04B
183,5,2009,43,05
258,5,2009,43,06
82,5,2009,43,07
81,5,2009,43,08A
279,5,2009,43,08B
1,5,2009,43,09
11,5,2009,43,10
51,5,2009,43,11
193,5,2009,43,14
28,5,2009,43,15
15,5,2009,43,16
6,5,2009,43,17
256,5,2009,43,18
3,5,2009,43,19
7,5,2009,43,20
2,5,2009,43,22
18,5,2009,43,24
201,5,2009,43,26
3,5,2009,44,01A
2,5,2009,44,02
84,5,2009,44,03
20,5,2009,44,04A
37,5,2009,44,04B
104,5,2009,44,05
227,5,2009,44,06
64,5,2009,44,07
58,5,2009,44,08A
180,5,2009,44,08B
4,5,2009,44,09
5,5,2009,44,10
34,5,2009,44,11
1,5,2009,44,12
143,5,2009,44,14
19,5,2009,44,15
8,5,2009,44,16
1,5,2009,44,17
138,5,2009,44,18
5,5,2009,44,19
2,5,2009,44,20
1,5,2009,44,22
6,5,2009,44,24
112,5,2009,44,26
1,5,2009,45,01A
3,5,2009,45,02
19,5,2009,45,03
4,5,2009,45,04A
4,5,2009,45,04B
34,5,2009,45,05
53,5,2009,45,06
11,5,2009,45,07
14,5,2009,45,08A
37,5,2009,45,08B
1,5,2009,45,09
4,5,2009,45,10
7,5,2009,45,11
30,5,2009,45,14
4,5,2009,45,15
1,5,2009,45,17
31,5,2009,45,18
3,5,2009,45,20
3,5,2009,45,24
30,5,2009,45,26
7,5,2009,46,01A
8,5,2009,46,02
50,5,2009,46,03
27,5,2009,46,04A
34,5,2009,46,04B
102,5,2009,46,05
120,5,2009,46,06
34,5,2009,46,07
68,5,2009,46,08A
162,5,2009,46,08B
1,5,2009,46,09
7,5,2009,46,10
26,5,2009,46,11
121,5,2009,46,14
22,5,2009,46,15
17,5,2009,46,16
6,5,2009,46,17
209,5,2009,46,18
2,5,2009,46,19
3,5,2009,46,20
2,5,2009,46,22
10,5,2009,46,24
121,5,2009,46,26
4,5,2009,47,03
1,5,2009,47,04A
2,5,2009,47,04B
5,5,2009,47,05
11,5,2009,47,06
3,5,2009,47,07
5,5,2009,47,08A
7,5,2009,47,08B
1,5,2009,47,11
12,5,2009,47,14
12,5,2009,47,18
1,5,2009,47,19
1,5,2009,47,20
1,5,2009,47,24
10,5,2009,47,26
17,5,2009,48,03
6,5,2009,48,04A
8,5,2009,48,04B
32,5,2009,48,05
54,5,2009,48,06
19,5,2009,48,07
15,5,2009,48,08A
39,5,2009,48,08B
1,5,2009,48,10
11,5,2009,48,11
56,5,2009,48,14
4,5,2009,48,15
23,5,2009,48,18
2,5,2009,48,20
1,5,2009,48,22
35,5,2009,48,26
2,5,2009,49,02
71,5,2009,49,03
31,5,2009,49,04A
47,5,2009,49,04B
147,5,2009,49,05
246,5,2009,49,06
58,5,2009,49,07
83,5,2009,49,08A
269,5,2009,49,08B
2,5,2009,49,09
4,5,2009,49,10
26,5,2009,49,11
195,5,2009,49,14
30,5,2009,49,15
17,5,2009,49,16
4,5,2009,49,17
247,5,2009,49,18
3,5,2009,49,19
3,5,2009,49,20
1,5,2009,49,22
16,5,2009,49,24
152,5,2009,49,26
1,5,2009,50,02
6,5,2009,50,03
7,5,2009,50,04A
5,5,2009,50,04B
15,5,2009,50,05
34,5,2009,50,06
8,5,2009,50,07
26,5,2009,50,08A
