count,weekday,year,community_area,primary_type
4,3,2008,16,17
39,3,2008,16,18
1,3,2008,16,19
5,3,2008,16,22
5,3,2008,16,24
76,3,2008,16,26
2,3,2008,17,02
16,3,2008,17,03
1,3,2008,17,04A
37,3,2008,17,05
106,3,2008,17,06
7,3,2008,17,07
14,3,2008,17,08A
42,3,2008,17,08B
2,3,2008,17,09
3,3,2008,17,10
18,3,2008,17,11
74,3,2008,17,14
4,3,2008,17,17
15,3,2008,17,18
1,3,2008,17,19
1,3,2008,17,20
1,3,2008,17,22
60,3,2008,17,26
4,3,2008,18,03
1,3,2008,18,04A
1,3,2008,18,04B
17,3,2008,18,05
30,3,2008,18,06
14,3,2008,18,07
9,3,2008,18,08A
20,3,2008,18,08B
2,3,2008,18,10
7,3,2008,18,11
21,3,2008,18,14
3,3,2008,18,18
1,3,2008,18,20
16,3,2008,18,26
44,3,2008,19,03
20,3,2008,19,04A
17,3,2008,19,04B
97,3,2008,19,05
255,3,2008,19,06
70,3,2008,19,07
44,3,2008,19,08A
147,3,2008,19,08B
3,3,2008,19,09
9,3,2008,19,10
27,3,2008,19,11
157,3,2008,19,14
8,3,2008,19,15
12,3,2008,19,16
6,3,2008,19,17
90,3,2008,19,18
1,3,2008,19,19
8,3,2008,19,20
1,3,2008,19,22
5,3,2008,19,24
121,3,2008,19,26
1,3,2008,20,02
10,3,2008,20,03
7,3,2008,20,04A
12,3,2008,20,04B
29,3,2008,20,05
48,3,2008,20,06
22,3,2008,20,07
18,3,2008,20,08A
57,3,2008,20,08B
1,3,2008,20,09
1,3,2008,20,10
8,3,2008,20,11
1,3,2008,20,13
52,3,2008,20,14
3,3,2008,20,15
9,3,2008,20,16
34,3,2008,20,18
1,3,2008,20,20
2,3,2008,20,22
2,3,2008,20,24
43,3,2008,20,26
3,3,2008,21,02
17,3,2008,21,03
3,3,2008,21,04A
14,3,2008,21,04B
42,3,2008,21,05
125,3,2008,21,06
40,3,2008,21,07
11,3,2008,21,08A
66,3,2008,21,08B
1,3,2008,21,09
4,3,2008,21,10
20,3,2008,21,11
82,3,2008,21,14
5,3,2008,21,15
1,3,2008,21,16
4,3,2008,21,17
35,3,2008,21,18
3,3,2008,21,20
5,3,2008,21,24
52,3,2008,21,26
12,3,2008,22,02
41,3,2008,22,03
17,3,2008,22,04A
18,3,2008,22,04B
116,3,2008,22,05
353,3,2008,22,06
75,3,2008,22,07
59,3,2008,22,08A
156,3,2008,22,08B
5,3,2008,22,09
11,3,2008,22,10
48,3,2008,22,11
180,3,2008,22,14
12,3,2008,22,15
11,3,2008,22,16
6,3,2008,22,17
80,3,2008,22,18
2,3,2008,22,19
4,3,2008,22,20
7,3,2008,22,22
2,3,2008,22,24
101,3,2008,22,26
5,3,2008,23,01A
5,3,2008,23,02
83,3,2008,23,03
33,3,2008,23,04A
54,3,2008,23,04B
84,3,2008,23,05
264,3,2008,23,06
88,3,2008,23,07
98,3,2008,23,08A
323,3,2008,23,08B
3,3,2008,23,09
12,3,2008,23,10
35,3,2008,23,11
1,3,2008,23,13
189,3,2008,23,14
31,3,2008,23,15
90,3,2008,23,16
9,3,2008,23,17
390,3,2008,23,18
10,3,2008,23,19
5,3,2008,23,20
3,3,2008,23,22
12,3,2008,23,24
179,3,2008,23,26
2,3,2008,24,02
59,3,2008,24,03
14,3,2008,24,04A
29,3,2008,24,04B
150,3,2008,24,05
627,3,2008,24,06
78,3,2008,24,07
66,3,2008,24,08A
173,3,2008,24,08B
10,3,2008,24,10
49,3,2008,24,11
1,3,2008,24,13
278,3,2008,24,14
9,3,2008,24,15
32,3,2008,24,16
9,3,2008,24,17
123,3,2008,24,18
2,3,2008,24,19
1,3,2008,24,20
10,3,2008,24,22
6,3,2008,24,24
136,3,2008,24,26
8,3,2008,25,01A
19,3,2008,25,02
182,3,2008,25,03
50,3,2008,25,04A
86,3,2008,25,04B
160,3,2008,25,05
541,3,2008,25,06
128,3,2008,25,07
196,3,2008,25,08A
574,3,2008,25,08B
7,3,2008,25,09
21,3,2008,25,10
89,3,2008,25,11
3,3,2008,25,12
1,3,2008,25,13
354,3,2008,25,14
50,3,2008,25,15
137,3,2008,25,16
10,3,2008,25,17
1016,3,2008,25,18
51,3,2008,25,19
8,3,2008,25,20
8,3,2008,25,22
22,3,2008,25,24
437,3,2008,25,26
2,3,2008,26,01A
44,3,2008,26,03
18,3,2008,26,04A
39,3,2008,26,04B
30,3,2008,26,05
120,3,2008,26,06
63,3,2008,26,07
69,3,2008,26,08A
158,3,2008,26,08B
1,3,2008,26,09
2,3,2008,26,10
66,3,2008,26,11
90,3,2008,26,14
9,3,2008,26,15
78,3,2008,26,16
2,3,2008,26,17
240,3,2008,26,18
3,3,2008,26,19
2,3,2008,26,20
1,3,2008,26,22
2,3,2008,26,24
95,3,2008,26,26
1,3,2008,27,01A
4,3,2008,27,02
52,3,2008,27,03
22,3,2008,27,04A
44,3,2008,27,04B
47,3,2008,27,05
173,3,2008,27,06
54,3,2008,27,07
65,3,2008,27,08A
209,3,2008,27,08B
2,3,2008,27,09
5,3,2008,27,10
38,3,2008,27,11
1,3,2008,27,13
125,3,2008,27,14
15,3,2008,27,15
65,3,2008,27,16
3,3,2008,27,17
204,3,2008,27,18
7,3,2008,27,19
1,3,2008,27,20
3,3,2008,27,22
5,3,2008,27,24
107,3,2008,27,26
8,3,2008,28,02
56,3,2008,28,03
20,3,2008,28,04A
23,3,2008,28,04B
60,3,2008,28,05
582,3,2008,28,06
65,3,2008,28,07
93,3,2008,28,08A
199,3,2008,28,08B
12,3,2008,28,10
56,3,2008,28,11
188,3,2008,28,14
8,3,2008,28,15
28,3,2008,28,16
6,3,2008,28,17
95,3,2008,28,18
6,3,2008,28,19
3,3,2008,28,20
2,3,2008,28,22
14,3,2008,28,24
215,3,2008,28,26
10,3,2008,29,02
80,3,2008,29,03
43,3,2008,29,04A
42,3,2008,29,04B
75,3,2008,29,05
224,3,2008,29,06
67,3,2008,29,07
92,3,2008,29,08A
322,3,2008,29,08B
5,3,2008,29,09
2,3,2008,29,10
27,3,2008,29,11
178,3,2008,29,14
17,3,2008,29,15
34,3,2008,29,16
4,3,2008,29,17
372,3,2008,29,18
16,3,2008,29,19
3,3,2008,29,20
4,3,2008,29,22
7,3,2008,29,24
237,3,2008,29,26
4,3,2008,30,01A
6,3,2008,30,02
30,3,2008,30,03
12,3,2008,30,04A
18,3,2008,30,04B
62,3,2008,30,05
142,3,2008,30,06
51,3,2008,30,07
58,3,2008,30,08A
147,3,2008,30,08B
1,3,2008,30,09
6,3,2008,30,10
11,3,2008,30,11
101,3,2008,30,14
7,3,2008,30,15
24,3,2008,30,16
9,3,2008,30,17
104,3,2008,30,18
2,3,2008,30,20
5,3,2008,30,22
18,3,2008,30,24
141,3,2008,30,26
2,3,2008,31,02
12,3,2008,31,03
9,3,2008,31,04A
12,3,2008,31,04B
32,3,2008,31,05
114,3,2008,31,06
29,3,2008,31,07
20,3,2008,31,08A
93,3,2008,31,08B
2,3,2008,31,10
20,3,2008,31,11
2,3,2008,31,13
89,3,2008,31,14
6,3,2008,31,15
5,3,2008,31,16
2,3,2008,31,17
39,3,2008,31,18
1,3,2008,31,19
2,3,2008,31,20
5,3,2008,31,22
14,3,2008,31,24
53,3,2008,31,26
2,3,2008,32,02
36,3,2008,32,03
4,3,2008,32,04A
6,3,2008,32,04B
9,3,2008,32,05
772,3,2008,32,06
24,3,2008,32,07
52,3,2008,32,08A
95,3,2008,32,08B
17,3,2008,32,10
150,3,2008,32,11
1,3,2008,32,12
60,3,2008,32,14
3,3,2008,32,15
27,3,2008,32,16
4,3,2008,32,17
44,3,2008,32,18
1,3,2008,32,20
3,3,2008,32,22
2,3,2008,32,24
149,3,2008,32,26
1,3,2008,33,02
7,3,2008,33,03
10,3,2008,33,04B
17,3,2008,33,05
130,3,2008,33,06
22,3,2008,33,07
22,3,2008,33,08A
48,3,2008,33,08B
1,3,2008,33,09
5,3,2008,33,10
23,3,2008,33,11
1,3,2008,33,13
33,3,2008,33,14
2,3,2008,33,15
2,3,2008,33,17
89,3,2008,33,18
1,3,2008,33,20
2,3,2008,33,24
164,3,2008,33,26
18,3,2008,34,03
1,3,2008,34,04A
4,3,2008,34,04B
16,3,2008,34,05
39,3,2008,34,06
7,3,2008,34,07
12,3,2008,34,08A
20,3,2008,34,08B
1,3,2008,34,10
7,3,2008,34,11
21,3,2008,34,14
1,3,2008,34,15
2,3,2008,34,17
16,3,2008,34,18
1,3,2008,34,22
1,3,2008,34,24
20,3,2008,34,26
2,3,2008,35,02
24,3,2008,35,03
7,3,2008,35,04A
13,3,2008,35,04B
15,3,2008,35,05
130,3,2008,35,06
15,3,2008,35,07
44,3,2008,35,08A
86,3,2008,35,08B
2,3,2008,35,10
5,3,2008,35,11
30,3,2008,35,14
2,3,2008,35,15
3,3,2008,35,17
133,3,2008,35,18
3,3,2008,35,19
4,3,2008,35,24
97,3,2008,35,26
5,3,2008,36,03
1,3,2008,36,04A
4,3,2008,36,04B
9,3,2008,36,05
28,3,2008,36,06
4,3,2008,36,07
8,3,2008,36,08A
24,3,2008,36,08B
1,3,2008,36,10
3,3,2008,36,11
10,3,2008,36,14
3,3,2008,36,15
2,3,2008,36,17
32,3,2008,36,18
16,3,2008,36,26
1,3,2008,37,02
9,3,2008,37,03
1,3,2008,37,04A
4,3,2008,37,04B
7,3,2008,37,05
41,3,2008,37,06
2,3,2008,37,07
13,3,2008,37,08A
33,3,2008,37,08B
5,3,2008,37,11
26,3,2008,37,14
3,3,2008,37,15
1,3,2008,37,16
1,3,2008,37,17
45,3,2008,37,18
2,3,2008,37,20
2,3,2008,37,24
20,3,2008,37,26
3,3,2008,38,02
45,3,2008,38,03
15,3,2008,38,04A
21,3,2008,38,04B
57,3,2008,38,05
140,3,2008,38,06
38,3,2008,38,07
52,3,2008,38,08A
132,3,2008,38,08B
5,3,2008,38,10
14,3,2008,38,11
67,3,2008,38,14
4,3,2008,38,15
34,3,2008,38,16
3,3,2008,38,17
75,3,2008,38,18
4,3,2008,38,19
1,3,2008,38,20
10,3,2008,38,24
87,3,2008,38,26
2,3,2008,39,02
9,3,2008,39,03
4,3,2008,39,04A
10,3,2008,39,04B
13,3,2008,39,05
60,3,2008,39,06
16,3,2008,39,07
26,3,2008,39,08A
71,3,2008,39,08B
2,3,2008,39,10
10,3,2008,39,11
39,3,2008,39,14
5,3,2008,39,15
23,3,2008,39,18
4,3,2008,39,19
2,3,2008,39,24
44,3,2008,39,26
3,3,2008,40,02
20,3,2008,40,03
16,3,2008,40,04A
20,3,2008,40,04B
40,3,2008,40,05
82,3,2008,40,06
33,3,2008,40,07
40,3,2008,40,08A
130,3,2008,40,08B
1,3,2008,40,10
6,3,2008,40,11
71,3,2008,40,14
11,3,2008,40,15
41,3,2008,40,16
2,3,2008,40,17
60,3,2008,40,18
5,3,2008,40,19
4,3,2008,40,20
4,3,2008,40,24
59,3,2008,40,26
1,3,2008,41,01A
15,3,2008,41,03
3,3,2008,41,04A
3,3,2008,41,04B
18,3,2008,41,05
101,3,2008,41,06
36,3,2008,41,07
19,3,2008,41,08A
27,3,2008,41,08B
6,3,2008,41,10
18,3,2008,41,11
33,3,2008,41,14
3,3,2008,41,15
1,3,2008,41,17
5,3,2008,41,18
1,3,2008,41,19
2,3,2008,41,20
1,3,2008,41,22
1,3,2008,41,24
27,3,2008,41,26
6,3,2008,42,02
49,3,2008,42,03
23,3,2008,42,04A
33,3,2008,42,04B
81,3,2008,42,05
141,3,2008,42,06
28,3,2008,42,07
38,3,2008,42,08A
204,3,2008,42,08B
5,3,2008,42,10
18,3,2008,42,11
101,3,2008,42,14
7,3,2008,42,15
13,3,2008,42,16
3,3,2008,42,17
112,3,2008,42,18
4,3,2008,42,19
3,3,2008,42,20
4,3,2008,42,22
12,3,2008,42,24
170,3,2008,42,26
1,3,2008,43,01A
11,3,2008,43,02
119,3,2008,43,03
32,3,2008,43,04A
67,3,2008,43,04B
175,3,2008,43,05
344,3,2008,43,06
94,3,2008,43,07
104,3,2008,43,08A
335,3,2008,43,08B
1,3,2008,43,09
11,3,2008,43,10
49,3,2008,43,11
278,3,2008,43,14
36,3,2008,43,15
16,3,2008,43,16
2,3,2008,43,17
188,3,2008,43,18
9,3,2008,43,19
13,3,2008,43,20
2,3,2008,43,22
15,3,2008,43,24
234,3,2008,43,26
1,3,2008,44,01A
3,3,2008,44,02
80,3,2008,44,03
18,3,2008,44,04A
43,3,2008,44,04B
91,3,2008,44,05
257,3,2008,44,06
103,3,2008,44,07
66,3,2008,44,08A
185,3,2008,44,08B
9,3,2008,44,10
40,3,2008,44,11
1,3,2008,44,12
146,3,2008,44,14
12,3,2008,44,15
5,3,2008,44,17
149,3,2008,44,18
3,3,2008,44,19
5,3,2008,44,20
6,3,2008,44,24
118,3,2008,44,26
1,3,2008,45,01A
1,3,2008,45,02
22,3,2008,45,03
3,3,2008,45,04A
3,3,2008,45,04B
34,3,2008,45,05
76,3,2008,45,06
27,3,2008,45,07
26,3,2008,45,08A
76,3,2008,45,08B
1,3,2008,45,09
5,3,2008,45,10
8,3,2008,45,11
42,3,2008,45,14
4,3,2008,45,15
3,3,2008,45,17
23,3,2008,45,18
1,3,2008,45,20
5,3,2008,45,24
28,3,2008,45,26
1,3,2008,46,01A
4,3,2008,46,02
53,3,2008,46,03
25,3,2008,46,04A
47,3,2008,46,04B
93,3,2008,46,05
185,3,2008,46,06
41,3,2008,46,07
69,3,2008,46,08A
209,3,2008,46,08B
16,3,2008,46,10
23,3,2008,46,11
155,3,2008,46,14
13,3,2008,46,15
1,3,2008,46,16
4,3,2008,46,17
139,3,2008,46,18
1,3,2008,46,19
7,3,2008,46,20
3,3,2008,46,22
10,3,2008,46,24
129,3,2008,46,26
4,3,2008,47,03
2,3,2008,47,04B
14,3,2008,47,05
13,3,2008,47,06
3,3,2008,47,07
4,3,2008,47,08A
20,3,2008,47,08B
1,3,2008,47,10
2,3,2008,47,11
13,3,2008,47,14
13,3,2008,47,18
1,3,2008,47,19
2,3,2008,47,20
1,3,2008,47,22
1,3,2008,47,24
13,3,2008,47,26
1,3,2008,48,02
21,3,2008,48,03
5,3,2008,48,04A
5,3,2008,48,04B
22,3,2008,48,05
72,3,2008,48,06
13,3,2008,48,07
11,3,2008,48,08A
47,3,2008,48,08B
2,3,2008,48,10
15,3,2008,48,11
1,3,2008,48,12
43,3,2008,48,14
1,3,2008,48,15
2,3,2008,48,17
25,3,2008,48,18
1,3,2008,48,20
34,3,2008,48,26
2,3,2008,49,01A
6,3,2008,49,02
77,3,2008,49,03
33,3,2008,49,04A
49,3,2008,49,04B
155,3,2008,49,05
266,3,2008,49,06
79,3,2008,49,07
120,3,2008,49,08A
271,3,2008,49,08B
4,3,2008,49,09
7,3,2008,49,10
31,3,2008,49,11
227,3,2008,49,14
19,3,2008,49,15
3,3,2008,49,16
7,3,2008,49,17
229,3,2008,49,18
7,3,2008,49,19
9,3,2008,49,20
2,3,2008,49,22
12,3,2008,49,24
163,3,2008,49,26
8,3,2008,50,03
8,3,2008,50,04A
13,3,2008,50,04B
10,3,2008,50,05
48,3,2008,50,06
7,3,2008,50,07
46,3,2008,50,08A
51,3,2008,50,08B
1,3,2008,50,10
8,3,2008,50,11
36,3,2008,50,14
4,3,2008,50,15
14,3,2008,50,18
2,3,2008,50,20
1,3,2008,50,24
25,3,2008,50,26
1,3,2008,51,01A
14,3,2008,51,03
9,3,2008,51,04A
10,3,2008,51,04B
43,3,2008,51,05
60,3,2008,51,06
28,3,2008,51,07
27,3,2008,51,08A
59,3,2008,51,08B
2,3,2008,51,10
15,3,2008,51,11
1,3,2008,51,12
58,3,2008,51,14
5,3,2008,51,15
2,3,2008,51,17
21,3,2008,51,18
2,3,2008,51,19
3,3,2008,51,20
1,3,2008,51,24
41,3,2008,51,26
3,3,2008,52,03
6,3,2008,52,04A
7,3,2008,52,04B
33,3,2008,52,05
46,3,2008,52,06
14,3,2008,52,07
22,3,2008,52,08A
45,3,2008,52,08B
1,3,2008,52,10
6,3,2008,52,11
50,3,2008,52,14
1,3,2008,52,15
2,3,2008,52,17
21,3,2008,52,18
3,3,2008,52,20
1,3,2008,52,22
9,3,2008,52,24
31,3,2008,52,26
5,3,2008,53,02
40,3,2008,53,03
32,3,2008,53,04A
34,3,2008,53,04B
109,3,2008,53,05
144,3,2008,53,06
47,3,2008,53,07
57,3,2008,53,08A
176,3,2008,53,08B
2,3,2008,53,09
7,3,2008,53,10
10,3,2008,53,11
153,3,2008,53,14
10,3,2008,53,15
14,3,2008,53,16
5,3,2008,53,17
69,3,2008,53,18
1,3,2008,53,19
5,3,2008,53,20
5,3,2008,53,24
89,3,2008,53,26
3,3,2008,54,02
11,3,2008,54,03
8,3,2008,54,04A
6,3,2008,54,04B
9,3,2008,54,05
26,3,2008,54,06
7,3,2008,54,07
15,3,2008,54,08A
54,3,2008,54,08B
3,3,2008,54,11
29,3,2008,54,14
5,3,2008,54,15
1,3,2008,54,17
13,3,2008,54,18
2,3,2008,54,20
23,3,2008,54,26
6,3,2008,55,03
1,3,2008,55,04A
1,3,2008,55,04B
7,3,2008,55,05
24,3,2008,55,06
9,3,2008,55,07
11,3,2008,55,08A
32,3,2008,55,08B
1,3,2008,55,10
8,3,2008,55,11
23,3,2008,55,14
1,3,2008,55,15
1,3,2008,55,17
13,3,2008,55,18
2,3,2008,55,20
2,3,2008,55,22
1,3,2008,55,24
14,3,2008,55,26
1,3,2008,56,01A
1,3,2008,56,02
15,3,2008,56,03
8,3,2008,56,04A
12,3,2008,56,04B
27,3,2008,56,05
98,3,2008,56,06
32,3,2008,56,07
24,3,2008,56,08A
56,3,2008,56,08B
6,3,2008,56,10
16,3,2008,56,11
84,3,2008,56,14
8,3,2008,56,15
31,3,2008,56,16
4,3,2008,56,17
42,3,2008,56,18
2,3,2008,56,19
2,3,2008,56,20
2,3,2008,56,24
55,3,2008,56,26
1,3,2008,57,02
10,3,2008,57,03
5,3,2008,57,04A
6,3,2008,57,04B
14,3,2008,57,05
47,3,2008,57,06
14,3,2008,57,07
10,3,2008,57,08A
16,3,2008,57,08B
1,3,2008,57,09
10,3,2008,57,11
1,3,2008,57,13
36,3,2008,57,14
1,3,2008,57,15
5,3,2008,57,16
2,3,2008,57,17
9,3,2008,57,18
1,3,2008,57,22
19,3,2008,57,26
1,3,2008,58,01A
3,3,2008,58,02
30,3,2008,58,03
3,3,2008,58,04A
5,3,2008,58,04B
37,3,2008,58,05
102,3,2008,58,06
35,3,2008,58,07
20,3,2008,58,08A
78,3,2008,58,08B
4,3,2008,58,10
17,3,2008,58,11
92,3,2008,58,14
9,3,2008,58,15
10,3,2008,58,16
2,3,2008,58,17
45,3,2008,58,18
1,3,2008,58,20
3,3,2008,58,22
7,3,2008,58,24
49,3,2008,58,26
2,3,2008,59,02
7,3,2008,59,03
5,3,2008,59,04A
8,3,2008,59,04B
10,3,2008,59,05
71,3,2008,59,06
15,3,2008,59,07
8,3,2008,59,08A
31,3,2008,59,08B
3,3,2008,59,10
6,3,2008,59,11
41,3,2008,59,14
1,3,2008,59,15
4,3,2008,59,17
14,3,2008,59,18
3,3,2008,59,22
1,3,2008,59,24
14,3,2008,59,26
2,3,2008,60,02
16,3,2008,60,03
7,3,2008,60,04A
6,3,2008,60,04B
33,3,2008,60,05
80,3,2008,60,06
20,3,2008,60,07
18,3,2008,60,08A
41,3,2008,60,08B
11,3,2008,60,11
60,3,2008,60,14
6,3,2008,60,15
3,3,2008,60,17
26,3,2008,60,18
2,3,2008,60,20
2,3,2008,60,22
1,3,2008,60,24
39,3,2008,60,26
8,3,2008,61,02
48,3,2008,61,03
26,3,2008,61,04A
45,3,2008,61,04B
67,3,2008,61,05
216,3,2008,61,06
52,3,2008,61,07
73,3,2008,61,08A
193,3,2008,61,08B
4,3,2008,61,09
6,3,2008,61,10
18,3,2008,61,11
137,3,2008,61,14
24,3,2008,61,15
43,3,2008,61,16
4,3,2008,61,17
170,3,2008,61,18
3,3,2008,61,19
7,3,2008,61,20
5,3,2008,61,22
11,3,2008,61,24
127,3,2008,61,26
6,3,2008,62,03
3,3,2008,62,04A
4,3,2008,62,04B
32,3,2008,62,05
50,3,2008,62,06
6,3,2008,62,07
11,3,2008,62,08A
28,3,2008,62,08B
5,3,2008,62,10
12,3,2008,62,11
58,3,2008,62,14
1,3,2008,62,15
1,3,2008,62,17
18,3,2008,62,18
1,3,2008,62,20
1,3,2008,62,22
3,3,2008,62,24
23,3,2008,62,26
4,3,2008,63,02
20,3,2008,63,03
7,3,2008,63,04A
11,3,2008,63,04B
55,3,2008,63,05
113,3,2008,63,06
36,3,2008,63,07
19,3,2008,63,08A
74,3,2008,63,08B
1,3,2008,63,10
14,3,2008,63,11
89,3,2008,63,14
10,3,2008,63,15
1,3,2008,63,17
41,3,2008,63,18
3,3,2008,63,20
2,3,2008,63,22
10,3,2008,63,24
44,3,2008,63,26
4,3,2008,64,03
3,3,2008,64,04A
5,3,2008,64,04B
21,3,2008,64,05
48,3,2008,64,06
13,3,2008,64,07
16,3,2008,64,08A
29,3,2008,64,08B
1,3,2008,64,10
15,3,2008,64,11
44,3,2008,64,14
1,3,2008,64,15
15,3,2008,64,18
1,3,2008,64,20
1,3,2008,64,24
34,3,2008,64,26
1,3,2008,65,01A
1,3,2008,65,02
19,3,2008,65,03
5,3,2008,65,04A
5,3,2008,65,04B
43,3,2008,65,05
156,3,2008,65,06
16,3,2008,65,07
19,3,2008,65,08A
43,3,2008,65,08B
4,3,2008,65,10
14,3,2008,65,11
67,3,2008,65,14
5,3,2008,65,15
2,3,2008,65,17
22,3,2008,65,18
1,3,2008,65,20
2,3,2008,65,24
34,3,2008,65,26
2,3,2008,66,01A
4,3,2008,66,02
80,3,2008,66,03
36,3,2008,66,04A
42,3,2008,66,04B
144,3,2008,66,05
239,3,2008,66,06
76,3,2008,66,07
84,3,2008,66,08A
233,3,2008,66,08B
4,3,2008,66,09
8,3,2008,66,10
22,3,2008,66,11
1,3,2008,66,13
192,3,2008,66,14
33,3,2008,66,15
6,3,2008,66,16
9,3,2008,66,17
173,3,2008,66,18
4,3,2008,66,19
15,3,2008,66,20
5,3,2008,66,22
20,3,2008,66,24
154,3,2008,66,26
2,3,2008,67,01A
6,3,2008,67,02
96,3,2008,67,03
42,3,2008,67,04A
82,3,2008,67,04B
135,3,2008,67,05
252,3,2008,67,06
83,3,2008,67,07
99,3,2008,67,08A
352,3,2008,67,08B
2,3,2008,67,09
12,3,2008,67,10
21,3,2008,67,11
238,3,2008,67,14
29,3,2008,67,15
33,3,2008,67,16
9,3,2008,67,17
278,3,2008,67,18
8,3,2008,67,19
8,3,2008,67,20
1,3,2008,67,22
8,3,2008,67,24
168,3,2008,67,26
4,3,2008,68,01A
6,3,2008,68,02
104,3,2008,68,03
29,3,2008,68,04A
72,3,2008,68,04B
133,3,2008,68,05
228,3,2008,68,06
91,3,2008,68,07
122,3,2008,68,08A
352,3,2008,68,08B
4,3,2008,68,09
3,3,2008,68,10
17,3,2008,68,11
2,3,2008,68,13
192,3,2008,68,14
25,3,2008,68,15
51,3,2008,68,16
9,3,2008,68,17
200,3,2008,68,18
8,3,2008,68,19
6,3,2008,68,20
2,3,2008,68,22
12,3,2008,68,24
154,3,2008,68,26
7,3,2008,69,01A
5,3,2008,69,02
97,3,2008,69,03
36,3,2008,69,04A
60,3,2008,69,04B
113,3,2008,69,05
243,3,2008,69,06
96,3,2008,69,07
93,3,2008,69,08A
254,3,2008,69,08B
3,3,2008,69,09
9,3,2008,69,10
26,3,2008,69,11
177,3,2008,69,14
17,3,2008,69,15
2,3,2008,69,16
5,3,2008,69,17
176,3,2008,69,18
2,3,2008,69,19
8,3,2008,69,20
3,3,2008,69,22
13,3,2008,69,24
176,3,2008,69,26
1,3,2008,70,01A
1,3,2008,70,02
33,3,2008,70,03
8,3,2008,70,04A
13,3,2008,70,04B
71,3,2008,70,05
116,3,2008,70,06
30,3,2008,70,07
29,3,2008,70,08A
65,3,2008,70,08B
1,3,2008,70,09
5,3,2008,70,10
25,3,2008,70,11
2,3,2008,70,13
116,3,2008,70,14
2,3,2008,70,15
1,3,2008,70,17
30,3,2008,70,18
1,3,2008,70,20
8,3,2008,70,24
70,3,2008,70,26
2,3,2008,71,01A
10,3,2008,71,02
99,3,2008,71,03
42,3,2008,71,04A
50,3,2008,71,04B
128,3,2008,71,05
291,3,2008,71,06
99,3,2008,71,07
93,3,2008,71,08A
272,3,2008,71,08B
3,3,2008,71,09
8,3,2008,71,10
30,3,2008,71,11
1,3,2008,71,12
217,3,2008,71,14
23,3,2008,71,15
11,3,2008,71,16
5,3,2008,71,17
290,3,2008,71,18
7,3,2008,71,19
7,3,2008,71,20
2,3,2008,71,22
14,3,2008,71,24
174,3,2008,71,26
9,3,2008,72,03
3,3,2008,72,04A
3,3,2008,72,04B
41,3,2008,72,05
59,3,2008,72,06
10,3,2008,72,07
9,3,2008,72,08A
25,3,2008,72,08B
3,3,2008,72,10
8,3,2008,72,11
36,3,2008,72,14
2,3,2008,72,15
1,3,2008,72,17
3,3,2008,72,18
2,3,2008,72,20
1,3,2008,72,24
28,3,2008,72,26
8,3,2008,73,02
34,3,2008,73,03
11,3,2008,73,04A
15,3,2008,73,04B
55,3,2008,73,05
132,3,2008,73,06
43,3,2008,73,07
41,3,2008,73,08A
107,3,2008,73,08B
4,3,2008,73,10
21,3,2008,73,11
1,3,2008,73,13
87,3,2008,73,14
13,3,2008,73,15
2,3,2008,73,16
1,3,2008,73,17
63,3,2008,73,18
2,3,2008,73,19
1,3,2008,73,20
1,3,2008,73,22
7,3,2008,73,24
74,3,2008,73,26
1,3,2008,74,03
9,3,2008,74,05
39,3,2008,74,06
4,3,2008,74,07
6,3,2008,74,08A
14,3,2008,74,08B
1,3,2008,74,10
10,3,2008,74,11
20,3,2008,74,14
2,3,2008,74,17
3,3,2008,74,18
1,3,2008,74,20
14,3,2008,74,26
1,3,2008,75,01A
2,3,2008,75,02
16,3,2008,75,03
9,3,2008,75,04A
11,3,2008,75,04B
52,3,2008,75,05
95,3,2008,75,06
24,3,2008,75,07
22,3,2008,75,08A
84,3,2008,75,08B
2,3,2008,75,10
16,3,2008,75,11
69,3,2008,75,14
7,3,2008,75,15
1,3,2008,75,17
32,3,2008,75,18
6,3,2008,75,20
2,3,2008,75,24
57,3,2008,75,26
1,3,2008,76,02
1,3,2008,76,03
2,3,2008,76,05
108,3,2008,76,06
8,3,2008,76,07
10,3,2008,76,08A
27,3,2008,76,08B
4,3,2008,76,10
23,3,2008,76,11
1,3,2008,76,12
28,3,2008,76,14
2,3,2008,76,15
5,3,2008,76,18
1,3,2008,76,20
104,3,2008,76,26
3,3,2008,77,02
34,3,2008,77,03
7,3,2008,77,04A
4,3,2008,77,04B
41,3,2008,77,05
182,3,2008,77,06
20,3,2008,77,07
25,3,2008,77,08A
79,3,2008,77,08B
2,3,2008,77,09
8,3,2008,77,10
22,3,2008,77,11
68,3,2008,77,14
2,3,2008,77,15
1,3,2008,77,16
4,3,2008,77,17
31,3,2008,77,18
2,3,2008,77,19
1,3,2008,77,20
2,3,2008,77,22
3,3,2008,77,24
73,3,2008,77,26
3,3,2008,,05
7,3,2008,,06
1,3,2008,,07
3,3,2008,,08A
6,3,2008,,08B
3,3,2008,,11
3,3,2008,,14
1,3,2008,,15
4,3,2008,,18
1,3,2008,,20
6,3,2008,,26
5,3,2009,1,02
40,3,2009,1,03
7,3,2009,1,04A
14,3,2009,1,04B
51,3,2009,1,05
170,3,2009,1,06
9,3,2009,1,07
43,3,2009,1,08A
144,3,2009,1,08B
1,3,2009,1,09
5,3,2009,1,10
37,3,2009,1,11
94,3,2009,1,14
7,3,2009,1,15
4,3,2009,1,16
